"","[example-data] act_vs_notact","[example-data] act12h_vs_notact","[example-data] act24h_vs_notact","[example-data] act48h_vs_notact","[example-data] act72h_vs_notact","[example-data] act96h_vs_notact","[GSE157905-lenvatinib-bc] treatment:Combi_vs_CT","[GSE157905-lenvatinib-bc] treatment:Gefitinib_vs_CT","[GSE157905-lenvatinib-bc] treatment:Lenvatinib_vs_CT","[GSE88808-prostate] old_normal_vs_young_normal","[GSE88808-prostate] old_tumor_vs_old_normal","[GSE88808-prostate] old_tumor_vs_young_tumor","[GSE88808-prostate] young_tumor_vs_young_normal"
"CCT4",0.764907010288259,0.0677066048919375,0.520626270490647,1.19878919778407,1.15050016447311,0.913315367297158,-0.545768510897823,-0.305249154684346,-0.00712008020539656,NA,NA,NA,NA
"BID",-0.965491042253682,-1.05184823418065,-2.12330512351008,-0.94738683727737,-0.376563369152069,-0.979482848101588,-0.454093053849579,-0.109816912477734,-0.0193119438253095,NA,NA,NA,NA
"TMEM192",-0.815120909060761,-0.437471868972596,-1.18239761587073,-1.16074539000389,-0.980170618595708,-0.542221419454285,NA,NA,NA,-0.31688986482998,0.49721519319611,-0.0303233975342373,0.210648725900368
"PSMB3",0.990778266510636,0.552679193277267,0.540155852057742,1.13755900299421,1.58777052847784,0.896701029006237,NA,NA,NA,-0.198719382193087,0.229482957758254,-0.0862767124786625,0.117040288043829
"YEATS2",-0.844197334004225,-0.48694546426483,-1.57534702585028,0.851901099347718,-1.57534702585028,-1.57534702585028,NA,NA,NA,NA,NA,NA,NA
"EIF3K",0.978667824425646,0.553488159489516,0.822962464248196,1.39843859437514,1.21176115841842,0.920955792956132,-0.317823608555459,-0.207415698320559,-0.0859378287931752,NA,NA,NA,NA
"PDHB",-0.971385627101404,-0.662093417899425,-1.2285798919565,-1.1668890532092,-1.00581081236881,-1.00220644587295,NA,NA,NA,-0.162426540236678,0.230544522548556,-0.201317624441558,0.269435606753436
"SNRPG",0.225008443172154,-0.560051522503908,-0.231192360788504,0.456376029879044,1.08327956825842,0.169017966360481,-0.506495829024421,-0.305184434428208,-0.186677192782316,-0.0393114950062561,0.314974914379433,0.00215005610465605,0.273513363268521
"UBE4A",1.26600663526427,0.749928596146114,1.06499463034803,1.67551744083017,1.53105209188204,1.32815632989311,0.226424246655237,0.158413717829793,-0.048692055066172,NA,NA,NA,NA
"PRKAR1A",-0.742906512981204,-0.102484429521844,-1.01675629605273,-1.31589801237724,-0.851222113248165,-0.744232994593863,0.42053715884937,0.422578868554523,0.0230423509488447,NA,NA,NA,NA
"AGPAT5",-0.568749020405119,-0.125952552529615,-0.223495594894898,-0.245721862772109,-0.861319462674264,-1.31077429585908,-0.781454006794747,-0.443915012378619,-0.0961626796584198,0.0742308453421308,0.00659409727393504,-0.247597349754779,0.328422292370845
"VMAC",-0.403525810526105,-0.567442702004566,0.886658754659204,-0.567442702004566,-0.567442702004566,-0.567442702004566,0.839818503746414,0.5312815368537,0.208628024763477,NA,NA,NA,NA
"SCARB2",-0.152482894333822,0.491735647769227,-0.453060289319877,-0.453060289319877,-0.233648006392573,-0.453060289319877,0.645693525271653,0.34992736177143,0.108046375539171,-0.161229017404385,0.727891476457244,-0.0462907781036019,0.612953237156461
"HIRIP3",0.345605262272111,-0.526695382461019,-0.656965505270453,0.402879407748253,0.960281239893897,1.25639082579058,-0.135000905443716,0.0751288958453911,-0.146498820110339,NA,NA,NA,NA
"STXBP2",-0.478974702741447,-0.838949194305015,-0.741714377281882,-0.811640568999781,-0.156190876863539,0.0651709120352249,0.368047084326159,0.22525315212822,0.0081337929203998,-0.191374608572833,0.415430826626933,-0.0177662603554222,0.241822478409523
"ZNFX1",0.562453303536033,1.28776634368689,1.30633420200479,0.538576854645116,-0.281773250444578,0.299713117708933,-0.336790933915005,-0.228585700180111,-0.0714990188814794,NA,NA,NA,NA
"RNMT",1.07498984528834,0.899618560128153,1.17912023595604,0.882010544572813,1.31493057977381,1.11478340065499,NA,NA,NA,-0.158105254152746,0.187995284569462,-0.160598036685777,0.190488067102493
"ZNF267",-1.47374140324294,0.0208864813616024,-1.73557475418693,-2.3742871743902,-1.31636827173182,-2.71388657846721,NA,NA,NA,NA,NA,NA,NA
"LUZP2",NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0904284379127563,2.13970783898586,-0.335165828486983,2.38444522956009
"KDM5A",-0.995830458472994,-0.433457448509621,-1.12476013172042,-1.17032705806324,-1.36771955733112,-1.00814832589847,0.295231286370418,0.176600604004951,-0.0370949925914044,NA,NA,NA,NA
"ATF7",-0.0530181088353453,-0.229205534417361,-1.61255285267243,-0.0337092764595223,0.745011734045001,0.00992336135291354,0.311803276753991,0.0886907399803703,-0.0214755989314943,NA,NA,NA,NA
"LSM1",-0.367408055225643,-1.74340485637252,-1.31233915827149,-0.109333069976542,0.792479478123698,0.249744845957532,NA,NA,NA,NA,NA,NA,NA
"CEP164",-1.02874365907288,-0.938932665514332,-0.337107372434591,-1.18953733206967,-1.18953733206967,-1.18953733206967,NA,NA,NA,0.0205431708126698,0.0250559359083082,0.0403256878052514,0.00527341891572656
"EEF1AKMT1",1.67676847937533,1.66477256861474,-0.377785313498802,2.19328563013886,1.94454583676382,2.0530098554455,NA,NA,NA,NA,NA,NA,NA
"UBA7",-0.340408663958614,-0.245716342657499,-1.16943855409427,-1.34598513240579,0.0915223560510331,0.435945635099166,0.344182539623627,0.179582231423239,0.0165414876573265,NA,NA,NA,NA
"PGM1",-0.49133686701082,-0.30789016466336,-0.643496300937692,-0.679629739029732,-0.562281528780659,-0.367175415173829,0.802081751146665,0.474050034474365,0.0700402765362531,0.0120037852678638,-0.398779798932145,-0.0637288303291183,-0.323047183335163
"MELTF",0.808784856467507,1.32551616868334,1.61672801340432,1.43584426946714,0.202251908907368,-0.184359296837913,0.495675190447813,0.412924412006662,0.15156878963996,NA,NA,NA,NA
"TNRC6B",-0.806453837775406,-0.18285116129114,-0.908923428938883,-1.5648818993685,-1.12310902561901,-0.413059391229753,0.333983170780172,0.142037867904035,-0.0114506905613228,NA,NA,NA,NA
"ZNF185",NA,NA,NA,NA,NA,NA,1.57189370898559,0.96587411994512,0.331074255959724,-0.354053179953601,-0.451972019019771,-0.215423038117416,-0.590602160855955
"CNN2",-1.29044361745652,0.109115574059136,-1.35899086332321,-2.88834730490452,-1.54874017493332,-1.23969056520245,NA,NA,NA,NA,NA,NA,NA
"REPIN1",-0.752599757486721,-0.663020501501566,-0.854333943113701,-1.16025039434593,-0.707146529923039,-0.471097092735966,NA,NA,NA,-0.0700943101292403,0.490851120551226,-0.127192794344147,0.547949604766133
"HERC1",1.1983038944971,0.606000175952514,0.97971940088238,0.89179445041426,1.77125443148727,1.66462108745091,0.233881450494952,0.193462386729479,0.00730590696268507,NA,NA,NA,NA
"COMMD6",-0.131252239907016,0.249487956587634,-0.581564334189789,-1.23881021398664,0.414472990630932,-0.0397603520342202,0.358753636442551,0.153415127910688,0.14313550309846,-0.276540080693561,0.0154124005389494,-0.0259232833710179,-0.235204396783593
"NUDT2",0.295708868711518,-0.332479009016651,-0.455717093035746,0.0897144190607201,0.911243323375949,0.976067982120951,0.34076073927653,0.140780029313926,-0.00751111246138277,-0.347177222605142,0.299043910858888,-0.170828509479122,0.122695197732868
"DHCR24",1.20503187958447,0.485415105880579,1.67744337161965,1.98608758365563,1.1174048803248,1.26063405055887,0.449537534205285,0.310998676731925,0.202173890781862,NA,NA,NA,NA
"ABRACL",1.27046251714099,1.16697335328786,0.491339530970904,1.05509463851395,2.03805904296183,1.03487333442618,0.333253749730238,0.156131709118387,0.088717240058271,NA,NA,NA,NA
"SYNC",NA,NA,NA,NA,NA,NA,1.75416788025078,1.1094066138214,0.369799676619689,0.239461826895706,-0.547889274576857,0.09037681143571,-0.398804259116861
"TOR3A",1.38020343935517,-0.114686346096128,1.48813693177774,1.53030994864266,2.86805769328652,1.17428486090725,NA,NA,NA,NA,NA,NA,NA
"KLHL24",NA,NA,NA,NA,NA,NA,1.99236960006096,1.13891652452248,0.108089786857324,-0.1617012616758,0.0798322572142478,-0.15449066479592,0.0726216603343681
"SGTA",0.36106503671045,-0.526680714637852,0.450856424801844,0.93217792287424,0.648732563746773,0.570776089670525,-0.493326494773336,-0.237713134963092,-0.0938104939381989,0.205249105345664,0.0420364701936554,0.27179373402152,-0.024508158482201
"PDE1B",0.407388367375457,-0.282215944061987,1.06388427548884,0.739369149140536,1.0672381275703,-0.282215944061987,NA,NA,NA,0.0678108499548236,-0.341859249711972,0.0753817282544945,-0.349430128011643
"CENPH",0.62687622708113,-0.361271838299807,0.216929459730662,1.50669578114638,1.19724732088339,0.577851080269811,-0.182262754296109,-0.0198883230954727,0.0340304362104771,NA,NA,NA,NA
"ISCU",-0.994908619963697,-0.634277249757705,-1.61155377239727,-1.28266385878435,-0.778469174640132,-1.13570295324418,0.142238454185395,0.0983343426830488,-0.0688835705490766,NA,NA,NA,NA
"VIPAS39",-0.666489631690085,-0.840771683196413,-0.886166878275084,-1.05770013372625,0.0977449744594779,-0.963056320546753,0.609202389344358,0.313373855950465,0.0253218315037908,NA,NA,NA,NA
"NUP107",0.659543209895446,0.442994001159228,0.456997032494601,0.948258649695383,0.773193612385374,0.637195353289879,-0.476341766678239,-0.186847594924093,-0.00377655722189907,-0.232778588340445,0.451724541100261,-0.0597646067329795,0.278710559492795
"ERCC2",0.35266904726971,0.58040028059647,-0.763274385414862,-0.0879460972384874,0.678679575756991,0.700707355001921,-0.370546847179834,-0.153980490218044,-0.0314543425158812,-0.264373450008575,0.191408383981223,-0.215104287877434,0.142139221850082
"SEMA3B",NA,NA,NA,NA,NA,NA,1.81651353707481,0.971055219808453,0.50658697449593,-0.00901159461756803,-0.368320990104441,0.102671382031382,-0.480003966753391
"NECAP1",0.0506841599366523,-0.101224945598286,1.59883896161804,0.283008735936646,-0.471557182888371,-0.184152514466595,NA,NA,NA,-0.216932609104558,0.283475567990227,-0.11183862590635,0.178381584792018
"HINT2",-0.541153790726386,-0.438739853319537,-1.52644777000067,-0.996287338400283,-0.340416912596118,0.0908504521311853,0.445391852220259,0.246928605372235,0.0516533482816606,NA,NA,NA,NA
"STAM2",-0.697219171533351,-0.509206749670349,-0.265843958602132,-0.559886497298671,-1.06951551137114,-0.840208187427981,0.337108725803191,0.261027352246126,0.00312369404587483,-0.0801585243229204,0.0444482778832625,0.0750198476988301,-0.110730094138488
"TNFAIP8",0.441580028423862,0.460572154231924,0.767603697252441,1.1104131357462,0.236345315401222,-0.166145432652422,-0.280205668723265,-0.234186186322573,0.0657318512178173,0.347286138806826,-0.198735784651426,0.412951731939168,-0.264401377783768
"ARPC1B",-0.892099513999932,-0.411829033971566,-1.18172392539579,-1.37196712222257,-0.893885624696251,-0.902310993410707,NA,NA,NA,0.14719073610069,-0.082837494341916,0.216354796040775,-0.152001554282002
"CLPTM1L",-0.628568608577997,-0.145688443205857,-2.18530618576576,-0.46711678740224,-0.675388369406963,-0.450832661709535,-0.611824233298064,-0.377328214138795,0.00947361070449955,NA,NA,NA,NA
"MNT",1.14211303925181,1.81788368776892,1.51020548765916,0.916936833783774,0.685104303658725,0.838995877695657,0.266241829916101,-0.0312343519006676,0.0768233010123642,NA,NA,NA,NA
"GOPC",0.262624059882869,-0.211234474092084,2.12476425387969,0.870361798201105,0.00537257882514197,-0.459182991113428,NA,NA,NA,NA,NA,NA,NA
"POC5",-1.43902070748096,-0.0786629402610307,-2.67498902104471,-2.0562817063325,-2.17943166681756,-0.933548054496865,NA,NA,NA,NA,NA,NA,NA
"UBE2V1",0.689467614996799,0.597350411620038,0,0.0508626754510085,1.9893376505773,0.06577931882564,0.549250611837509,0.286269960522604,0.013788597827227,NA,NA,NA,NA
"CES1",-0.642727716781295,-0.372829370587957,-0.736662925505447,-0.736662925505447,-0.736662925505447,-0.736662925505447,0.422142315082125,0.31552253156996,0.0797752934559795,-0.0240960947164772,-0.682840464906091,-0.0691604948132352,-0.637776064809332
"C2ORF42",0.617693592057922,1.96019589987809,0,0,0.432279280627946,0,0.433692226983905,0.138905515952592,0.0157887055169728,NA,NA,NA,NA
"ZNF48",-1.42798760275663,-1.7915989248412,-2.52280672735715,-2.52280672735715,-0.644085698618758,-0.252800604884929,NA,NA,NA,NA,NA,NA,NA
"EPS15L1",-0.995633915139495,-0.597663593954856,-1.1980622082603,-1.43290226417874,-1.15240981584365,-0.771101385068285,NA,NA,NA,-0.0328168904435957,-0.0241309529674763,-0.189422557857348,0.132474714446276
"CCDC50",-0.18930283379762,1.55906547752294,-0.797803569600364,-0.797803569600364,-0.797803569600364,-0.797803569600364,NA,NA,NA,NA,NA,NA,NA
"TNFAIP8L2",-2.0409478953056,-0.939412107861894,-0.812571084033575,-2.0495814645471,-3.04879722302224,-2.90940098861419,NA,NA,NA,NA,NA,NA,NA
"CLK3",-0.109619591631224,-1.6608496245421,-0.347652199844464,0.0965831797943068,0.486602706696226,1.15838469596351,NA,NA,NA,NA,NA,NA,NA
"CHRAC1",0.753549156290687,0.886835727576609,0.532281488517326,0.697893973770046,0.7946107191716,0.700980420676599,-0.449732978735363,-0.184320149960126,-0.0858553530381145,0.205605481987834,0.0249817265910289,0.0322932585372057,0.198293950041657
"CNOT8",0.358703817876227,-0.828050065880829,0.825527067858908,1.00504410552174,1.23623083224611,-0.140899470219753,0.507781442327912,0.312621868399537,0.075632378515498,NA,NA,NA,NA
"HELZ2",0.185910609399885,1.39121201189093,-0.573553369800561,0.108054766602945,-0.573553369800561,0.104725791443523,0.861828728351944,0.544345095388955,0.292269313988641,NA,NA,NA,NA
"ACO2",-1.09578408377559,-0.564424676988149,-0.871800605479945,-1.54569766531226,-1.27217734105207,-1.27618588346331,NA,NA,NA,-0.212565885099193,-0.0497858139559077,-0.135220945283513,-0.127130753771588
"CAPN12",NA,NA,NA,NA,NA,NA,1.40247590400393,0.927235672698724,0.278621915580247,0.167124105386303,-0.863856245912549,-0.0219456497978294,-0.674786490728416
"ERI1",0.671342252797205,-0.252615463285209,0.193871740865241,0.71993181910995,1.15061161860197,1.53205579902571,-0.24082110597385,0.024634871905409,0.0401319886806322,NA,NA,NA,NA
"CTH",-0.082108999161976,0.0237155225856739,-1.82076922334366,-0.357109095167977,1.08959677165217,-0.528798782023724,NA,NA,NA,NA,NA,NA,NA
"USP32",0.225481676272304,-0.720276753692113,-0.720276753692113,0.131913053861443,1.18015495697109,0.881512199207802,0.187022898691512,0.0723465960926175,-0.0547885251576107,NA,NA,NA,NA
"PSTPIP1",-1.28997177316171,-0.489897113437271,-3.07509199434325,-2.09146137134846,-0.910847616481104,-1.04503882415399,NA,NA,NA,NA,NA,NA,NA
"GON4L",-0.372380978842048,-0.501957363936681,-0.386399911960369,-1.33512599080543,0.0226679591403954,0.229305909035718,0.189118194469724,0.120197653079709,-0.053830995159536,-0.146468317976154,0.215430921290192,-0.148749776408548,0.217712379722586
"MICU1",-0.588155086044821,-0.494788328550742,-1.18374657333822,0.00923662749738288,-0.530840669226036,-1.03329243233443,0.681484241504142,0.400758372179532,0.0441072924197495,NA,NA,NA,NA
"PPCDC",-0.469043409902012,-0.391118193403365,-2.27634745602299,0.00436196232536501,0.373251731305217,-1.12498250697972,NA,NA,NA,NA,NA,NA,NA
"MRPS5",0.858135788157725,0.939781465376012,-0.024890527643588,0.855748835920949,0.844353542656827,1.30278768427501,-0.401154679382295,-0.249672163367932,-0.0663875800387969,NA,NA,NA,NA
"GPS2",-0.20469068920458,0.472085168882153,0.329207861760793,1.03229272312257,-1.25131441898137,-1.25131441898137,NA,NA,NA,NA,NA,NA,NA
"HEXA",0.0491170042901131,0.603631459844605,0.405611749208542,-0.758879775192823,0.0304126747879335,-0.105510844505096,0.657027387537819,0.392551373605803,0.0644728553527679,0.0995592057033106,-0.637527477007496,-0.320780304816494,-0.217187966487692
"KCNA3",-0.182983615937582,0.181746125873439,-0.385813595009872,-1.31476705002636,-0.182708567620928,0.563944705448769,NA,NA,NA,0.590640460435697,-0.0259501833398946,0.0877560312531195,0.476934245842682
"SLC30A6",1.90133565220777,0.901670173467654,2.47592089871873,1.12531683555415,3.44775472605178,1.56693000034736,NA,NA,NA,NA,NA,NA,NA
"FNDC4",NA,NA,NA,NA,NA,NA,1.69641173456509,1.04114142454647,0.49616355698018,-0.235427760947763,-0.170264542703391,0.225563815880601,-0.631256119531755
"MCUB",0.0679077757902109,-0.397189877338957,-0.658421007923899,-0.658421007923899,1.36074031510764,0.0833937237351186,0.425978493099439,0.338227450975176,0.137378417469629,NA,NA,NA,NA
"CYTH1",-0.759563264596703,0.118946517872444,-1.17255346467762,-1.3287589549069,-0.875782509255225,-1.0005623190325,0.14584341181122,0.20995153759234,-0.00389663641652227,NA,NA,NA,NA
"ZNF839",0.678330629613669,1.89709034475614,0,0,0.730246600930609,0,0.222766323357588,0.207748607576332,-0.0134409105790141,NA,NA,NA,NA
"ZFAND5",0.687763186398785,0.95371944402197,1.54440022891626,1.55414411205434,0.642747785527063,-1.00690301665669,NA,NA,NA,NA,NA,NA,NA
"PAPOLG",-0.0157451717721829,0.377793077162802,1.46145965371961,0.69066890667826,-0.850874296659925,-1.00530429723439,NA,NA,NA,NA,NA,NA,NA
"SLC9A1",0.631299822426626,0.293143569337522,0,1.24122008036647,1.260451178108,0,NA,NA,NA,-0.135651865302808,-0.066404236824211,0.142075699355357,-0.344131801482376
"PODXL2",NA,NA,NA,NA,NA,NA,-0.604422489133067,-0.245487740399918,0.0587669992110724,-0.29969990243559,1.36811513696251,-0.236675499544562,1.30509073407149
"GNAO1",-0.670455633206836,0.20116099027051,-1.22548657531533,-1.22548657531533,-1.22548657531533,-0.218789870938046,NA,NA,NA,0.120092932446476,-0.993287585025886,-0.150731829027281,-0.72246282355213
"ATXN2",1.07673101365451,0.482674519660534,0.999879204577729,1.43125794320414,1.38587339383923,1.16556306767035,NA,NA,NA,-0.117335956327504,0.416898384135799,0.134376900579455,0.16518552722884
"SEC11A",1.01456499508052,0.457008865451364,0.338111781100065,1.1288649761325,1.5832029399251,1.29601483271675,NA,NA,NA,-0.0880671402628295,0.425451328087769,0.106612415803484,0.230771772021456
"ITGAL",0.307685891973236,0.145898075834194,-0.487480450983072,-0.529026580826676,0.888433144243228,1.0444775150937,NA,NA,NA,0.677896067915883,0.0983119755901907,-0.0695903205165272,0.845798364022601
"KATNB1",0.565929030979439,0.545433251258956,0.619601943500216,0.988296633278321,0.504013471014541,0.22566622925934,-0.468353069317992,-0.278623548158902,-0.0923082853810548,-0.15605083059549,0.433035311238,-0.160018931667217,0.437003412309727
"KPNB1",0.681987432744793,-0.00180040446405769,0.342886921672125,0.999151606872582,1.21227794979895,0.784635524778494,-0.604988714458091,-0.316861850658886,-0.0779270526960261,NA,NA,NA,NA
"RAB1A",-0.215320712063233,-0.954788604172281,-1.84233246594179,-0.115722618455557,0.623546527289468,0.5356696397396,NA,NA,NA,NA,NA,NA,NA
"IQCB1",0.49843881613825,0.842440864928278,0.807372464265105,0.758596831100492,-0.0186832679197232,0.291507848471922,-0.4794422803255,-0.22708898227742,-0.0889519313250015,0.152341097451109,-0.220960053903893,-0.0181308189134872,-0.0504881375392972
"AHR",0.720548530325785,1.16909526415548,-0.13104010908911,0.017149498215842,1.02178881344484,0.897758731425935,NA,NA,NA,0.547564795009878,-0.480080461109726,0.147591279109164,-0.0801069452090125
"PRRC2B",0.861745186490176,0.358307649016427,-0.162104495384297,1.75685086407864,1.30529280343604,0.672355675481876,0.282654746770945,0.214624981516922,0.0321667121530099,NA,NA,NA,NA
"UHRF2",-0.754187782494018,-0.152308857689868,-1.31405679235311,-1.43349711785334,-0.789921766851451,-0.522728475881466,0.215298645933019,0.274108703162998,-0.0512290357340485,NA,NA,NA,NA
"WIPF1",-0.495359356538951,-0.450343037324406,-0.788977167903462,-1.2255809445916,-0.344422223802373,0.140537860215075,0.787470818623614,0.425203923485182,0.0566316709231656,NA,NA,NA,NA
"KANSL3",-1.03942344269932,-0.817278629803506,-0.887524470506655,-1.1526275810997,-1.1720703080546,-1.14314523397247,0.330774875655325,0.229200542633785,-0.0356909948770839,NA,NA,NA,NA
"PHF10",-0.948409168913688,-0.659000210082896,-1.20418353372988,-0.816220047315317,-1.07686990091993,-1.14919277669326,0.300890116386528,0.329323853576084,0.0138655142371379,NA,NA,NA,NA
"SNRPB",0.89614207026096,0.720556214453308,0.81080746448035,0.807706532683922,1.02520820358179,1.10121041324512,-0.626692558283058,-0.274652286453389,0.0453562852715971,NA,NA,NA,NA
"RDH10",0.439195032237503,-0.502476623053049,0.543454233304536,1.76529390464409,0.481540578574741,0.301725934391846,NA,NA,NA,0.23010548280837,0.296514115010113,0.406484022652535,0.120135575165947
"LMAN1",0.790580911380695,-0.021643396276008,0.413059296657991,0.679161876286096,1.47176364464659,1.31390429624296,NA,NA,NA,-0.0749760667686967,0.195015858781599,-0.0320478905000835,0.152087682512986
"ICE2",-1.98448619973386,-1.82577626435177,-2.86084933753778,-2.86084933753778,-0.501558144581861,-2.86084933753778,NA,NA,NA,NA,NA,NA,NA
"TRIM41",0.917681968377437,1.30987643872309,-0.0983392230923567,0.983362908363529,1.1886785060537,0.546316623803261,NA,NA,NA,-0.0663972626540407,0.127849192377024,-0.0880625783180274,0.14951450804101
"FAM160B2",1.35781694482325,0.318271271029295,0,1.62504409190158,2.20600873552362,2.18232413086578,NA,NA,NA,NA,NA,NA,NA
"GMPR2",-0.71983097075714,-0.14541848320677,-0.957491744578567,-1.36674836580231,-0.975172942736377,-0.372649313301899,0.42312578928862,0.282198298143217,0.0635789471695839,NA,NA,NA,NA
"PAK4",0.176286635028007,-0.940425270302042,0.823044949372982,-0.0926078821958556,1.31791468818641,0.0173663632223041,0.228087814782968,0.218184100285892,0.00712778412569559,NA,NA,NA,NA
"BSDC1",0.661329657850148,-0.637724888917395,1.05672857942122,1.29187916221691,0.881980393404454,1.2917468991194,0.730303436092186,0.415725628191488,0.0727381146015773,NA,NA,NA,NA
"RPS6KA2",0.805121570333061,1.83578166720058,1.38378649803548,0,0.67845847931339,0,1.12543966723244,0.580259738662208,0.290351116991006,NA,NA,NA,NA
"POLR1C",0.0913473799714148,-0.00507598959404003,0.641175814335233,0.512738259029854,-0.01486540113739,-0.382151631781256,-0.922569780151023,-0.374288731337157,0.0426838585693365,0.0757332292848207,0.459795488519692,0.0741913297435228,0.46133738806099
"KYAT1",-0.717835004250208,0.445774863565956,-2.10256453347467,-1.8038091797303,-0.684649308631331,-0.45628964441579,NA,NA,NA,NA,NA,NA,NA
"NUP58",0.728583231472923,0.171588686609083,-0.137859234652174,0.95194929333818,1.20597105382154,1.14270332153823,-0.372627809601836,-0.178601965247841,-0.0517423707972811,NA,NA,NA,NA
"TSC22D2",-1.1756186717485,-0.0381965191679525,0.00784370678869291,-1.30413202257297,-2.0845541281077,-2.0845541281077,NA,NA,NA,NA,NA,NA,NA
"TRABD",0.585868793034373,0.13538408693421,-0.0442231289950684,0.990633919926979,0.359342319415908,1.50660647678756,-0.463845917706474,-0.237917681607572,0.0693208330762497,NA,NA,NA,NA
"EEA1",-1.05524213839114,-0.546260727877038,-0.791853499825592,-1.10812263830316,-1.35390061339301,-1.45526313292816,0.156677484045318,0.0944660693439274,-0.0699735000359087,NA,NA,NA,NA
"PMPCB",0.991818527911141,0.376904646999705,1.05197906700637,1.2052572185987,1.28241643152832,1.19331037988908,NA,NA,NA,-0.217412699949638,0.433005528975166,-0.0711124818010568,0.286705310826585
"SPOCK2",-0.373405443869291,-1.22632806285961,-1.19668708448693,-0.275788585309353,0.350921052313697,0.20842976773679,NA,NA,NA,0.231637985615491,-0.230462218259286,-0.0772626978906601,0.0784384652468647
"MICAL3",-0.810700498022093,-0.71046512842698,-0.179700988442461,-0.861986701330249,-0.646531056812236,-1.51105598812808,0.359464881620168,0.261353537070426,0.107225998917279,NA,NA,NA,NA
"FLOT2",-0.724721667437331,-0.583630914056545,-1.01302029022481,-1.42934173232978,-0.381362118417489,-0.519292076349441,0.460986234553434,0.27099917009166,0.146289137683751,NA,NA,NA,NA
"SERPINA10",-3.10660287969788,-2.76964112679557,-4.03545576700821,-1.56970567690832,-3.47477337320329,-4.03545576700821,NA,NA,NA,NA,NA,NA,NA
"BCAP31",-0.541025914875501,0.276298544930878,-0.106024906237279,-1.08234131507579,-0.994047743330533,-0.771289300826791,-0.333023858260182,-0.199333006024972,-0.0615669951236721,-0.119821247941288,0.115675142190361,-0.0806823153361111,0.0765362095851844
"DCAKD",-0.833965449559204,-0.209708859770697,-0.862192568390727,-0.996175353203258,-0.958882612526627,-1.3497566953371,0.341586657964061,0.241322302046302,0.0523656801961945,NA,NA,NA,NA
"FLRT3",NA,NA,NA,NA,NA,NA,0.833041643264459,0.25664478641984,-0.0744561920810254,-0.1725238029991,-1.23510835882448,-0.0136878892101162,-1.39394427261346
"COX5B",-0.944977803812924,-0.268234063566564,-0.598325700793095,-1.43970883940977,-1.24955064083963,-1.17907714708294,NA,NA,NA,-0.213954012828704,0.038521151190834,0.0114140115293259,-0.186846873167196
"RASA2",-1.05221157149337,-0.156107414479746,-0.807458780639918,-1.24041308193603,-1.45561965855491,-1.69869158032628,-0.405396135491795,-0.145130320838328,-0.0424572927890295,NA,NA,NA,NA
"HPS6",0.830937097163025,0.900659363159021,-0.527913682576591,1.18694701435329,1.16829823442132,0.734171347440874,NA,NA,NA,0.0135010654691217,0.337179200071281,0.0810367229231381,0.269643542617264
"ARID3B",1.54906068077875,0.797018719488929,0.442065754797284,1.13737997844469,2.03119895353521,3.00936892411856,NA,NA,NA,NA,NA,NA,NA
"GTF3C1",0.519924771375395,-0.519469129587624,0.230599641980073,1.03615052372803,1.13130571493819,0.775424489349644,NA,NA,NA,-0.282364026145038,0.197173569168448,0.0645276283922372,-0.149718085368827
"CPQ",0.288549707090794,1.4153321978428,-0.25044107436134,-0.25044107436134,0.171426004129398,-0.25044107436134,1.14778020314605,0.770937547434161,0.318646963841842,NA,NA,NA,NA
"USP53",0.464372635486738,1.79862640505427,0,0,0,0,NA,NA,NA,0.270180742085344,-0.0112054445215917,0.0745798008033593,0.184395496760393
"EIF5A",0.212394303712633,-0.356971792635293,0.224008529355745,0.448898000556802,0.571082498865121,0.262127665494733,-1.01097897810676,-0.563433730909148,-0.13582731870393,-0.00306847743410602,0.110253381937232,-0.00468481554464676,0.111869720047773
"CBX6",-1.29830092014408,-0.62920386766918,-0.686841653382134,-0.214780702846531,-2.06909126443473,-2.61191944235733,NA,NA,NA,NA,NA,NA,NA
"BEND3",0.155317152632835,-0.390240425279236,0.612501413376768,-0.104101358200252,0.71816823990362,0.112764070377086,-0.754700606501411,-0.451432010004894,-0.164584643225771,-0.117677160261267,0.462748477263503,0.0423008435018266,0.302770473500409
"MRPL47",0.700674672456813,0.392605659498994,0.649670771293053,0.967183621432402,0.841354659653586,0.698199875738301,-0.28945345415463,-0.166382078523577,-0.0359245591602419,-0.15040109246846,0.496346171623417,-0.0296830745933369,0.375628153748293
"STX3",0.588370965688734,1.02529875845701,0.601418320818313,-0.156935644244759,0.225188610482102,1.2230816133498,0.137523921393826,0.0824451363310829,-0.145243268043595,0.0195567672157457,0.219306309432778,0.0444057875437821,0.194457289104741
"SSH2",-0.387540225769078,0.550426685042558,-0.713989493747637,-0.713989493747637,-0.713989493747637,-0.713989493747637,0.218255761592583,0.258931114158512,0.00469153570834102,-0.0864603753601404,0.0202669251419708,-0.0742770976076794,0.00808364738950977
"FGFR2",NA,NA,NA,NA,NA,NA,0.948766100199362,0.505602530211226,-0.00379575624876131,-0.0216321727501686,-1.07960278013747,0.135363040758791,-1.23659799364643
"MOCS2",-0.272677159696893,0.0744695875265743,0.461816558392137,0.569064018754278,-0.315702150316785,-1.98426049461108,NA,NA,NA,NA,NA,NA,NA
