 	CD8+ T cells	CD4+ T cells	CD4Tcell-Th1-restimulated12hour	CD4Tcell-Th1-restimulated48hour	CD4Tcell-Th2-restimulated12hour	CD4Tcell-Th2-restimulated48hour	MemoryTcell-RO-unactivated	MemoryTcell-RO-activated	NKcell-control	NKcell-IL2stimulated	NKcell-IL15stimulated	Bcell-naive	Bcell-Memory_IgG_IgA	Bcell-Memory_IgM	PlasmaCell-FromPBMC	PlasmaCell-FromBoneMarrow	Monocyte-Day0	Monocyte-Day1	Monocyte-Day7	DendriticCell-Control	DendriticCell-LPSstimulated	Neutrophil-Resting
TMEM117	5.738112532	4.909405104	4.355333476	4.063848043	3.055369212	3.967752701	4.229998012	3.716551985	5.591761685	3.878744957	4.09423607	4.740626935	4.692496943	4.719867928	6.022367813	5.2566899	3.114616893	3.80823916	7.172529186	9.167597949	7.301116609	3.709290636
TMEM133	4.719238211	5.62540688	5.068928719	5.599248355	5.074748035	4.402744912	4.865539455	4.159360082	5.830445487	6.804949285	6.298826303	7.722447483	7.929283563	7.045462083	9.045732363	8.040576039	3.802580986	5.059960889	4.398948861	4.055933129	4.513901262	6.865070066
ROPN1L	7.237090428	6.520029304	7.027690405	7.728333242	7.010667963	7.357249946	7.832297206	5.996584588	8.020892458	7.957633738	7.888642805	7.046452083	7.378544136	6.967482779	6.327819078	5.017231565	7.117315828	7.202107494	6.887252099	6.42781845	7.036116819	10.63890503
LNX1	7.462635187	6.798689957	7.097426445	7.192657758	6.622866919	6.594384326	7.691620236	6.498782737	7.610327265	7.263013742	7.332754173	7.603396386	7.314825656	7.404096301	7.735761343	7.981929694	6.878350358	8.911205459	6.367796216	6.206434847	6.285923098	7.280600049
FMN2	4.908668823	5.279037877	5.719991102	5.511320439	5.208061989	4.203644914	4.320605018	4.979842438	4.915377485	4.885320553	4.962857456	7.934256158	7.856262107	7.413900788	5.580205797	7.637481646	5.114006028	5.934669821	5.716956609	4.917598835	4.728945402	7.977809959
GPR34	7.36123102	7.368785807	8.484963835	8.656151911	7.226033205	7.287656979	7.344319583	7.321558357	8.328655856	9.372488126	9.251060626	9.383085862	9.462337647	9.216272358	8.428335046	8.977039454	9.337594215	7.600515079	9.01000049	10.55053085	7.899998314	9.684788588
C2orf40	9.014784868	8.314950244	6.392076954	6.907507616	6.156477519	6.552341204	7.829025	6.37465698	7.291384842	6.905916448	6.552699834	7.902752375	7.184781143	7.12968743	7.805251606	8.236735359	6.485618691	6.791083642	6.524313164	6.834538469	6.869922801	8.143973947
MEX3B	4.705314441	5.953940326	4.146492307	5.059643696	3.876697016	4.814533334	6.175557867	5.325002566	6.619424016	5.505071561	6.417697832	6.532726606	6.788865123	5.980259559	7.957096236	7.128942913	4.626429402	6.383371657	6.23301723	8.32155535	6.00800649	6.776493568
TMEM191A	7.985824864	6.584456467	3.601993581	4.925762114	4.000420725	4.112477735	8.464341533	6.010675421	7.384529071	4.796182411	4.205796507	5.22418915	6.881900115	5.379127065	4.976058077	6.850693177	6.493439189	4.620474001	4.54226837	5.953261358	4.35052082	6.845362084
RASD2	6.680194233	7.304830429	4.869970082	6.070596844	5.687499329	5.980665137	6.675731263	6.57686977	6.208248993	5.796156448	5.789637972	7.058229897	6.70755585	7.213199019	7.360709573	8.713725023	6.007208585	6.956334529	5.866885317	6.064117596	6.347308363	7.349361739
HCST	12.98896253	11.51690897	11.55518993	12.01415662	11.3566759	11.46752693	12.13673772	10.76103866	12.66122618	12.32462994	12.33164271	8.241730567	8.663208506	8.608814786	10.96846544	10.27337456	11.60584917	10.72108979	11.59371869	11.99620883	10.76481217	9.899504962
ZIC2	4.614489007	5.265274354	6.123666196	6.088805902	3.109081912	4.057045856	5.303500704	5.701040716	5.245134335	5.227394529	5.018359696	7.396927654	6.703817078	7.037966935	5.622725408	6.091964233	4.171013291	4.979369935	4.843406048	4.646047421	5.200888799	8.032359861
CYorf15B	10.0236854	9.501149834	8.584321787	8.685036079	8.705184247	8.792088565	8.59912683	8.092508743	9.735839881	9.035761905	8.576162452	10.15404214	10.18294519	10.07448202	11.14668216	10.03073989	8.918910929	8.257626701	7.95121525	8.159084198	8.124994076	8.303842838
NRBF2	8.991074655	8.997137131	9.60154239	10.07829583	9.720793182	9.371748335	9.576535994	9.663726498	9.216131673	9.394704481	9.392154252	7.621614446	7.241763929	7.842001414	10.22671603	8.478999098	9.612116245	9.752898251	10.12682125	10.15346611	10.03786149	12.78457481
KCNK6	7.871928333	8.534068089	9.008976182	8.250922109	8.66316076	8.043406482	8.079322994	7.905230542	8.724643451	8.486189032	8.172160781	8.676712197	9.188786013	8.651170117	10.28279731	8.958830353	9.010979562	8.728162585	8.531984732	10.28289266	9.059300742	9.112851274
DPH5	12.19666874	11.8845141	11.06764073	11.67141103	10.82738611	10.83610323	11.67019859	11.1886453	11.07464659	10.4055072	10.43310307	10.73777765	11.01283524	10.90978679	11.33203077	10.76513274	10.0873099	8.765265652	10.3568996	9.958790728	9.957523855	10.19257467
SGIP1	3.894672274	4.946902377	3.274112538	4.170592761	4.371117391	3.838750118	4.713200903	4.041330607	5.731420865	4.214031525	5.16303574	6.333998673	6.900721928	5.683647334	4.974406941	5.452595435	4.046396473	5.675900594	4.53729089	4.587334984	4.942623974	6.069397134
SFTPA1 /// SFTPA2	3.975905274	4.092235633	5.073027561	4.106376239	3.831607048	3.91481962	4.404562567	3.580065064	4.239760808	4.646220272	3.88520014	5.750426578	5.817482562	6.682738316	4.601300335	5.877253454	4.060220358	4.926620182	3.498697651	4.124466001	4.141909577	5.111089754
ZNF607	5.459743076	7.148083336	3.400606237	5.723349223	2.785550552	4.393484846	6.724686648	5.997247238	6.389506583	6.45431081	5.964856815	4.858627576	4.663999206	6.38533612	6.79866836	4.113367121	2.718946076	5.070332077	3.83126079	4.452913861	3.726958337	3.689567544
ZMYND15	6.439847502	5.445384614	5.139121549	5.718663012	5.404903122	4.919498996	6.66634474	5.392294523	5.975647381	5.440586828	6.119145181	6.387128631	5.934310084	5.469731347	5.300892469	5.52771939	6.260107226	7.63282136	7.725374212	8.635611116	9.7881487	6.308375438
TPK1	8.311496304	7.988927009	7.314266009	8.253098964	7.186137355	7.344668741	8.441179124	8.461941854	7.822784312	7.835024635	7.158949601	6.260334879	6.339328936	6.004877747	8.540124163	6.306285028	9.099650258	7.778834975	9.157197015	9.86199929	9.492626334	7.982222411
MND1	5.233677192	8.320773477	8.194628828	9.37451136	7.572192399	8.807628622	4.959399235	9.11237695	6.36253564	6.864418938	6.41547137	6.154945379	6.300659143	6.767171436	7.413980451	6.94395355	4.972194823	5.353761421	4.969691578	4.931320604	5.979850057	6.410293611
C1QTNF4	4.091932508	5.746456097	3.060825606	4.170138718	2.65939182	3.588484785	3.079577227	2.861624585	4.117154762	4.809908292	4.122714127	3.494836159	3.579723229	4.929542481	4.149503263	4.456806149	3.643913896	3.758676276	4.047182092	4.242450074	3.356801139	5.440254594
WNT10A	7.570075792	8.28677644	7.087987844	7.609378226	7.41302139	7.121419548	8.222976788	7.236090751	7.686278153	6.994032048	6.472531095	8.250969015	7.379746576	7.766601787	8.84265729	10.60426689	7.538481904	7.329566894	7.092166907	7.265082093	7.400648928	8.01708009
DNAJC12	2.809671678	7.507916181	3.406808748	4.512205813	3.197603326	3.320532815	3.52163708	6.089250957	3.788894479	3.867896464	3.619021666	4.081643972	4.272863023	4.957311029	4.731889207	5.044044333	3.036723106	3.119065617	3.210064107	3.621563515	3.717484508	4.161371766
TTYH2	8.513177846	7.096493793	4.736469582	5.132384909	6.868085846	6.488418603	9.121042175	7.157902683	7.785972235	6.266355541	6.738612482	7.00477103	5.777123781	6.496226643	7.90259821	5.471276894	9.770452469	8.738419954	8.196706621	8.335726795	12.76101452	7.276742305
MRPL4	8.795566477	8.680484944	11.02752938	10.89809697	10.48855718	9.773119971	8.511713127	10.52269235	7.359013752	8.822365605	8.378059988	5.615933303	6.783306038	6.090281827	9.411751064	7.801692194	7.552014517	6.994388325	9.300718622	9.428726558	8.626885651	4.697684871
TLR10	7.335305488	8.204075489	6.558826295	6.882475947	6.413390986	6.780358224	7.20877735	6.266193102	8.39804034	7.663105479	7.41458095	10.93457368	11.41908916	11.33299583	9.364952461	9.974548313	7.956947217	7.260927372	7.754935925	7.907511622	7.708973495	10.07004498
C2orf88	6.051382978	5.98432351	5.949359838	5.94324935	5.926742721	5.74348804	6.121699275	4.412623475	6.781677727	6.627066894	6.530520786	8.338781581	8.774768943	7.541694871	10.97131075	10.93641839	6.450687525	7.147728136	7.00116139	7.173968561	7.472363209	8.603076607
GTF2H2	8.523437479	8.058504109	10.08381503	9.729239486	9.786641554	9.487030719	9.068225632	10.20091413	8.491742886	9.308454168	9.254573573	7.552650436	6.537257234	7.735677865	7.890655429	6.47231311	7.447138343	8.228136455	8.399824062	7.853670314	8.073918394	7.904626193
GPR84	6.556494559	8.031189318	6.120973944	6.817785254	6.518157421	6.105985311	6.170011828	5.409470141	8.211249523	8.698060084	8.430164681	5.307829218	6.213415332	5.397717411	4.498229589	4.882887553	9.317713144	12.28234759	8.458138967	7.988840876	7.267030092	7.080998686
FAM27A /// FAM27B /// FAM27C	4.040147226	6.96014098	4.405549956	6.088812968	4.688702574	3.205288238	6.515715605	6.576421359	3.906313402	3.440367562	4.750543979	5.650977863	6.807126263	5.645564771	7.924606672	7.487285354	4.363731783	4.486875235	4.908444663	5.452062737	6.645720869	5.008576526
ARMC4	6.288395478	5.734366403	4.977142517	6.038677606	6.043329921	5.310279522	5.752811021	4.747512721	6.568191753	6.470432743	6.103249336	7.79026936	7.453324142	8.373642774	7.255085238	7.65646598	5.292217319	6.240460627	6.06912212	5.632437877	6.163740235	7.582251897
CNTNAP3	6.209565463	7.090962785	5.846844294	5.933478218	5.783386805	5.320881762	6.252482522	5.755101219	6.06939606	6.15125405	5.874268274	8.787540208	8.349454851	8.597602868	7.446548489	7.841517174	6.199647809	6.281049077	5.836889841	6.264742837	6.126153786	9.945082971
SLC41A2	6.068778278	7.676180416	8.22633271	9.322417927	8.099265393	8.152742848	6.758138806	7.567593613	7.323710075	7.838165178	7.049977388	8.811241646	8.879175807	8.855735142	9.420829043	9.188224108	7.276813011	9.810114495	10.02902593	9.302096621	11.12358861	8.770922845
NAPSA	8.360088784	9.565481034	8.322423936	9.752365035	8.351230784	7.887387168	8.539533656	10.47232022	8.386391723	8.013493525	7.788125583	8.901348776	9.308410139	8.981601529	9.367104555	9.249554966	8.341262692	8.083674776	7.880339624	8.064019664	8.309668852	8.842376745
PTPMT1	8.709734344	8.528136299	9.658769348	9.626810228	9.544842111	8.930660471	9.183334323	9.445304598	8.317249793	8.32106312	8.59252618	7.317817003	7.306804498	7.712740208	10.07806762	9.577601601	8.389445636	8.758389243	10.5505165	8.953624646	8.769651642	5.595497693
RGS18	6.227765139	7.443073388	7.188094264	8.870233186	6.110349322	7.318316841	7.450199496	5.483364361	8.015629698	7.153649306	6.844515379	7.584482596	7.714561502	7.530778912	6.519190665	7.0533123	11.12930851	6.401206638	7.10974187	10.46654776	6.68400283	12.91508897
SLC46A2	4.815191137	5.533698309	4.578968895	5.056381213	4.442014566	3.983404086	5.682432841	4.809928866	6.24021891	5.071367968	4.378962395	5.617881966	4.893701971	6.53898816	5.67823157	7.243654802	10.12976362	5.852535751	6.599976052	7.628840412	4.814738396	6.436661578
LGALS12	4.75650295	7.535827462	5.18879652	4.966092027	4.922911406	4.821199978	4.661445587	3.80240004	5.587417501	5.842601772	5.844281026	5.471684503	5.632042777	5.631009672	5.256243291	5.684853795	7.653118552	5.789324969	4.692752645	5.090564129	5.823906425	8.206858081
FGFBP2	12.4700774	9.270830251	10.14293605	10.53012148	8.224860281	9.456018945	8.148915467	6.032997105	14.32777826	11.46065555	11.4272657	5.925328084	6.261704748	5.344899494	4.929585876	5.631613619	5.065514869	5.215940634	4.378078056	4.732450113	4.59250687	8.586924584
TSGA10	6.718234888	4.953125526	5.878136767	6.348267835	4.7258502	5.676126337	6.202953115	5.368617042	6.862020477	6.294282549	6.354393387	7.980011423	8.340682429	7.676332649	7.161692892	7.195320528	5.672368765	5.063484966	5.394502709	5.796671292	5.729883543	7.643251574
SCD	6.894787454	8.839845193	8.823375202	9.798597623	8.956150575	9.301256869	5.283674883	8.393141584	6.743962577	7.365661046	7.799087306	6.434709235	5.618928705	5.700224685	7.614091414	4.817789516	5.490800079	4.470059576	9.829954182	7.914474831	6.768018869	6.894679549
SPATA9	3.907948184	3.441572008	3.57815377	3.873846001	3.474089876	2.94160716	3.654817398	3.672463059	6.45149138	4.486212367	4.964937655	6.906808154	6.952123857	6.52388731	5.831024272	5.632202769	3.75116911	4.957783073	3.541401259	4.237245021	3.513385467	6.090015001
LOC100129198	5.873585607	6.206877612	5.461692255	4.702879139	5.379701818	4.870841429	6.316417308	4.101622065	5.763371735	6.547091949	5.039101829	7.212466508	7.534987587	6.561329956	6.376846014	6.895681303	5.3263366	4.189290861	4.340906405	4.972922364	4.974873426	5.767352881
STK40	7.871135184	6.423858257	8.762453466	9.079517673	7.656036279	8.198806796	8.111438265	8.430612842	9.149903953	9.610264876	9.191122565	6.319772748	5.955295365	5.015905625	7.017910776	6.353226238	9.083833642	10.71153592	9.210537214	8.562950876	8.389766838	11.23419017
PCDHB10	4.738889407	6.375294343	5.478065793	6.286979689	5.693784294	5.271263807	5.17587053	5.32950635	4.217036793	4.954382453	5.926663665	7.900067197	7.838923412	8.014519886	7.105426657	7.49923002	4.944319677	4.959001162	4.972531835	4.665117957	3.633004887	7.448524374
ESRRB	4.275360971	7.839745485	3.592277624	6.829870697	3.673405665	6.852843659	4.278604328	3.580306311	7.63386346	7.636726113	6.834492119	4.568466482	4.824920565	5.398093798	5.587415	5.783325685	4.628365338	4.616710564	4.58048722	5.304328503	5.081091032	5.414149067
ANKRD30A	2.672821322	4.670217178	4.269594252	3.442589688	3.252627591	4.505340501	3.152075226	3.220433148	2.852548235	4.311256057	3.600963495	6.319878528	6.622879118	5.569323991	5.843079365	7.09144332	2.936983359	4.73361646	3.194402292	3.276174045	3.62488073	4.848307453
TEKT3	2.547943311	5.39611381	2.193456366	2.512226887	2.053458932	2.819327564	3.253938857	2.410522018	4.651008625	3.905947727	5.32951233	4.154314705	4.569749301	4.88387737	4.401107062	4.619119511	2.841671268	3.897926107	2.449209186	3.022841235	3.053198243	3.901359293
GPR132	9.479301307	8.749556614	9.808132415	10.12726011	9.398836306	9.205521217	9.349611498	9.573238808	9.396308827	9.592729479	9.348155683	7.705119886	7.417822986	7.635562145	6.599015217	6.419290275	9.070803435	9.616110455	7.344827758	7.892077274	11.28665642	8.401160265
CCDC135	4.751061964	5.795437955	5.059787883	5.102224194	4.599476497	4.71070543	4.987426987	4.970240133	5.313717481	5.284765813	4.871991458	6.26234456	5.76754887	7.436193078	5.859621749	5.88975339	5.330671928	5.377311769	5.135456204	4.751079822	5.494890243	6.352627891
LOC440330	5.637356657	6.618953169	5.353552664	5.48138506	5.411369748	5.539396655	5.714245518	4.921737813	6.44177809	5.559583585	5.899610694	6.628502825	6.403783244	8.150921371	5.99875213	6.39955992	5.400853826	5.448603662	5.747060617	5.342732511	5.763814333	6.245472845
CLN8	8.099560845	7.983400285	8.810703367	8.906144008	8.764171631	8.238801187	8.284159363	8.234450225	8.426340243	8.727925218	8.56589098	8.042361361	6.773211752	8.671169509	8.756427336	7.827728536	9.012535619	10.60246744	11.01584971	10.18290455	9.291747815	7.181094598
SUCNR1	6.729709104	6.19281883	6.401963185	5.88676148	6.446791075	6.387299348	6.605691863	6.18673824	9.975600454	9.662592189	9.51931682	8.165582516	8.365033049	7.59262148	7.708720651	8.076040608	7.170374104	8.988593095	10.8883127	12.23569909	9.647815758	8.001261806
FBXO24	6.879938519	5.053719574	3.795247451	5.804492457	4.994308175	6.202071569	6.259824849	3.765994355	5.921442282	4.503666755	5.204975368	3.793345982	5.306079922	4.730110055	6.921472036	5.826338741	4.907403463	4.632020958	3.862658019	3.452529545	5.118165891	4.712771842
NLRP12	7.984250396	8.424475655	7.436965501	8.320528303	7.143369608	7.437707692	7.716410225	7.601528152	8.168549277	8.004364307	8.101814633	7.037107627	6.926230753	7.186864494	8.379797107	8.912939471	10.91363201	8.686647007	8.852033701	7.980919279	8.142733366	11.57758735
GALNT2	7.642022803	8.467216976	9.258284534	10.83846361	8.188016764	8.497721463	7.660390543	9.232858187	7.74177201	8.249891848	7.467859562	8.147627966	7.284726954	7.928515414	10.24516009	9.568638771	8.326333229	8.602029782	8.781335395	8.511438389	8.65612211	7.253127021
DHRS9	7.740678008	7.848612509	7.678469859	8.045630445	7.875911092	7.836763634	8.168754006	7.912574024	8.57902737	8.440894077	8.165782164	9.167632831	9.390089939	9.290003867	8.859734586	9.423142179	9.291035596	8.172894163	10.55190665	10.78799313	8.927787837	11.16214683
ANKRD20A1 /// ANKRD20A2 /// ANKRD20A3 /// ANKRD20A4	5.089741771	6.435578592	5.352758525	4.668251524	4.613335194	5.283551423	6.579572394	4.696643028	5.042764703	4.886998786	5.870245518	8.761772036	8.237343825	8.13111099	6.451837518	6.803976093	4.364169682	4.443949163	4.975565227	4.724086325	5.359052565	8.94791274
WNT16	4.37674185	5.490666392	4.172367499	3.85379609	4.385914156	4.663572335	4.326489411	4.493092213	5.477920131	4.836903723	4.633188997	6.777509892	7.107693099	6.905335855	5.189943132	5.291014101	3.834154981	4.297582735	3.558002258	3.171393665	2.383450863	5.995217663
SCN11A	5.966557362	5.734538022	5.001487013	5.455009326	5.971880718	5.680661921	5.058864835	4.240848562	6.184622477	5.349336967	6.455864192	6.719701725	6.920844092	7.150282951	5.897805128	6.125103458	5.282841321	5.902324863	5.070289137	5.592571651	8.220150155	7.222879893
TTTY6	5.869328567	7.759972491	5.388000059	5.278009536	4.907755953	4.485899061	6.377950852	4.635077183	5.349834091	6.32349257	5.825170808	6.203388558	7.21540195	6.99945325	5.737001661	5.940530903	4.761644307	5.823721766	4.827027188	4.99854154	5.17737967	6.858304322
PRO1596	4.451507864	5.1283209	3.40476691	4.319401167	4.316845676	4.026386958	4.301880253	2.967476055	5.321910061	5.35311153	4.497612366	6.008066802	6.323577234	6.909659114	5.973427598	6.7478573	4.650147032	3.984346298	2.550818598	3.32608188	3.354851756	6.037966386
LOC100128175	4.649931553	4.329458512	5.11779892	5.047741948	5.198363184	4.128980706	4.215367972	4.053864354	6.392789656	5.405658868	5.241401666	8.008155665	8.062522459	8.25626649	6.003774618	6.883544452	4.731803243	5.39614236	5.083365857	4.946473547	5.17860842	7.799013459
P2RY12	5.248734058	5.297338174	4.299977251	5.82115745	4.820621491	5.822577204	3.893750502	3.613178008	4.217889862	4.958722059	4.642922945	6.419512407	6.064036736	5.840217728	6.99783057	7.837813974	5.869464296	4.728097378	4.645437479	4.834761772	4.765481705	5.745205057
ABCC11	6.651686768	6.987426987	5.011831048	3.25761413	3.461659517	2.401994462	5.203449155	2.420796769	5.473186205	4.347056138	3.886680202	5.447097399	5.167849635	4.721290624	5.474965951	4.585052666	4.932632093	5.221090833	3.144168765	4.471100732	4.025885178	6.886398944
IL17RB	7.631240729	8.551187862	10.61240825	8.996176869	13.47517838	12.25841734	8.556447298	8.899598611	8.312366805	8.246183836	8.211798275	9.716300875	9.684700851	9.307846291	9.021739734	9.617865965	7.970163425	8.248984233	8.68186444	9.433288804	8.321792084	9.489086081
KAAG1	4.446570544	6.94132154	4.379724919	4.933840129	5.273938541	4.343407822	4.824767853	4.950981571	5.825264108	5.415508552	5.272608014	5.968758938	7.000771861	6.557999706	6.031476069	8.358475386	5.475217318	5.905222517	4.249672878	4.522338283	4.992602282	5.980454936
TRIM4	9.407873187	10.15819689	9.297365689	9.890737497	9.484206622	9.667342804	10.0746312	9.443961591	10.5556465	10.40888909	9.951802681	12.69262163	12.51503716	12.39253679	11.06481483	11.1115972	9.754133118	9.781563671	9.628706775	9.57929865	9.724559612	13.3918682
TXNDC2	4.392678051	4.588164933	4.611821565	4.559471419	4.074391259	4.410544631	4.277811217	3.640620928	4.438858373	4.884295089	4.812010399	5.152797645	5.162069015	5.355315855	7.097575684	5.903273316	4.950017307	4.88869455	4.566373756	4.770987575	4.774312671	5.435015118
FCRL2	5.923761269	6.836092446	6.601659379	6.968659114	6.310073469	6.353235061	6.993674362	6.460229252	5.829507107	6.584947473	5.981479757	9.695222573	8.720315237	9.753957967	8.587026132	8.132779887	6.030968701	6.743323093	5.502282859	6.246037484	6.507038745	6.829339657
ARNTL2	5.119988981	5.909525115	9.671135003	9.079662554	9.572657914	8.00730204	5.313076511	8.20336595	5.692399299	6.60001695	5.965468781	6.12227632	6.593308948	6.1342004	8.891864694	9.230792629	5.545484507	8.823830283	8.362353722	8.057066622	10.95361179	6.185616826
PXMP4	6.959173158	6.867072772	4.573223026	7.69010975	5.615308389	7.176575435	5.906730287	6.090239477	7.569616405	7.379537791	7.078061832	4.646327264	6.375352271	6.073461443	6.487545303	5.692552737	5.675199625	5.231586009	4.552197727	5.416175427	4.692027262	4.871193107
FOXP3	5.158377425	7.093299591	9.239035183	7.279192684	8.274808315	6.863162066	7.857491722	9.315088411	6.204042874	6.169259605	5.569055577	7.327018772	7.433453997	7.456639845	6.343449278	6.445834279	5.576990666	5.971585704	5.368745072	5.950285655	5.657044475	6.513576016
C14orf91	4.237544599	3.464755384	3.3172317	3.537793034	3.302026534	3.452858965	3.890900605	2.733571271	4.312356593	4.348529881	4.544104096	7.07192199	7.52022579	7.298381094	2.747745433	5.890817533	3.347748323	3.438270669	3.393736519	3.817418605	3.839438968	7.091325362
DLL1	7.909633615	6.902893608	3.461724992	3.101930162	4.187820523	3.088593923	5.740459895	3.877220729	9.258659659	9.773254947	9.675287559	7.227809826	7.319584066	6.393930965	4.55741009	5.890264277	5.424048684	8.665496997	5.088756443	3.603003144	3.39119489	6.133773109
TRPC4	4.366969096	4.713640833	5.26245195	4.830677874	4.257362698	4.604862058	4.781604514	4.122589898	5.740934304	5.477845675	5.054168346	6.11488456	5.753397284	7.463745052	5.27356562	5.889808137	4.880118163	6.333720388	4.889668225	4.810468811	4.252703273	5.8237137
MSTO1 /// MSTO2P	7.265518942	6.102322191	8.265235278	8.274969787	7.92814328	7.519801347	8.165918637	8.513432843	7.133083116	7.909614716	7.422745995	5.873110096	6.163116271	6.776057916	9.444547671	8.401383011	4.032938351	5.495767104	6.084406255	6.244563634	5.224188231	4.454254871
