 	Basophils	CD4+ Central Memory	CD4+ Effector Memory	CD8+ Central Memory	CD8+ Effector Memory	CD8+ Effector Memory RA	Colony Forming Unit-Granulocyte	Colony Forming Unit-Megakaryocytic	Colony Forming Unit-Monocyte	Common myeloid progenitor	Early B-cell	Eosinophill	Erythroid_CD34- CD71- GlyA+	Erythroid_CD34- CD71+ GlyA-	Erythroid_CD34- CD71+ GlyA+	Erythroid_CD34- CD71lo GlyA+	Erythroid_CD34+ CD71+ GlyA-	Granulocyte (Neutrophil)	Granulocyte (Neutrophilic Metamyelocyte)	Granulocyte/monocyte progenitor	Hematopoietic stem cell_CD133+ CD34dim	Hematopoietic stem cell_CD38- CD34+	Mature B-cell class able to switch	Mature B-cell class switched	Mature B-cells	Mature NK cell_CD56- CD16- CD3-	Mature NK cell_CD56- CD16+ CD3-	Mature NK cell_CD56+ CD16+ CD3-	Megakaryocyte	Megakaryocyte/ erythroid progenitor	Monocyte	Myeloid Dendritic Cell	Naive B-cells	Naive CD4+ T-cell	Naive CD8+ T-cell	NKT	Plasmacytoid Dendritic Cell	Pro B-cell
GNLY	10.13314267	10.86696013	11.22427602	13.11769771	16.48038858	17.56340826	13.38896045	12.31079553	8.115954173	8.631900062	13.24881896	8.701898973	11.65235104	15.34946268	11.07925146	8.990475836	8.361487382	16.29244339	14.10900155	15.76688615	8.078217576	7.857997539	8.092623889	8.141349977	8.620179994	18.71239472	13.12031888	17.71897486	14.37489869	8.009606197	8.676111641	8.75588773	8.266583837	8.709349771	10.83903287	14.25331023	8.960078318	13.65371949
ZNF175	9.31827323	9.607581978	9.449351047	9.244538638	9.552310889	9.578714933	9.983227862	10.73736246	9.277462098	9.09482133	9.075746715	9.433322055	11.24792495	10.73202807	11.58441659	10.30855542	9.539219255	9.384032362	10.18716527	10.08589523	10.10568861	9.933830331	9.557995499	9.662590793	9.512880604	9.345428591	8.380780588	9.104941241	12.43470781	10.07767512	9.363280458	9.950066606	9.837833481	9.903950942	10.22446933	8.705153322	10.73581952	9.12951687
TCN1	11.46436975	8.458452992	8.229732694	8.211613676	8.139541751	8.435950644	11.46042577	8.799922601	12.04257475	8.842173708	9.905952998	11.99950846	9.723633493	13.22886441	8.855694943	9.603902703	8.394423439	12.44853517	12.28886929	10.00799937	8.496772105	8.250402648	7.929634465	8.209949746	8.462317914	8.270337305	8.211923236	8.143830711	11.02886639	8.446256036	12.14765604	8.273930632	8.011811278	8.294130621	8.219980893	8.166313449	8.244511711	11.07490515
STEAP1	8.369001414	7.791726745	7.863432379	8.106362848	7.883255196	8.118008822	7.312086997	8.290991741	7.768872373	8.188218604	9.627832184	8.281409663	8.16498129	8.490244361	7.804908942	7.877992283	7.603113086	7.885992382	7.471066603	9.069458844	7.616904888	7.512781654	8.306744637	7.796132463	7.880676841	7.763296227	7.797888481	7.725416271	7.989793153	7.731238469	7.553848074	8.705249247	8.080461351	7.781720588	7.516407491	8.253192195	8.910217494	8.957548273
CR2	11.4810719	9.068257466	8.245888298	8.760452045	8.174479612	8.266089037	13.52655303	8.475126983	7.380239258	7.70690964	8.576102184	10.90852614	8.537264537	9.050289041	9.370390484	8.405264587	7.660044221	8.097549873	9.956984798	8.823036186	7.64603329	7.760733656	12.62229642	12.61717424	11.95542739	7.70554143	7.399478701	7.310634661	8.624163734	7.525138644	7.527402244	7.199518168	13.92614453	9.710391537	10.90717246	8.331986429	7.804074841	9.504039358
TAGLN	8.738842358	7.846846695	8.150168814	8.500481056	8.142763146	8.602325082	7.905555671	7.931068665	9.254282109	9.863910889	10.15039463	8.437079187	8.167443849	7.848904465	8.122390898	8.621023255	7.866599573	8.84019382	7.821424686	8.22379273	7.56792395	7.525042835	8.636279585	8.063273635	8.25862401	8.553266467	11.60565555	8.482711262	9.484825596	8.181121101	8.38544039	8.773747779	8.527872998	7.929371077	7.824084353	9.353380011	10.58468824	9.005489162
DNASE1L3	11.51776537	8.785377173	8.639905159	9.102472039	8.881244564	8.926205456	11.44109139	9.118582648	9.137081762	10.26342165	10.51416111	12.34882185	10.02061152	9.548640346	9.024193839	9.121198215	8.546033045	8.403164014	8.309344993	10.62172512	8.359466874	7.91227866	9.457300601	8.194104961	8.80735595	8.58947028	10.17547422	8.995447958	9.153855463	8.858590971	8.938155857	12.03481011	11.54934978	8.744958849	8.468801498	9.596798492	14.79801373	10.84961174
PCSK5	10.709499	14.93199365	13.82645865	13.69830701	13.24243533	13.3627636	13.78234552	11.96731461	12.53463736	13.88269093	11.06322779	12.69535567	11.4959007	10.72284701	10.16533714	10.93446767	11.94775458	13.52526051	14.39594046	13.20159852	10.54244999	10.78441946	10.69023567	10.01042961	10.1267702	10.59750717	9.563408441	13.8415135	11.99048421	10.4770061	14.5883005	13.02704759	9.197724171	17.06785218	17.21393149	12.03909539	10.58127833	11.55197781
AQP9	9.634966984	8.720691947	8.452662716	8.890152383	8.318559865	9.477676403	8.58353582	9.001461372	10.45561061	8.562978581	8.811192802	9.913225122	9.357831815	9.232801029	8.4993619	8.453988076	8.089776604	12.04098559	12.3348906	9.431203707	8.532702551	8.364359942	8.451876683	8.534542407	8.993705389	8.31752212	10.84600993	8.271576228	9.793065505	8.281015738	13.50555308	9.044405732	8.360263912	8.516500608	8.359364057	10.6819411	9.465339638	10.31489355
LAMP3	12.38147903	11.1400357	10.94905515	11.08285509	10.36377525	8.816523348	13.02061453	9.480550132	10.86656634	9.929271522	8.465630305	11.85986198	8.8544054	9.359503965	9.561412767	8.870464234	8.60315505	8.972700777	11.26604093	8.827157814	8.691103764	8.194502125	8.282743637	8.090416262	8.342128662	8.520765823	8.207931445	8.352345225	10.15011383	8.281208972	8.311316561	13.6547213	8.442002481	11.13422755	12.10462987	9.251012614	8.374737642	8.778709009
RASGRP1	14.71983514	18.05656745	18.23881567	18.3034202	18.07713153	17.88156924	17.75545488	13.93331798	10.06617289	16.1571268	13.25596327	14.86966869	13.4873843	12.61304209	10.82462467	10.15585647	10.49211459	15.87268979	15.22370866	13.81111558	12.70142097	12.1813768	16.03044639	16.95225166	16.73391516	17.36671809	11.54757671	17.54858795	14.96962624	10.89006814	10.63411845	10.7070091	15.51093324	18.34267007	18.02203536	17.07835759	11.19969556	14.67599773
SLC4A1	11.92025398	8.292152953	8.270789567	8.192939857	8.519027036	8.569100281	15.57204249	11.87513621	13.94958058	13.00576421	14.86962196	8.919292138	20.02544246	15.81779349	20.79546396	20.37813427	13.18260896	13.38396079	13.21286792	14.09849454	13.8595344	16.47398847	8.161714359	8.468124424	8.531853449	8.76920323	8.149631413	8.140829315	15.26189706	14.65239484	9.986405561	8.918108761	8.101515076	8.505494897	8.346041441	8.928771292	9.184784957	16.67116366
DIAPH2	11.08304751	10.16228933	10.483996	10.20347181	10.4234433	10.42781235	11.31548541	10.648895	13.57244234	11.74806973	10.78114394	11.95990134	9.840667582	11.9218672	10.0053021	9.898729329	11.53404211	13.14395013	13.55022577	12.49134473	12.64162536	12.11018137	11.16005252	10.45100715	9.612007032	10.4762505	12.61136979	10.45112853	10.81351874	11.54093773	14.31755828	12.677742	10.65904122	8.878276744	9.244928883	12.30962069	11.8844397	10.71960883
ANGPT1	9.363892346	8.374324486	8.760033418	8.134462318	8.330189892	8.987646276	8.427701112	13.59736743	8.88635088	12.21960035	10.12727981	9.801125825	10.13099332	12.89261849	9.168030664	11.78901075	14.41291767	8.82625386	9.953371252	11.37640223	15.50818764	15.28836602	8.250663214	8.186159447	9.087028505	8.375931154	8.196977769	7.932238478	12.74735364	14.66520387	10.08139268	8.381408053	8.188796633	8.469726338	8.149578975	8.337940888	8.374051569	9.622291857
MMRN1	9.036430228	8.026905353	8.041127562	7.740249425	7.904177966	8.30267238	9.741959993	12.0343975	9.335423107	7.93928208	9.127439875	8.515211314	10.01310284	12.75233241	8.42931009	8.946136206	12.07724518	9.025831684	10.28002915	10.52472198	13.18282047	12.95213507	7.623330959	7.81542717	7.943388025	9.096879525	7.586579694	7.549676959	12.54218177	11.6313365	8.062521134	7.784550595	8.343030743	8.356961401	7.670417043	7.521835766	9.316761721	8.63809774
CPA3	9.927790794	8.90390084	8.482593934	8.179209703	8.593035531	8.568031298	10.50840715	14.80286547	12.36847889	15.93662047	9.181661489	15.00969102	11.06742025	14.73044167	10.09499595	12.80886917	16.08011377	8.754127401	9.59966571	16.51589238	15.09637564	15.13319303	8.913122377	8.726498758	9.069087698	9.12395084	8.281193633	8.069253942	11.90342827	17.01067594	8.87388934	8.460360884	8.430706307	8.991784506	8.544709642	8.354761129	8.888704693	9.012716431
AOAH	9.985528125	8.367629819	8.377226777	9.267144066	10.51646306	11.90481099	9.765545686	10.34658589	12.59811031	8.683188191	11.04276018	10.76891681	8.807931745	9.659752307	8.97059824	8.550543728	8.338087597	13.11825623	13.64207189	11.01991877	8.40204855	8.3250263	8.149537713	7.96077437	8.089597979	10.98973807	11.80765536	13.20913081	11.16266691	8.622252906	14.07470777	12.19213581	8.001183988	8.72660137	9.745144476	10.3456906	9.281788396	10.61057686
ALDH3B1	9.034134408	8.494757955	8.444833742	8.881762076	8.560137657	9.791725718	9.562416717	8.929083584	12.07150456	8.763168237	9.335284405	9.924454051	10.88590841	11.70715074	9.340663108	10.40279651	8.936134026	12.7242249	12.9667632	11.28052757	8.864708974	8.605899108	8.645637213	8.60685098	9.118515224	10.134794	13.29122758	8.170306475	9.04025728	8.827477599	13.43061675	11.72033064	8.389746959	8.481660455	8.850765931	12.38262436	9.35336346	8.887236751
PPP2R2B	10.17629693	11.18894399	12.41751337	13.35992646	14.4024762	14.93449074	10.15008669	10.54869417	8.39539379	10.02551329	10.28309181	10.41423972	11.01842848	10.92605415	10.70899972	10.64101571	9.598391268	12.73321664	11.4261414	11.48848718	9.704347137	9.805930753	9.909994254	10.15859518	9.717372326	14.10938936	9.460481723	14.58070845	11.24061043	9.329525856	9.527262786	9.46779384	9.68091789	10.31365778	10.37622565	13.35167947	9.562944404	10.7202867
FGA	12.01858328	10.10928136	10.63332159	11.05463742	10.53187774	10.8754406	8.629516812	11.06500919	11.56016837	11.21207108	12.66919513	11.39203026	10.01605686	9.471787931	10.07025217	11.39177078	10.2106173	9.078305097	9.190751058	10.34358597	9.603357691	8.512704051	9.185226488	9.240258299	8.165915728	11.22836509	12.36616834	11.40582452	11.73368293	10.0562462	10.56966435	11.55079837	8.852102358	9.729123419	9.277190169	12.53353083	12.44471072	12.25652648
PCDH17	10.85320261	9.34983472	9.856434633	9.638629084	9.239934457	9.777560264	8.842957236	10.32572082	9.337753941	9.729670781	10.66647466	10.32956242	9.063155587	9.623862761	9.326785987	9.305364968	9.359501176	9.105711188	8.948692488	9.317861827	8.662347715	9.205832433	9.462975912	9.190384812	9.52432962	8.783644941	9.220658447	8.991838543	10.32831369	9.367430511	9.049877258	8.919778989	9.00448933	9.076832309	9.045504316	10.00897173	10.10265922	10.36039983
SNAPC4	9.475029218	8.692112725	8.633378347	8.466340462	8.81338964	8.303967675	8.081391064	8.599030519	9.187857676	9.931342268	10.03689919	8.839237028	8.673785528	8.544093266	7.937301089	8.82939609	8.724102726	8.1981545	7.947002253	8.498566602	8.365765903	8.001366705	8.352753315	8.839144127	8.424269259	9.843521732	9.489052716	8.863876325	9.809609713	8.709244952	8.128069776	9.366035891	8.33100121	8.214470638	8.085771277	10.07974647	10.77646829	10.25137921
HDAC9	13.7895746	10.69419303	10.03982752	9.925261518	10.57236827	11.13296928	15.18652458	12.73992522	14.19270138	12.97486757	11.29979215	14.02983847	10.99343834	12.92581569	10.85427327	10.76460685	10.9868402	13.91889773	14.02405266	14.44902935	12.64730644	12.86957127	15.75945992	14.84203928	15.12685786	10.56268609	11.23384454	10.80823772	12.92401107	11.3961501	14.15874435	13.84428991	15.85648001	10.56991756	10.00303645	10.37965013	12.86372457	12.72294594
HLA-DOB	15.05876837	11.79346348	10.83649	11.50424815	10.6054323	11.61754199	15.57759781	11.06029598	12.79518763	8.382849252	8.540966548	14.64699127	9.686997714	9.351524174	8.449753019	8.310783271	7.939330427	10.14009779	12.09295377	12.47727898	7.940333367	7.846175417	16.25300438	14.95596694	16.60005964	12.63144297	11.39968227	11.93219257	10.17054593	7.853885929	8.47295897	12.34374883	17.27762002	11.6993435	13.17248806	8.946971605	8.298613689	12.31294185
ASB9	9.360607147	9.631541142	9.575611646	9.479180929	9.54538277	9.694500026	10.9342549	14.04266086	9.799769951	13.90466798	10.8718703	10.03250214	9.668349624	13.71055907	9.759083729	11.20832653	14.89037441	9.595717601	10.17753627	13.10814093	15.31701808	14.90863921	8.990384293	9.440370166	9.545292331	9.217766189	8.711856279	8.773983147	10.27228832	15.05960269	10.53778217	9.851235546	8.686154673	9.898161845	9.9494318	9.810091124	9.453141409	9.264003408
BCL2A1	14.15037254	13.51535639	13.09270932	14.00194899	13.17137462	13.67117777	14.44191041	12.42361382	17.36537774	14.75959906	13.40184433	14.94636341	12.11226937	12.26410245	9.392622915	10.33215881	11.22958593	16.73344711	15.98115533	13.75002856	13.05476333	13.10125509	15.47410421	14.90607671	15.48851623	11.19754479	17.83157114	11.40304667	14.05406017	11.22522692	16.96300487	15.8654373	14.4301502	12.84934997	13.23364269	16.99014652	14.3478487	14.08299486
CD86	10.73018205	7.733209259	7.870203446	7.991107616	7.922726388	10.48720205	11.41640711	8.525278698	14.90827571	11.97122602	11.27879005	11.58941927	9.110727916	9.855534095	7.883201274	8.047352341	7.478564084	14.36084686	13.94656554	12.81927543	7.567429995	7.544818255	10.48280385	12.80631203	12.38542718	7.522467294	14.58455261	7.871541296	9.844456002	8.147915779	16.0478378	13.92941877	11.38381836	7.348752888	7.714391939	13.51878436	10.59704631	10.00681225
CD38	10.08603471	9.187113955	8.899881592	9.085720906	9.052933884	9.673531635	11.81167595	9.762011857	9.04023544	10.47483164	11.26109155	10.69305412	9.853786853	9.870863052	9.260998096	9.158432582	9.485989171	10.69002165	9.762510483	10.49330951	9.162561459	9.24773333	9.411743246	10.02020231	9.729667823	10.13353044	8.920954264	11.12058122	9.320624018	10.08611398	8.733177297	9.458113935	10.61282745	9.237537522	9.018138707	8.853859183	9.300497587	11.40556755
PTPRD	10.93858975	8.53565186	8.505233341	8.871899933	8.576269061	9.090438643	8.769411546	15.4564544	8.724738931	14.82618164	15.81149058	9.779517108	11.22807179	13.02683118	10.86125205	13.06865645	15.93542848	10.50945707	9.207054394	14.68406556	17.68409235	17.40760033	8.324595218	8.826353168	9.54444245	8.711475867	7.794800454	7.678854102	11.37395493	17.01792255	8.715606452	8.918092702	8.553627942	9.084657747	8.366335977	8.299037527	8.628623615	14.22844155
BST1	13.24630814	9.003301659	9.05525973	9.082230654	8.998200008	10.12282791	12.28856643	12.12921744	15.18530483	10.28203883	11.15843813	12.37934763	11.72959941	15.14211828	9.510603801	9.895299659	12.45593833	14.60708489	15.91088476	13.71538108	12.13581136	12.19877579	8.844267011	8.963495892	8.659404057	9.090798324	12.60586939	8.953129558	13.63428431	11.93410232	16.85430372	12.97704565	8.805288031	9.212280952	8.848767959	11.87946289	12.050489	12.58534422
TENM1	7.928589826	10.16394769	9.48305927	10.42205354	9.717950755	9.740838733	10.07016867	8.47466116	7.413628289	7.340038789	8.149903125	8.037259721	8.346939749	7.991322146	8.149421004	7.990431284	7.753537468	8.946439019	8.396957322	7.961804158	7.927540497	7.868301468	7.761653619	8.04038542	8.294661389	8.349700518	7.40952769	8.588663054	8.199141073	7.890826886	7.764400071	7.487749083	7.881856507	10.2643137	9.559379077	7.894282431	7.829296227	8.545145081
GSTM5	8.071801843	7.464970783	7.53298077	7.617401835	7.62791928	7.453250644	7.599703853	11.71586235	7.637847126	8.770058366	8.101531681	7.893473728	7.885791594	10.72579442	7.893472168	9.834526299	12.34974399	7.714079328	7.591796089	10.03418869	13.31278698	13.45245641	7.628331427	7.716819622	8.147016866	7.604963992	7.560637661	7.408945488	9.033074754	12.64409915	7.571153761	7.656926793	7.495986019	7.804858177	7.524087813	7.854735219	8.5340646	8.212232911
CD8A	11.86452194	10.12764413	9.328434811	18.2864253	19.39141113	18.8181224	17.31639759	14.15784961	9.199973669	9.636636339	11.6505668	12.24093941	9.730505269	10.68874908	8.77604766	9.298201434	8.363094258	17.11728339	15.52124587	16.06032961	8.284850499	8.105476399	11.52988346	9.099926066	9.698460338	14.8803031	10.62881568	16.24944	14.2653345	8.692402336	10.64734065	11.03545368	8.729762969	9.384349761	18.56483365	12.95487119	11.21509337	12.63911513
EREG	11.04425986	10.12279634	10.23007538	10.19318207	10.04635568	13.25068807	10.27698026	14.68227577	12.50733379	15.39551407	11.59180128	11.23336426	12.50768933	15.75571504	11.69468673	12.59495512	16.7488782	12.09402278	14.36305744	13.53757274	15.74452481	16.09448879	10.99012222	9.364497677	13.94266969	9.571711619	11.09768858	9.542394551	13.03957045	16.6517018	15.15468413	15.81051993	9.658021976	9.903197039	9.709035145	12.12920313	13.95536055	11.36056311
GSR	9.961332665	9.467556444	9.230481735	9.388362843	9.611597226	9.308094087	9.484863445	9.769919002	9.890845219	9.706282147	10.24430542	9.774071209	9.724875329	9.746164809	10.60865969	10.68321312	9.253246199	10.31242375	9.948812105	9.540009272	9.006487802	9.294907344	9.512186336	9.523971415	9.430866961	9.276450321	9.558835648	9.91137143	9.870269645	9.035527849	9.821746439	9.310578561	9.567665358	8.751347184	9.1156974	10.65004305	9.777558233	9.530097776
ITGAM	14.61143841	10.90431559	11.38928381	12.92070892	14.07432442	16.6305366	14.68886854	13.97254839	16.37484174	13.14970252	13.39264517	15.49017732	13.6957636	15.46255568	11.4009745	11.43051363	12.24617273	16.90995713	16.91306136	15.63153397	11.1371845	11.31619176	14.62209045	15.69988661	14.86303213	17.80712918	13.83734416	17.83057071	15.20250332	11.63539256	16.89192358	14.98069686	11.75476327	9.047950391	10.90757899	13.69440661	12.9729758	14.25475921
CD1D	12.29476483	10.65071052	10.56247658	11.18177618	11.02557255	11.23632584	10.30231109	12.14407224	13.53087704	11.73645385	12.59795435	12.57234005	11.68471495	10.59002703	10.09664255	10.93132624	9.213357734	11.93715033	13.59980869	12.71285194	9.308086999	8.1345855	12.77081251	11.15574541	9.980503005	9.598707588	12.1123562	10.42377493	11.67087362	10.38410203	14.63525311	14.25361454	10.94865794	10.56594647	9.727106222	11.27494511	11.47006154	11.79303508
SKAP1	10.02159141	13.13392191	13.32299824	13.14203795	13.0744653	12.8683847	13.16748719	9.165375393	8.115770718	9.058369402	9.084726356	9.577351593	8.078546145	8.843147203	8.267210006	8.27666884	8.033757531	11.0648052	10.49146606	10.26315863	9.386323275	9.238307512	8.717910125	8.254529724	9.846175272	12.55812511	8.498953254	13.54807335	10.16580174	8.344077833	8.094551211	7.804189544	12.4547905	13.27738349	12.83247353	11.05637644	8.401989869	9.27905052
IL7R	9.473001666	14.91688158	15.36371357	14.89379711	15.07135661	10.98656341	13.64792599	11.54474448	8.495060583	10.4918728	9.318265858	9.459056828	9.563700833	8.611927648	9.148483585	9.136286409	8.587304443	8.952077684	10.08785106	8.907751519	8.466132092	8.468603217	8.907271747	8.417460538	9.013922882	12.66849545	8.825045969	8.560204848	11.08074461	8.455738261	8.603063918	8.876223725	8.540879465	15.19054367	14.3441433	14.2580828	8.999795889	10.16425881
RASGRP3	13.50193066	9.969803772	9.923384754	9.774207146	9.798058834	9.609427505	14.68791384	12.72193509	10.19124488	11.08438008	10.25744656	13.25798784	13.84181742	13.42026787	12.34436684	11.6486702	12.07234364	9.789756517	11.40394077	12.01375125	10.42733347	11.47677847	15.05142331	15.11200827	16.48016276	10.08492492	9.291879596	9.119166988	12.24553446	11.18464696	9.382282613	10.04776216	16.30013746	9.8585743	9.314133184	10.34292363	9.912674445	11.27321222
TRPC1	9.551652624	15.05940376	14.53063104	14.59415398	13.65378427	13.88776762	10.12423611	11.53314898	8.293940178	10.92550504	9.757706633	9.436587661	9.868768846	12.3222809	8.857171837	10.65903866	13.41308586	9.148353723	8.97657357	9.909972797	14.15037953	14.0887782	13.24440875	13.59245413	14.20469626	8.974032245	9.635666782	10.32677111	10.13122482	13.08385902	8.585622639	8.718707149	14.1316323	15.68426848	15.33765256	12.45801047	8.92412648	10.8386956
ROR1	8.939666819	8.432194817	8.493644899	8.296244856	8.442243529	8.340614842	8.575321763	8.636823271	8.814660938	9.350901867	9.249806009	9.538027837	9.144137873	8.233928147	9.134599209	9.417299103	8.287856383	7.976611637	8.157243787	8.906973522	8.143952133	8.096646219	8.324893056	8.23994581	8.203443429	9.073204829	8.773228377	8.560289058	9.003960562	8.196914128	8.13826095	8.462727345	8.078297537	8.100666331	7.989541653	8.860266102	9.199591536	11.21396531
