"","[public-data1] act_vs_notact","[public-data1] act12h_vs_notact","[public-data1] act24h_vs_notact","[public-data1] act48h_vs_notact","[public-data1] act72h_vs_notact","[public-data1] act96h_vs_notact","[public-data2] act_vs_notact","[public-data2] act12h_vs_notact","[public-data2] act24h_vs_notact","[public-data2] act48h_vs_notact","[public-data2] act72h_vs_notact","[public-data2] act96h_vs_notact","[public-data3] act_vs_notact","[public-data3] act12h_vs_notact","[public-data3] act24h_vs_notact","[public-data3] act48h_vs_notact","[public-data3] act72h_vs_notact","[public-data3] act96h_vs_notact"
"CEP131",-0.543441610674061,-2.22506579932867,0.538885959878604,0.567587348235262,-1.34713701840634,1.1475987766193,-0.543441610674061,-2.22506579932867,0.538885959878604,0.567587348235262,-1.34713701840634,1.1475987766193,-0.543441610674061,-2.22506579932867,0.538885959878604,0.567587348235262,-1.34713701840634,1.1475987766193
"ELMO2",-2.70175446587137,-1.24696721716353,-5.26454890329429,-2.98418624322788,-2.71207858724221,-2.87246493323672,-2.70175446587137,-1.24696721716353,-5.26454890329429,-2.98418624322788,-2.71207858724221,-2.87246493323672,-2.70175446587137,-1.24696721716353,-5.26454890329429,-2.98418624322788,-2.71207858724221,-2.87246493323672
"RMI2",0.187301943750461,-0.356030907305532,-1.34664275186574,-1.34664275186574,1.70993598447556,1.29030352363325,0.187301943750461,-0.356030907305532,-1.34664275186574,-1.34664275186574,1.70993598447556,1.29030352363325,0.187301943750461,-0.356030907305532,-1.34664275186574,-1.34664275186574,1.70993598447556,1.29030352363325
"HMGXB4",-1.63470433498089,-2.94887441974826,-3.41825355143711,-1.87187931644779,-0.326556398472552,-0.305027427307446,-1.63470433498089,-2.94887441974826,-3.41825355143711,-1.87187931644779,-0.326556398472552,-0.305027427307446,-1.63470433498089,-2.94887441974826,-3.41825355143711,-1.87187931644779,-0.326556398472552,-0.305027427307446
"LAMP3",0.83262759104362,3.22496602164783,0,0,0,0,0.83262759104362,3.22496602164783,0,0,0,0,0.83262759104362,3.22496602164783,0,0,0,0
"NQO1",1.57518817456488,0,0,1.93563092391602,3.37995312648908,1.85260586088037,1.57518817456488,0,0,1.93563092391602,3.37995312648908,1.85260586088037,1.57518817456488,0,0,1.93563092391602,3.37995312648908,1.85260586088037
"PDCL",1.50505405472392,1.26412013984346,-1.2315927870573,2.03986509996981,2.34706942140648,1.79689534314999,1.50505405472392,1.26412013984346,-1.2315927870573,2.03986509996981,2.34706942140648,1.79689534314999,1.50505405472392,1.26412013984346,-1.2315927870573,2.03986509996981,2.34706942140648,1.79689534314999
"SETD1B",-2.28136563703903,-0.163067433433062,-3.45542060696267,-3.45542060696267,-2.20037777022467,-3.45542060696267,-2.28136563703903,-0.163067433433062,-3.45542060696267,-3.45542060696267,-2.20037777022467,-3.45542060696267,-2.28136563703903,-0.163067433433062,-3.45542060696267,-3.45542060696267,-2.20037777022467,-3.45542060696267
"ORM2",-1.28794634289973,1.09859046802295,-1.52541411697127,-1.99729546140946,-2.31996115876281,-2.31996115876281,-1.28794634289973,1.09859046802295,-1.52541411697127,-1.99729546140946,-2.31996115876281,-2.31996115876281,-1.28794634289973,1.09859046802295,-1.52541411697127,-1.99729546140946,-2.31996115876281,-2.31996115876281
"APOM",1.05618695645161,3.38153201287445,-0.0227469729691965,0.781636161250285,-0.0101377767524574,0.233806552898302,1.05618695645161,3.38153201287445,-0.0227469729691965,0.781636161250285,-0.0101377767524574,0.233806552898302,1.05618695645161,3.38153201287445,-0.0227469729691965,0.781636161250285,-0.0101377767524574,0.233806552898302
"DYNLT3",-2.54089876961858,-0.376583416291281,-2.0268812591553,-2.7473191980701,-4.06279746787841,-3.54126511242493,-2.54089876961858,-0.376583416291281,-2.0268812591553,-2.7473191980701,-4.06279746787841,-3.54126511242493,-2.54089876961858,-0.376583416291281,-2.0268812591553,-2.7473191980701,-4.06279746787841,-3.54126511242493
"PRC1",-0.684644737720385,-2.85841232679352,-1.10342823172738,0.453486875542152,0.753395125846757,-0.543973275980141,-0.684644737720385,-2.85841232679352,-1.10342823172738,0.453486875542152,0.753395125846757,-0.543973275980141,-0.684644737720385,-2.85841232679352,-1.10342823172738,0.453486875542152,0.753395125846757,-0.543973275980141
"EHHADH",-0.526796610098404,1.47138169516297,0.470213898986936,-0.947822029077094,-2.14341351341275,-1.24299051111746,-0.526796610098404,1.47138169516297,0.470213898986936,-0.947822029077094,-2.14341351341275,-1.24299051111746,-0.526796610098404,1.47138169516297,0.470213898986936,-0.947822029077094,-2.14341351341275,-1.24299051111746
"CORO1B",2.66459888279212,1.78466030600099,0.32544935182213,2.77331090175263,3.89486205342829,3.49001606573499,2.66459888279212,1.78466030600099,0.32544935182213,2.77331090175263,3.89486205342829,3.49001606573499,2.66459888279212,1.78466030600099,0.32544935182213,2.77331090175263,3.89486205342829,3.49001606573499
"CCDC186",-0.584147504160941,0.706832280974833,0.976200451005663,0.0335884458380389,-2.10962509705052,-1.82387251807452,-0.584147504160941,0.706832280974833,0.976200451005663,0.0335884458380389,-2.10962509705052,-1.82387251807452,-0.584147504160941,0.706832280974833,0.976200451005663,0.0335884458380389,-2.10962509705052,-1.82387251807452
"CENPK",1.23034543832758,0.0172446012437167,-0.844632937931076,2.42313962465942,1.90838913935805,2.04369608187436,1.23034543832758,0.0172446012437167,-0.844632937931076,2.42313962465942,1.90838913935805,2.04369608187436,1.23034543832758,0.0172446012437167,-0.844632937931076,2.42313962465942,1.90838913935805,2.04369608187436
"DNA2",1.40856096436811,1.05285827341973,0.297762941060223,3.78058462692234,1.35863556685889,0.27642618422631,1.40856096436811,1.05285827341973,0.297762941060223,3.78058462692234,1.35863556685889,0.27642618422631,1.40856096436811,1.05285827341973,0.297762941060223,3.78058462692234,1.35863556685889,0.27642618422631
"LRRC42",1.44531024332097,-0.866824497661317,2.66231952482442,2.16055444335358,2.15781338310543,2.21725341502246,1.44531024332097,-0.866824497661317,2.66231952482442,2.16055444335358,2.15781338310543,2.21725341502246,1.44531024332097,-0.866824497661317,2.66231952482442,2.16055444335358,2.15781338310543,2.21725341502246
"SMIM12",0.157598118620243,0.156886737002008,-2.59978049109428,0.842016577851888,0.501083128365166,0.672038665352428,0.157598118620243,0.156886737002008,-2.59978049109428,0.842016577851888,0.501083128365166,0.672038665352428,0.157598118620243,0.156886737002008,-2.59978049109428,0.842016577851888,0.501083128365166,0.672038665352428
"MITD1",1.4632785392023,1.62164647347801,-1.33585943164719,1.56318140312288,2.23565069772403,1.76907627347223,1.4632785392023,1.62164647347801,-1.33585943164719,1.56318140312288,2.23565069772403,1.76907627347223,1.4632785392023,1.62164647347801,-1.33585943164719,1.56318140312288,2.23565069772403,1.76907627347223
"THADA",1.97621360009528,0.0067867932887669,2.2138128033807,3.69950745430361,2.99483679960465,1.43216446777417,1.97621360009528,0.0067867932887669,2.2138128033807,3.69950745430361,2.99483679960465,1.43216446777417,1.97621360009528,0.0067867932887669,2.2138128033807,3.69950745430361,2.99483679960465,1.43216446777417
"NIPSNAP1",-1.58093130626036,0.14242236013093,-1.00227241071211,-3.72821063814148,-2.10716556874037,-1.45196380653015,-1.58093130626036,0.14242236013093,-1.00227241071211,-3.72821063814148,-2.10716556874037,-1.45196380653015,-1.58093130626036,0.14242236013093,-1.00227241071211,-3.72821063814148,-2.10716556874037,-1.45196380653015
"ABCC4",1.47198378275498,2.79309861583414,-0.314715861501336,1.92078701219032,1.89200143034926,-0.314715861501336,1.47198378275498,2.79309861583414,-0.314715861501336,1.92078701219032,1.89200143034926,-0.314715861501336,1.47198378275498,2.79309861583414,-0.314715861501336,1.92078701219032,1.89200143034926,-0.314715861501336
"UBE2T",3.03107200551895,1.12383450393384,2.67284033740111,4.95459055485838,3.86121672058275,2.8247842317612,3.03107200551895,1.12383450393384,2.67284033740111,4.95459055485838,3.86121672058275,2.8247842317612,3.03107200551895,1.12383450393384,2.67284033740111,4.95459055485838,3.86121672058275,2.8247842317612
"TAF2",-1.66713062140721,-0.975147341048035,-1.05383835287923,-1.26240062299172,-1.04595429110294,-4.27277028024374,-1.66713062140721,-0.975147341048035,-1.05383835287923,-1.26240062299172,-1.04595429110294,-4.27277028024374,-1.66713062140721,-0.975147341048035,-1.05383835287923,-1.26240062299172,-1.04595429110294,-4.27277028024374
"RB1",2.35578724998715,0.326307031338516,1.38198054104349,3.38549276995802,3.2966493147301,3.43353068892915,2.35578724998715,0.326307031338516,1.38198054104349,3.38549276995802,3.2966493147301,3.43353068892915,2.35578724998715,0.326307031338516,1.38198054104349,3.38549276995802,3.2966493147301,3.43353068892915
"ACSS2",-0.163024969786687,-1.31252845436933,-1.54390105428841,-0.952129634946032,1.92232938893489,0.162584529797935,-0.163024969786687,-1.31252845436933,-1.54390105428841,-0.952129634946032,1.92232938893489,0.162584529797935,-0.163024969786687,-1.31252845436933,-1.54390105428841,-0.952129634946032,1.92232938893489,0.162584529797935
"GALT",-2.6160715989837,-0.666367018061094,-2.12155744592795,-4.44409992946236,-2.84331263646791,-3.48656974554139,-2.6160715989837,-0.666367018061094,-2.12155744592795,-4.44409992946236,-2.84331263646791,-3.48656974554139,-2.6160715989837,-0.666367018061094,-2.12155744592795,-4.44409992946236,-2.84331263646791,-3.48656974554139
"AZGP1",-1.28554318137765,0.949805488380132,-2.72390874894628,-1.96636543093123,-2.08966828848879,-1.72290799757472,-1.28554318137765,0.949805488380132,-2.72390874894628,-1.96636543093123,-2.08966828848879,-1.72290799757472,-1.28554318137765,0.949805488380132,-2.72390874894628,-1.96636543093123,-2.08966828848879,-1.72290799757472
"HABP4",-0.953579760762091,0.608579911258419,0.629254483429936,-2.4603901446447,-1.86410395281939,-1.31606311506263,-0.953579760762091,0.608579911258419,0.629254483429936,-2.4603901446447,-1.86410395281939,-1.31606311506263,-0.953579760762091,0.608579911258419,0.629254483429936,-2.4603901446447,-1.86410395281939,-1.31606311506263
"EPS8L2",-0.264366573585088,-0.151233274609384,-2.00044833097556,-2.00044833097556,1.00851317607355,0.597432988238053,-0.264366573585088,-0.151233274609384,-2.00044833097556,-2.00044833097556,1.00851317607355,0.597432988238053,-0.264366573585088,-0.151233274609384,-2.00044833097556,-2.00044833097556,1.00851317607355,0.597432988238053
"UHRF1BP1",-1.38500767343712,0.674474233750241,-2.01036853510155,-2.64545391003608,-2.67108361307884,-0.821142554174284,-1.38500767343712,0.674474233750241,-2.01036853510155,-2.64545391003608,-2.67108361307884,-0.821142554174284,-1.38500767343712,0.674474233750241,-2.01036853510155,-2.64545391003608,-2.67108361307884,-0.821142554174284
"CUEDC2",1.45846338192376,0.852473349623123,-1.02705447199834,2.45532055816438,2.31179813631467,1.62806852339247,1.45846338192376,0.852473349623123,-1.02705447199834,2.45532055816438,2.31179813631467,1.62806852339247,1.45846338192376,0.852473349623123,-1.02705447199834,2.45532055816438,2.31179813631467,1.62806852339247
"TOP2A",1.73110276768201,0.234985171512949,-0.041601824404165,2.93820382160918,2.65955834004857,2.3918026165911,1.73110276768201,0.234985171512949,-0.041601824404165,2.93820382160918,2.65955834004857,2.3918026165911,1.73110276768201,0.234985171512949,-0.041601824404165,2.93820382160918,2.65955834004857,2.3918026165911
"MYC",-1.12936974716121,0.886195861369198,-0.264208820280874,-1.43940297969722,-2.39259476420721,-2.39259476420721,-1.12936974716121,0.886195861369198,-0.264208820280874,-1.43940297969722,-2.39259476420721,-2.39259476420721,-1.12936974716121,0.886195861369198,-0.264208820280874,-1.43940297969722,-2.39259476420721,-2.39259476420721
"EMC10",-2.61304548052369,-3.74962207195894,-3.74962207195894,-1.02497507000436,-1.304529599494,-3.74962207195894,-2.61304548052369,-3.74962207195894,-3.74962207195894,-1.02497507000436,-1.304529599494,-3.74962207195894,-2.61304548052369,-3.74962207195894,-3.74962207195894,-1.02497507000436,-1.304529599494,-3.74962207195894
"PBXIP1",-3.43143213859672,-2.57555757758864,-4.6102409366989,-4.40968123621332,-4.48230366626251,-1.46518583757103,-3.43143213859672,-2.57555757758864,-4.6102409366989,-4.40968123621332,-4.48230366626251,-1.46518583757103,-3.43143213859672,-2.57555757758864,-4.6102409366989,-4.40968123621332,-4.48230366626251,-1.46518583757103
"CSTA",0.0617844953934921,1.83381675599,-1.49260867438203,-0.428644007504189,0.437246510421975,-1.49260867438203,0.0617844953934921,1.83381675599,-1.49260867438203,-0.428644007504189,0.437246510421975,-1.49260867438203,0.0617844953934921,1.83381675599,-1.49260867438203,-0.428644007504189,0.437246510421975,-1.49260867438203
"STRADA",0.958679208953147,0.377700430389909,-0.506009201991719,-0.506009201991719,2.29929337986365,2.25613679406733,0.958679208953147,0.377700430389909,-0.506009201991719,-0.506009201991719,2.29929337986365,2.25613679406733,0.958679208953147,0.377700430389909,-0.506009201991719,-0.506009201991719,2.29929337986365,2.25613679406733
"TTC9",-2.04802360805533,-0.0330580219556561,-1.29901124528682,-3.34185898863043,-3.32768696413829,-2.23312629761768,-2.04802360805533,-0.0330580219556561,-1.29901124528682,-3.34185898863043,-3.32768696413829,-2.23312629761768,-2.04802360805533,-0.0330580219556561,-1.29901124528682,-3.34185898863043,-3.32768696413829,-2.23312629761768
"ZNF329",0.275428418567755,0.607851789041211,-1.53083653020458,2.07081344819806,0.318664499450956,-0.945007741148436,0.275428418567755,0.607851789041211,-1.53083653020458,2.07081344819806,0.318664499450956,-0.945007741148436,0.275428418567755,0.607851789041211,-1.53083653020458,2.07081344819806,0.318664499450956,-0.945007741148436
"ZNF740",-2.99418346346083,-1.13540531115088,-5.07467761787219,-3.45982325996902,-3.29092804218099,-3.43852533240604,-2.99418346346083,-1.13540531115088,-5.07467761787219,-3.45982325996902,-3.29092804218099,-3.43852533240604,-2.99418346346083,-1.13540531115088,-5.07467761787219,-3.45982325996902,-3.29092804218099,-3.43852533240604
"POLR2K",-0.750398158283187,-0.142400309126144,-3.34422960602844,-0.0136244603571854,-0.294769398134469,-1.3912642950446,-0.750398158283187,-0.142400309126144,-3.34422960602844,-0.0136244603571854,-0.294769398134469,-1.3912642950446,-0.750398158283187,-0.142400309126144,-3.34422960602844,-0.0136244603571854,-0.294769398134469,-1.3912642950446
"FRA10AC1",-0.553114056545443,-1.94423453531165,-0.434883757718604,1.08182777814955,0.611245458615118,-1.94423453531165,-0.553114056545443,-1.94423453531165,-0.434883757718604,1.08182777814955,0.611245458615118,-1.94423453531165,-0.553114056545443,-1.94423453531165,-0.434883757718604,1.08182777814955,0.611245458615118,-1.94423453531165
"COPZ1",-0.755497363065762,-1.69274434350418,-3.05410383195631,-0.18685785937956,0.353500072317919,-0.166048273918766,-0.755497363065762,-1.69274434350418,-3.05410383195631,-0.18685785937956,0.353500072317919,-0.166048273918766,-0.755497363065762,-1.69274434350418,-3.05410383195631,-0.18685785937956,0.353500072317919,-0.166048273918766
"FAM111B",-0.602280425412454,-2.57979410320109,-0.0226326263748452,1.26246860443688,-0.106253538386092,-0.7569023891058,-0.602280425412454,-2.57979410320109,-0.0226326263748452,1.26246860443688,-0.106253538386092,-0.7569023891058,-0.602280425412454,-2.57979410320109,-0.0226326263748452,1.26246860443688,-0.106253538386092,-0.7569023891058
"SKAP2",0.406522560244185,2.4432126596994,-0.692510751412756,-0.692510751412756,-0.692510751412756,0.868230395973432,0.406522560244185,2.4432126596994,-0.692510751412756,-0.692510751412756,-0.692510751412756,0.868230395973432,0.406522560244185,2.4432126596994,-0.692510751412756,-0.692510751412756,-0.692510751412756,0.868230395973432
"LAMTOR4",0.205832099957096,0.798796507539506,-2.34839891774885,0.826456722595934,0.818346148820403,-0.540435833637851,0.205832099957096,0.798796507539506,-2.34839891774885,0.826456722595934,0.818346148820403,-0.540435833637851,0.205832099957096,0.798796507539506,-2.34839891774885,0.826456722595934,0.818346148820403,-0.540435833637851
"ATAD5",1.95171847986586,1.80765687217517,-0.707336725709983,2.70672012662885,2.55666941743673,2.1713750478354,1.95171847986586,1.80765687217517,-0.707336725709983,2.70672012662885,2.55666941743673,2.1713750478354,1.95171847986586,1.80765687217517,-0.707336725709983,2.70672012662885,2.55666941743673,2.1713750478354
"TRAIP",1.12330761050439,0,0,0,3.0211641523579,1.8511164327705,1.12330761050439,0,0,0,3.0211641523579,1.8511164327705,1.12330761050439,0,0,0,3.0211641523579,1.8511164327705
"OXLD1",-1.08873540853174,-0.296488983138978,1.13413383677339,-1.66837905578439,-2.5401136663762,-0.942632673051418,-1.08873540853174,-0.296488983138978,1.13413383677339,-1.66837905578439,-2.5401136663762,-0.942632673051418,-1.08873540853174,-0.296488983138978,1.13413383677339,-1.66837905578439,-2.5401136663762,-0.942632673051418
"SP140L",-2.75186344751434,-0.437493578887097,-3.55735492139932,-3.55735492139932,-3.55735492139932,-3.55735492139932,-2.75186344751434,-0.437493578887097,-3.55735492139932,-3.55735492139932,-3.55735492139932,-3.55735492139932,-2.75186344751434,-0.437493578887097,-3.55735492139932,-3.55735492139932,-3.55735492139932,-3.55735492139932
"GIGYF1",-0.31120049588306,-0.126160741870029,1.17397107269808,-2.4925940061503,-0.238732817709963,0.608950929850252,-0.31120049588306,-0.126160741870029,1.17397107269808,-2.4925940061503,-0.238732817709963,0.608950929850252,-0.31120049588306,-0.126160741870029,1.17397107269808,-2.4925940061503,-0.238732817709963,0.608950929850252
"C4B",-1.52174334778999,0.306732727328413,-0.84265745659376,-1.29812302984676,-2.61385534126228,-3.1832756740461,-1.52174334778999,0.306732727328413,-0.84265745659376,-1.29812302984676,-2.61385534126228,-3.1832756740461,-1.52174334778999,0.306732727328413,-0.84265745659376,-1.29812302984676,-2.61385534126228,-3.1832756740461
"APOBEC3F",0.760138374229221,-0.370754338214284,-0.370754338214284,-0.370754338214284,2.18871356684708,2.16401575320938,0.760138374229221,-0.370754338214284,-0.370754338214284,-0.370754338214284,2.18871356684708,2.16401575320938,0.760138374229221,-0.370754338214284,-0.370754338214284,-0.370754338214284,2.18871356684708,2.16401575320938
"PRAF2",-1.10859043817482,0.180201014228837,-0.152989119639575,-3.33972870078186,-1.44782115216932,-0.780245377560769,-1.10859043817482,0.180201014228837,-0.152989119639575,-3.33972870078186,-1.44782115216932,-0.780245377560769,-1.10859043817482,0.180201014228837,-0.152989119639575,-3.33972870078186,-1.44782115216932,-0.780245377560769
"ARHGAP19",1.3511075793771,-0.0183580288537653,-0.345515318282521,2.80612527150739,2.30644135574887,1.50390694390257,1.3511075793771,-0.0183580288537653,-0.345515318282521,2.80612527150739,2.30644135574887,1.50390694390257,1.3511075793771,-0.0183580288537653,-0.345515318282521,2.80612527150739,2.30644135574887,1.50390694390257
"FBXO45",0.785729346263777,3.01685261030625,-0.194221041125349,-0.194221041125349,-0.194221041125349,0.619506944764178,0.785729346263777,3.01685261030625,-0.194221041125349,-0.194221041125349,-0.194221041125349,0.619506944764178,0.785729346263777,3.01685261030625,-0.194221041125349,-0.194221041125349,-0.194221041125349,0.619506944764178
"LGALS3",1.57347119848284,0.788401983186132,0.964324758284294,0.312251623438562,1.91749111797712,3.81896606074531,1.57347119848284,0.788401983186132,0.964324758284294,0.312251623438562,1.91749111797712,3.81896606074531,1.57347119848284,0.788401983186132,0.964324758284294,0.312251623438562,1.91749111797712,3.81896606074531
"AFM",-2.59908544260288,-0.36337721168828,-3.09420814665905,-2.8257989109457,-3.53101021417985,-3.88648612695084,-2.59908544260288,-0.36337721168828,-3.09420814665905,-2.8257989109457,-3.53101021417985,-3.88648612695084,-2.59908544260288,-0.36337721168828,-3.09420814665905,-2.8257989109457,-3.53101021417985,-3.88648612695084
"CPN2",-1.50699198062539,0.336671306597296,-2.12326376436006,-2.40835822987901,-1.14696422099855,-3.29891277118631,-1.50699198062539,0.336671306597296,-2.12326376436006,-2.40835822987901,-1.14696422099855,-3.29891277118631,-1.50699198062539,0.336671306597296,-2.12326376436006,-2.40835822987901,-1.14696422099855,-3.29891277118631
"SHCBP1",1.2507576162049,-0.448615530578084,-0.196046513268579,2.32921412639981,2.30395161789641,1.95131379846436,1.2507576162049,-0.448615530578084,-0.196046513268579,2.32921412639981,2.30395161789641,1.95131379846436,1.2507576162049,-0.448615530578084,-0.196046513268579,2.32921412639981,2.30395161789641,1.95131379846436
"HLA-DPA1",0.647793234576278,1.25433746744848,1.36898881011219,-0.664520142022372,-0.664520142022372,2.50427418691932,0.647793234576278,1.25433746744848,1.36898881011219,-0.664520142022372,-0.664520142022372,2.50427418691932,0.647793234576278,1.25433746744848,1.36898881011219,-0.664520142022372,-0.664520142022372,2.50427418691932
"ABCD4",0.916078476989776,3.1871774915407,0,0.502587828878407,0,0,0.916078476989776,3.1871774915407,0,0.502587828878407,0,0,0.916078476989776,3.1871774915407,0,0.502587828878407,0,0
"ICMT",0.915140343229481,-0.562577405656004,-0.562577405656004,2.05687115725532,2.34772925966819,0.734456535461902,0.915140343229481,-0.562577405656004,-0.562577405656004,2.05687115725532,2.34772925966819,0.734456535461902,0.915140343229481,-0.562577405656004,-0.562577405656004,2.05687115725532,2.34772925966819,0.734456535461902
"PLGRKT",-1.08292989492388,0.274610065888664,-0.165881779818118,-1.16064494888562,-1.18351443181001,-3.31251536384553,-1.08292989492388,0.274610065888664,-0.165881779818118,-1.16064494888562,-1.18351443181001,-3.31251536384553,-1.08292989492388,0.274610065888664,-0.165881779818118,-1.16064494888562,-1.18351443181001,-3.31251536384553
"FAM111A",0.300112368082435,0.216549500211422,-0.160244233516393,2.74528830472221,-0.545889151445065,-0.571139526305224,0.300112368082435,0.216549500211422,-0.160244233516393,2.74528830472221,-0.545889151445065,-0.571139526305224,0.300112368082435,0.216549500211422,-0.160244233516393,2.74528830472221,-0.545889151445065,-0.571139526305224
"UBASH3A",-1.95167216412462,-0.619374688859902,-3.00889593347429,-3.85423644973408,-2.23496835149845,-0.866856007738967,-1.95167216412462,-0.619374688859902,-3.00889593347429,-3.85423644973408,-2.23496835149845,-0.866856007738967,-1.95167216412462,-0.619374688859902,-3.00889593347429,-3.85423644973408,-2.23496835149845,-0.866856007738967
"URM1",0.667790696657614,-0.619969589564975,-0.619969589564975,1.66931768462734,2.34662856671088,-0.0954213810979625,0.667790696657614,-0.619969589564975,-0.619969589564975,1.66931768462734,2.34662856671088,-0.0954213810979625,0.667790696657614,-0.619969589564975,-0.619969589564975,1.66931768462734,2.34662856671088,-0.0954213810979625
"APOBEC3D",-0.0406656775660158,-1.378737840336,-0.362760701388803,-1.29786537802199,1.14917037063578,1.61868519686737,-0.0406656775660158,-1.378737840336,-0.362760701388803,-1.29786537802199,1.14917037063578,1.61868519686737,-0.0406656775660158,-1.378737840336,-0.362760701388803,-1.29786537802199,1.14917037063578,1.61868519686737
"AMD1",1.28199217922617,0.336234678713717,2.76647567485715,3.15103631226758,1.01160061879309,0.203685202313629,1.28199217922617,0.336234678713717,2.76647567485715,3.15103631226758,1.01160061879309,0.203685202313629,1.28199217922617,0.336234678713717,2.76647567485715,3.15103631226758,1.01160061879309,0.203685202313629
"SNAPC5",-1.22610406987315,-1.98101773548402,-2.26509475158017,0.246263097060685,-2.26509475158017,0.430468366967284,-1.22610406987315,-1.98101773548402,-2.26509475158017,0.246263097060685,-2.26509475158017,0.430468366967284,-1.22610406987315,-1.98101773548402,-2.26509475158017,0.246263097060685,-2.26509475158017,0.430468366967284
"ARHGAP11A",0.979656026339028,0,0,3.06796621236998,1.59069197763892,0,0.979656026339028,0,0,3.06796621236998,1.59069197763892,0,0.979656026339028,0,0,3.06796621236998,1.59069197763892,0
"CFLAR",-1.03261257532834,0.0675902876917728,0.217949522920583,-0.0686882515951792,-2.23934934733383,-2.60837057568413,-1.03261257532834,0.0675902876917728,0.217949522920583,-0.0686882515951792,-2.23934934733383,-2.60837057568413,-1.03261257532834,0.0675902876917728,0.217949522920583,-0.0686882515951792,-2.23934934733383,-2.60837057568413
"SLC4A7",1.0555097646723,-0.144897882314323,-0.951936264328596,1.5800822270342,2.30831843714094,1.67819914720853,1.0555097646723,-0.144897882314323,-0.951936264328596,1.5800822270342,2.30831843714094,1.67819914720853,1.0555097646723,-0.144897882314323,-0.951936264328596,1.5800822270342,2.30831843714094,1.67819914720853
"MYO1D",0.898918655108747,0.116010717472557,3.33039044443664,1.73543529277536,0.00404524239266183,0.920183397948932,0.898918655108747,0.116010717472557,3.33039044443664,1.73543529277536,0.00404524239266183,0.920183397948932,0.898918655108747,0.116010717472557,3.33039044443664,1.73543529277536,0.00404524239266183,0.920183397948932
"PARP2",-0.516077510052624,-1.89028342575308,-2.32835745898877,0.569064510107428,0.364387521175933,0.18772716026821,-0.516077510052624,-1.89028342575308,-2.32835745898877,0.569064510107428,0.364387521175933,0.18772716026821,-0.516077510052624,-1.89028342575308,-2.32835745898877,0.569064510107428,0.364387521175933,0.18772716026821
"METTL18",-1.75237609185506,0.525642426242341,-2.54521587021249,-2.54521587021249,-2.54521587021249,-2.54521587021249,-1.75237609185506,0.525642426242341,-2.54521587021249,-2.54521587021249,-2.54521587021249,-2.54521587021249,-1.75237609185506,0.525642426242341,-2.54521587021249,-2.54521587021249,-2.54521587021249,-2.54521587021249
"CLEC2D",-0.190381661737043,1.33989285450235,0.912780976620322,0.308682247615902,-1.9373353565623,-1.05834400460924,-0.190381661737043,1.33989285450235,0.912780976620322,0.308682247615902,-1.9373353565623,-1.05834400460924,-0.190381661737043,1.33989285450235,0.912780976620322,0.308682247615902,-1.9373353565623,-1.05834400460924
"TMEM126B",-0.81801427856278,0.237797092396319,-2.45828275608227,-2.45828275608227,0.31362709536401,-1.22599721445102,-0.81801427856278,0.237797092396319,-2.45828275608227,-2.45828275608227,0.31362709536401,-1.22599721445102,-0.81801427856278,0.237797092396319,-2.45828275608227,-2.45828275608227,0.31362709536401,-1.22599721445102
"NUCB2",-0.315452081660294,-0.538473338719717,-2.52674152225017,-0.843808309319498,0.172592512269852,1.18806719973351,-0.315452081660294,-0.538473338719717,-2.52674152225017,-0.843808309319498,0.172592512269852,1.18806719973351,-0.315452081660294,-0.538473338719717,-2.52674152225017,-0.843808309319498,0.172592512269852,1.18806719973351
"TTI1",1.58509835675587,0.455343230442709,-0.304810906578128,2.42421295246503,3.0384346169862,1.44427644056112,1.58509835675587,0.455343230442709,-0.304810906578128,2.42421295246503,3.0384346169862,1.44427644056112,1.58509835675587,0.455343230442709,-0.304810906578128,2.42421295246503,3.0384346169862,1.44427644056112
"PIK3CB",-1.28903400997075,0.209465265824818,-1.92616149508421,-2.33137771554413,-0.450406156363764,-3.11306430732022,-1.28903400997075,0.209465265824818,-1.92616149508421,-2.33137771554413,-0.450406156363764,-3.11306430732022,-1.28903400997075,0.209465265824818,-1.92616149508421,-2.33137771554413,-0.450406156363764,-3.11306430732022
"ITIH1",-2.24258805142291,-0.354806814495936,-1.34115843007461,-2.42123872781507,-3.50294516760126,-3.4853379796376,-2.24258805142291,-0.354806814495936,-1.34115843007461,-2.42123872781507,-3.50294516760126,-3.4853379796376,-2.24258805142291,-0.354806814495936,-1.34115843007461,-2.42123872781507,-3.50294516760126,-3.4853379796376
"SYNE1",-2.25187102434573,-0.621065695427511,-1.48718903664473,-4.24228348090851,-2.81501441491134,-2.21261816075876,-2.25187102434573,-0.621065695427511,-1.48718903664473,-4.24228348090851,-2.81501441491134,-2.21261816075876,-2.25187102434573,-0.621065695427511,-1.48718903664473,-4.24228348090851,-2.81501441491134,-2.21261816075876
"APOA4",-1.57489237175279,0.151977100312389,-0.436994005285189,-1.72259364849882,-3.27634185752906,-2.15424341632067,-1.57489237175279,0.151977100312389,-0.436994005285189,-1.72259364849882,-3.27634185752906,-2.15424341632067,-1.57489237175279,0.151977100312389,-0.436994005285189,-1.72259364849882,-3.27634185752906,-2.15424341632067
