"","[public-data1] act_vs_notact","[public-data1] act12h_vs_notact","[public-data1] act24h_vs_notact","[public-data1] act48h_vs_notact","[public-data1] act72h_vs_notact","[public-data1] act96h_vs_notact","[public-data2] act_vs_notact","[public-data2] act12h_vs_notact","[public-data2] act24h_vs_notact","[public-data2] act48h_vs_notact","[public-data2] act72h_vs_notact","[public-data2] act96h_vs_notact","[public-data3] act_vs_notact","[public-data3] act12h_vs_notact","[public-data3] act24h_vs_notact","[public-data3] act48h_vs_notact","[public-data3] act72h_vs_notact","[public-data3] act96h_vs_notact"
"RRM2",3.82161645816916,1.25666281894493,-0.135259291898443,6.14521550339826,5.57937937461926,5.02691328684316,3.82161645816916,1.25666281894493,-0.135259291898443,6.14521550339826,5.57937937461926,5.02691328684316,3.82161645816916,1.25666281894493,-0.135259291898443,6.14521550339826,5.57937937461926,5.02691328684316
"DHFR",3.56627576466908,-0.464242735038883,2.09930854749872,6.34805631030918,5.62306232100941,4.42392564474237,3.56627576466908,-0.464242735038883,2.09930854749872,6.34805631030918,5.62306232100941,4.42392564474237,3.56627576466908,-0.464242735038883,2.09930854749872,6.34805631030918,5.62306232100941,4.42392564474237
"FSCN1",3.79089913300886,1.08153541494545,2.84122102646978,1.2545533139192,6.88625962271372,6.36713221712139,3.79089913300886,1.08153541494545,2.84122102646978,1.2545533139192,6.88625962271372,6.36713221712139,3.79089913300886,1.08153541494545,2.84122102646978,1.2545533139192,6.88625962271372,6.36713221712139
"GZMB",4.32509005671835,0.422242203893033,3.5833263687942,7.50252425456529,6.21527029067339,4.4004808640761,4.32509005671835,0.422242203893033,3.5833263687942,7.50252425456529,6.21527029067339,4.4004808640761,4.32509005671835,0.422242203893033,3.5833263687942,7.50252425456529,6.21527029067339,4.4004808640761
"CCND2",0.943648095692552,-0.473972226393339,5.93661456832515,2.27878240845411,-0.473972226393339,0.520673098315036,0.943648095692552,-0.473972226393339,5.93661456832515,2.27878240845411,-0.473972226393339,0.520673098315036,0.943648095692552,-0.473972226393339,5.93661456832515,2.27878240845411,-0.473972226393339,0.520673098315036
"TRIP13",2.71163608034727,-0.830653511774825,0.4751770537607,4.83422151508637,4.06249672308399,4.99927976777572,2.71163608034727,-0.830653511774825,0.4751770537607,4.83422151508637,4.06249672308399,4.99927976777572,2.71163608034727,-0.830653511774825,0.4751770537607,4.83422151508637,4.06249672308399,4.99927976777572
"IRF8",2.0134185094131,4.40649164794962,4.84498696228159,2.63400614232555,0.426210383307926,-1.45020908274539,2.0134185094131,4.40649164794962,4.84498696228159,2.63400614232555,0.426210383307926,-1.45020908274539,2.0134185094131,4.40649164794962,4.84498696228159,2.63400614232555,0.426210383307926,-1.45020908274539
"ASF1B",2.72163351491756,-0.412703369565442,-0.179474863367838,4.61425792988396,4.62230865774913,4.30987857807077,2.72163351491756,-0.412703369565442,-0.179474863367838,4.61425792988396,4.62230865774913,4.30987857807077,2.72163351491756,-0.412703369565442,-0.179474863367838,4.61425792988396,4.62230865774913,4.30987857807077
"MAD2L2",1.65047606045453,-0.49314496333499,-0.49314496333499,-0.49314496333499,4.50821772688892,4.10291445894382,1.65047606045453,-0.49314496333499,-0.49314496333499,-0.49314496333499,4.50821772688892,4.10291445894382,1.65047606045453,-0.49314496333499,-0.49314496333499,-0.49314496333499,4.50821772688892,4.10291445894382
"KRT6B",1.52892424929959,5.82322160920207,-0.136432502392278,0.628099192539756,-0.441075214764845,0.206237711901516,1.52892424929959,5.82322160920207,-0.136432502392278,0.628099192539756,-0.441075214764845,0.206237711901516,1.52892424929959,5.82322160920207,-0.136432502392278,0.628099192539756,-0.441075214764845,0.206237711901516
"FANCD2",3.16274608367758,-0.394889959354827,1.25471231859818,5.66721008343451,4.72322864660752,4.59841823695472,3.16274608367758,-0.394889959354827,1.25471231859818,5.66721008343451,4.72322864660752,4.59841823695472,3.16274608367758,-0.394889959354827,1.25471231859818,5.66721008343451,4.72322864660752,4.59841823695472
"C7",-3.6272569519669,-0.344479561519439,-1.24131963092203,-5.75073179466952,-4.92250026061259,-5.72101694770187,-3.6272569519669,-0.344479561519439,-1.24131963092203,-5.75073179466952,-4.92250026061259,-5.72101694770187,-3.6272569519669,-0.344479561519439,-1.24131963092203,-5.75073179466952,-4.92250026061259,-5.72101694770187
"CCNB1",1.23267274734868,-0.782273211989065,-2.48803624968955,3.95340569087814,2.38192261305265,1.97873199119534,1.23267274734868,-0.782273211989065,-2.48803624968955,3.95340569087814,2.38192261305265,1.97873199119534,1.23267274734868,-0.782273211989065,-2.48803624968955,3.95340569087814,2.38192261305265,1.97873199119534
"PPBP",-3.04937268136833,-0.0955301247818237,-0.166898208244302,-5.20954370166618,-5.20116579927705,-3.75787261818749,-3.04937268136833,-0.0955301247818237,-0.166898208244302,-5.20954370166618,-5.20116579927705,-3.75787261818749,-3.04937268136833,-0.0955301247818237,-0.166898208244302,-5.20954370166618,-5.20116579927705,-3.75787261818749
"MCM8",-1.57222910297522,-4.01099021346169,-2.12483432620429,0.666501893465479,1.25149394746105,-4.01099021346169,-1.57222910297522,-4.01099021346169,-2.12483432620429,0.666501893465479,1.25149394746105,-4.01099021346169,-1.57222910297522,-4.01099021346169,-2.12483432620429,0.666501893465479,1.25149394746105,-4.01099021346169
"DLGAP5",0.558747774804867,-1.04601147787062,-3.52568405887467,2.34309343093314,2.04375704345599,1.42380674043729,0.558747774804867,-1.04601147787062,-3.52568405887467,2.34309343093314,2.04375704345599,1.42380674043729,0.558747774804867,-1.04601147787062,-3.52568405887467,2.34309343093314,2.04375704345599,1.42380674043729
"UBE2C",1.76514591704136,-1.57769089892238,-0.108465067751533,4.34623350873357,3.19486707217094,2.98627700079631,1.76514591704136,-1.57769089892238,-0.108465067751533,4.34623350873357,3.19486707217094,2.98627700079631,1.76514591704136,-1.57769089892238,-0.108465067751533,4.34623350873357,3.19486707217094,2.98627700079631
"SMC4",2.41664037265956,-1.43124379883257,1.56080607494297,4.26378453362603,4.14284971858438,4.04341338511451,2.41664037265956,-1.43124379883257,1.56080607494297,4.26378453362603,4.14284971858438,4.04341338511451,2.41664037265956,-1.43124379883257,1.56080607494297,4.26378453362603,4.14284971858438,4.04341338511451
"UQCRH",-0.951686272235216,-0.315748052692914,1.70139184645731,-4.74534465095514,-1.20187915523969,0.692298761903259,-0.951686272235216,-0.315748052692914,1.70139184645731,-4.74534465095514,-1.20187915523969,0.692298761903259,-0.951686272235216,-0.315748052692914,1.70139184645731,-4.74534465095514,-1.20187915523969,0.692298761903259
"PBK",2.52856485527725,0.364925452211504,-1.00362770379783,4.43070999243999,3.93219761623073,3.83148718715957,2.52856485527725,0.364925452211504,-1.00362770379783,4.43070999243999,3.93219761623073,3.83148718715957,2.52856485527725,0.364925452211504,-1.00362770379783,4.43070999243999,3.93219761623073,3.83148718715957
"REEP4",-1.91410639587819,-5.88453417916733,-2.14199174842061,-0.133332079657972,-0.340949867489301,-0.218984535103674,-1.91410639587819,-5.88453417916733,-2.14199174842061,-0.133332079657972,-0.340949867489301,-0.218984535103674,-1.91410639587819,-5.88453417916733,-2.14199174842061,-0.133332079657972,-0.340949867489301,-0.218984535103674
"BRWD1",2.30792704697141,4.3906354377137,0,0,4.54851861745724,0,2.30792704697141,4.3906354377137,0,0,4.54851861745724,0,2.30792704697141,4.3906354377137,0,0,4.54851861745724,0
"RASGRP2",-3.711181050215,-0.446844044893878,-2.18100865727842,-5.42009687617121,-6.56603294368527,-3.50243752077729,-3.711181050215,-0.446844044893878,-2.18100865727842,-5.42009687617121,-6.56603294368527,-3.50243752077729,-3.711181050215,-0.446844044893878,-2.18100865727842,-5.42009687617121,-6.56603294368527,-3.50243752077729
"SPTBN2",0.322356790140437,4.07483043290463,-1.54420100127692,-1.35970519855356,-1.54420100127692,0.513502427624877,0.322356790140437,4.07483043290463,-1.54420100127692,-1.35970519855356,-1.54420100127692,0.513502427624877,0.322356790140437,4.07483043290463,-1.54420100127692,-1.35970519855356,-1.54420100127692,0.513502427624877
"KIF11",2.7251914136324,-0.266437670600956,0.327201937922826,4.90761009540965,4.32059538705967,3.9441385478204,2.7251914136324,-0.266437670600956,0.327201937922826,4.90761009540965,4.32059538705967,3.9441385478204,2.7251914136324,-0.266437670600956,0.327201937922826,4.90761009540965,4.32059538705967,3.9441385478204
"KCNN4",7.46222672083997,5.65663142846639,9.4661033975272,9.69007288652098,8.93733901227694,4.47642204710397,7.46222672083997,5.65663142846639,9.4661033975272,9.69007288652098,8.93733901227694,4.47642204710397,7.46222672083997,5.65663142846639,9.4661033975272,9.69007288652098,8.93733901227694,4.47642204710397
"ITGB5",0.840462603573942,1.66933079179231,1.41018335464176,-3.5140370889227,1.85775032165006,2.27852283273704,0.840462603573942,1.66933079179231,1.41018335464176,-3.5140370889227,1.85775032165006,2.27852283273704,0.840462603573942,1.66933079179231,1.41018335464176,-3.5140370889227,1.85775032165006,2.27852283273704
"KNTC1",2.05123906213183,-1.44686703065959,0.608520018761447,3.96432875368419,3.72849566661984,3.55000435124662,2.05123906213183,-1.44686703065959,0.608520018761447,3.96432875368419,3.72849566661984,3.55000435124662,2.05123906213183,-1.44686703065959,0.608520018761447,3.96432875368419,3.72849566661984,3.55000435124662
"SAA4",-2.18315098064887,1.58468634052238,-3.73472623793216,-3.35536180221926,-4.39841185567906,-2.22925574143599,-2.18315098064887,1.58468634052238,-3.73472623793216,-3.35536180221926,-4.39841185567906,-2.22925574143599,-2.18315098064887,1.58468634052238,-3.73472623793216,-3.35536180221926,-4.39841185567906,-2.22925574143599
"PRMT7",2.46387340882937,5.55899008982271,4.65963096453345,1.15121624527455,0.56206856245284,0.780577151117115,2.46387340882937,5.55899008982271,4.65963096453345,1.15121624527455,0.56206856245284,0.780577151117115,2.46387340882937,5.55899008982271,4.65963096453345,1.15121624527455,0.56206856245284,0.780577151117115
"MYOF",4.27839407626898,0.9502261645362,2.69809787238099,6.19011160340503,6.00367150635017,5.55872373575627,4.27839407626898,0.9502261645362,2.69809787238099,6.19011160340503,6.00367150635017,5.55872373575627,4.27839407626898,0.9502261645362,2.69809787238099,6.19011160340503,6.00367150635017,5.55872373575627
"IFIT3",-1.00625052957341,1.29543537940147,2.03473516397531,-2.19949108375769,-2.30172995759739,-3.06224951749742,-1.00625052957341,1.29543537940147,2.03473516397531,-2.19949108375769,-2.30172995759739,-3.06224951749742,-1.00625052957341,1.29543537940147,2.03473516397531,-2.19949108375769,-2.30172995759739,-3.06224951749742
"C5",-3.07598254249445,0.0679779789939252,-1.36270728771878,-3.42639064013257,-5.59290428181214,-4.63991339450659,-3.07598254249445,0.0679779789939252,-1.36270728771878,-3.42639064013257,-5.59290428181214,-4.63991339450659,-3.07598254249445,0.0679779789939252,-1.36270728771878,-3.42639064013257,-5.59290428181214,-4.63991339450659
"KIF22",2.16972101787996,-0.86338915200708,0.0773836726304845,4.10049047936701,3.85238870631016,3.39079222082758,2.16972101787996,-0.86338915200708,0.0773836726304845,4.10049047936701,3.85238870631016,3.39079222082758,2.16972101787996,-0.86338915200708,0.0773836726304845,4.10049047936701,3.85238870631016,3.39079222082758
"IPPK",0.326291777179202,-0.636668445622047,-0.636668445622047,-0.636668445622047,-0.636668445622047,4.55576412830626,0.326291777179202,-0.636668445622047,-0.636668445622047,-0.636668445622047,-0.636668445622047,4.55576412830626,0.326291777179202,-0.636668445622047,-0.636668445622047,-0.636668445622047,-0.636668445622047,4.55576412830626
"WARS2",-0.665316339505619,-0.501464448187221,1.27947123109199,-0.0582181791107567,0.678526027696414,-4.55348718702747,-0.665316339505619,-0.501464448187221,1.27947123109199,-0.0582181791107567,0.678526027696414,-4.55348718702747,-0.665316339505619,-0.501464448187221,1.27947123109199,-0.0582181791107567,0.678526027696414,-4.55348718702747
"INCENP",1.30394975407989,-0.472285059923704,-2.07895881027462,3.29147778086222,2.12745448059289,2.69904921174505,1.30394975407989,-0.472285059923704,-2.07895881027462,3.29147778086222,2.12745448059289,2.69904921174505,1.30394975407989,-0.472285059923704,-2.07895881027462,3.29147778086222,2.12745448059289,2.69904921174505
"MCM7",4.76362989090842,1.07739213165404,4.5006320937037,5.98858734552473,6.43382474631389,6.50518180661798,4.76362989090842,1.07739213165404,4.5006320937037,5.98858734552473,6.43382474631389,6.50518180661798,4.76362989090842,1.07739213165404,4.5006320937037,5.98858734552473,6.43382474631389,6.50518180661798
"MCM4",4.72826422670752,1.02737028615448,4.5099517072869,6.01333411352198,6.41269679730209,6.38312464124775,4.72826422670752,1.02737028615448,4.5099517072869,6.01333411352198,6.41269679730209,6.38312464124775,4.72826422670752,1.02737028615448,4.5099517072869,6.01333411352198,6.41269679730209,6.38312464124775
"MYH10",-0.586180851586354,-3.21431012335652,-2.51429981781411,-0.985631291447001,1.40579236010167,1.87089249452708,-0.586180851586354,-3.21431012335652,-2.51429981781411,-0.985631291447001,1.40579236010167,1.87089249452708,-0.586180851586354,-3.21431012335652,-2.51429981781411,-0.985631291447001,1.40579236010167,1.87089249452708
"SMC2",4.42819658764461,0.733168720107424,4.33709244065195,5.95499636839558,5.9767826403091,5.94495754047665,4.42819658764461,0.733168720107424,4.33709244065195,5.95499636839558,5.9767826403091,5.94495754047665,4.42819658764461,0.733168720107424,4.33709244065195,5.95499636839558,5.9767826403091,5.94495754047665
"ATAD2",3.39634887633416,-0.264214005836051,3.1437449778579,5.1056181900498,5.02863698210944,4.66429975824212,3.39634887633416,-0.264214005836051,3.1437449778579,5.1056181900498,5.02863698210944,4.66429975824212,3.39634887633416,-0.264214005836051,3.1437449778579,5.1056181900498,5.02863698210944,4.66429975824212
"KIF15",2.49275988892324,-0.0210470487259945,-0.175022128928251,4.00592276391789,4.14302505832439,3.80337560410528,2.49275988892324,-0.0210470487259945,-0.175022128928251,4.00592276391789,4.14302505832439,3.80337560410528,2.49275988892324,-0.0210470487259945,-0.175022128928251,4.00592276391789,4.14302505832439,3.80337560410528
"USP1",1.14569294171493,-1.0768307284657,2.65515258166513,3.62322620155023,2.52598086667238,-1.0768307284657,1.14569294171493,-1.0768307284657,2.65515258166513,3.62322620155023,2.52598086667238,-1.0768307284657,1.14569294171493,-1.0768307284657,2.65515258166513,3.62322620155023,2.52598086667238,-1.0768307284657
"PRIM2",2.81135875717624,-0.800309250897436,2.60280507905477,4.53658589170316,4.56371915640959,3.80134739224597,2.81135875717624,-0.800309250897436,2.60280507905477,4.53658589170316,4.56371915640959,3.80134739224597,2.81135875717624,-0.800309250897436,2.60280507905477,4.53658589170316,4.56371915640959,3.80134739224597
"ANK3",-2.98746497801315,-0.0226068705518998,-1.41096994769875,-3.7987580709331,-4.22934666672127,-5.53308701590142,-2.98746497801315,-0.0226068705518998,-1.41096994769875,-3.7987580709331,-4.22934666672127,-5.53308701590142,-2.98746497801315,-0.0226068705518998,-1.41096994769875,-3.7987580709331,-4.22934666672127,-5.53308701590142
"HIVEP3",-1.69974186347759,0.391750481189812,-0.287645458320076,-0.119004548251433,-3.6430294716809,-4.34513652868085,-1.69974186347759,0.391750481189812,-0.287645458320076,-0.119004548251433,-3.6430294716809,-4.34513652868085,-1.69974186347759,0.391750481189812,-0.287645458320076,-0.119004548251433,-3.6430294716809,-4.34513652868085
"DDX60",-3.58688491494391,-0.40356696583066,-2.13926887976766,-4.87754652568679,-5.30336022780182,-5.21822181919307,-3.58688491494391,-0.40356696583066,-2.13926887976766,-4.87754652568679,-5.30336022780182,-5.21822181919307,-3.58688491494391,-0.40356696583066,-2.13926887976766,-4.87754652568679,-5.30336022780182,-5.21822181919307
"EGR2",2.20172573196868,4.26419428660001,4.3381227314814,3.26992505379731,-0.0132313801175387,0.0472201472851828,2.20172573196868,4.26419428660001,4.3381227314814,3.26992505379731,-0.0132313801175387,0.0472201472851828,2.20172573196868,4.26419428660001,4.3381227314814,3.26992505379731,-0.0132313801175387,0.0472201472851828
"CORO1C",2.92775013722483,-0.365703742970929,1.82683456209114,4.32741078450375,4.44387930669385,4.67158826035265,2.92775013722483,-0.365703742970929,1.82683456209114,4.32741078450375,4.44387930669385,4.67158826035265,2.92775013722483,-0.365703742970929,1.82683456209114,4.32741078450375,4.44387930669385,4.67158826035265
"ZC3H6",-0.325791655079211,-1.51556418305669,1.62657986919668,-3.36242676373561,0.835434864764833,1.56384834230113,-0.325791655079211,-1.51556418305669,1.62657986919668,-3.36242676373561,0.835434864764833,1.56384834230113,-0.325791655079211,-1.51556418305669,1.62657986919668,-3.36242676373561,0.835434864764833,1.56384834230113
"SLC1A4",2.15482644220909,-0.0319089543890545,-0.271867864124109,1.99069563921821,3.74808378179007,4.62022127548521,2.15482644220909,-0.0319089543890545,-0.271867864124109,1.99069563921821,3.74808378179007,4.62022127548521,2.15482644220909,-0.0319089543890545,-0.271867864124109,1.99069563921821,3.74808378179007,4.62022127548521
"RIN3",-3.25861065917546,-0.182215797229597,-1.8867881909012,-4.94566277859129,-5.42054167938719,-3.6784885256346,-3.25861065917546,-0.182215797229597,-1.8867881909012,-4.94566277859129,-5.42054167938719,-3.6784885256346,-3.25861065917546,-0.182215797229597,-1.8867881909012,-4.94566277859129,-5.42054167938719,-3.6784885256346
"KNSTRN",1.90146023069468,-0.28976284402863,-0.877438391050003,3.82272472586311,3.4207831416521,2.60472061594708,1.90146023069468,-0.28976284402863,-0.877438391050003,3.82272472586311,3.4207831416521,2.60472061594708,1.90146023069468,-0.28976284402863,-0.877438391050003,3.82272472586311,3.4207831416521,2.60472061594708
"SULT1B1",-3.26030045313552,-0.487507685165985,-1.27186213078892,-4.06224360190778,-4.96219568360473,-5.15787324858416,-3.26030045313552,-0.487507685165985,-1.27186213078892,-4.06224360190778,-4.96219568360473,-5.15787324858416,-3.26030045313552,-0.487507685165985,-1.27186213078892,-4.06224360190778,-4.96219568360473,-5.15787324858416
"TBX21",3.26569617064829,5.42483488763134,6.04537936125336,2.6767863751499,1.6579258022154,1.39740338466004,3.26569617064829,5.42483488763134,6.04537936125336,2.6767863751499,1.6579258022154,1.39740338466004,3.26569617064829,5.42483488763134,6.04537936125336,2.6767863751499,1.6579258022154,1.39740338466004
"MYO1F",0.149212947816792,-0.72445390850034,-0.303576611446902,-1.10325398988001,-0.676351535299023,4.04250148231583,0.149212947816792,-0.72445390850034,-0.303576611446902,-1.10325398988001,-0.676351535299023,4.04250148231583,0.149212947816792,-0.72445390850034,-0.303576611446902,-1.10325398988001,-0.676351535299023,4.04250148231583
"SORBS3",-1.06773333577149,-1.20863175457495,-3.56349153067501,-3.56349153067501,0.872092592970071,0.44066507161052,-1.06773333577149,-1.20863175457495,-3.56349153067501,-3.56349153067501,0.872092592970071,0.44066507161052,-1.06773333577149,-1.20863175457495,-3.56349153067501,-3.56349153067501,0.872092592970071,0.44066507161052
