"","B_CELL_NAIVE","CD4_NAIVE","CD4_STIM","CD8_NAIVE","CD8_STIM","M2","MONOCYTES","NK","TFH","TH1","TH17","TH2","THSTAR","TREG_MEM","TREG_NAIVE"
"FGR",151.861913269267,3.89023854140346,1.17994523880725,5.31863136041683,1.44712751414557,1210.66443454824,996.104404174858,789.535352153667,6.29092394802501,16.1034568342648,0.211729034387397,0.432783891112334,0.435864305426396,5.06986222182282,4.3970482198288
"CD3D",0.202978294790132,808.752160162388,916.268725163667,820.639287947279,1391.84888465447,0.654220452777905,0.734975646005396,36.9112519592841,906.78032816724,834.907695317808,855.413999933942,806.65581139824,671.625128282029,1033.68902783263,730.648932475058
"FCN1",1.31634166801553,9.62005852276883,0.713116213691957,8.89129422939067,0.672439782871725,1194.69041265458,4650.78664925632,6.71146426550591,14.8029893367086,0.247541525520403,0.238454254274298,0.652848942221548,0.164916375984382,19.1010109376329,11.2215918579603
"TYROBP",0.538087585747217,3.46059852088959,1.42464418079782,3.47080307137461,1.84898934851684,933.323548896867,1298.35536802825,575.725151101562,5.20178007574781,1.52627478488699,0.300895421856577,0.511566638071779,0.540535487717385,6.1862807341153,3.88032400653107
"IRF8",1313.46560090634,13.2475761888628,783.849018550412,10.9272302433271,776.805225910726,208.148701029486,379.740296992547,118.762194583901,5.71705541122558,4.16231093315106,0.909560403274782,1.25440947994784,1.69323841631529,3.85401202438599,7.28052969073288
"S100A9",7.21932625561202,57.068355090427,4.4324965792855,44.3339224649871,4.50414888934797,826.179624788952,26730.6041568217,27.0842485099867,68.7613335321265,5.42669069090131,6.25922431519913,6.06247252952781,12.5325889054791,75.8497285060742,54.3511852745523
"SYK",425.969486698066,3.20664488462,0.427702776461105,2.77799637062154,0.516881872350507,307.66407699401,424.01217704766,239.406352824898,1.82310323695626,0.111591199802615,0.0944987196957548,0.144737843286438,0.0911463465025731,2.15610826462889,1.77343160335534
"IL2",0.0542123887996038,1.10215545738625,8107.26538995598,0.805207592952058,217.007255704914,0.0193282369003619,0.249249397615481,0.410601111735019,2.32379554920099,1.41245872876758,7.34903589935404,18.9230576788384,3.05573064171367,0.200257968405962,0.0520654937242788
"CD8A",0.187407432484,5.22537906988934,1.90417064447531,1682.84367919433,862.652154536608,1.35451637314676,0.927118825167264,367.066633491873,4.16513648058058,0.717256764525163,0.133565663310423,0.162834684626038,1.17402738791353,7.406931288947,8.43577252841348
"MPEG1",104.960334914589,5.27760595528794,1.47524500606799,4.23993540489427,1.70772445815886,1209.7105356811,1752.45468327858,4.42500276327953,4.2033386369282,0.303335624188527,0.251037696973637,0.423167682222068,0.273289559324366,5.39967667812411,4.39474575108987
"SERPINA1",0.468928683028055,3.12196212255476,0.534849916717372,2.72220355269371,0.436891439392028,2140.0283245481,1122.69058468468,6.41480984685343,3.83577560138235,0.127116035359229,0.0710735042719,0.19530569658179,0.0671808472229731,4.53360335919139,3.36867858228548
"CD300E",0.756489057590849,4.75339135025799,2.56334967627421,3.63031739752862,2.35204163241114,1615.9429790063,1789.42102641651,6.2431260339761,5.0795234844079,0.111917173910904,0.0882050915963462,0.230297308100423,0.100141926465327,6.09498346077438,4.9174995609107
"CTLA4",0.0699740098421038,126.146905803729,931.484200973863,27.6549858508469,57.7398167952833,0.796025032568895,0.328460560047019,0.869846189062514,286.705305488048,193.319459890653,326.350154077721,178.57340464999,162.254354881806,1810.58632149317,823.135101468635
"IL2RA",17.1595064837391,36.3544303080845,2462.90561725363,1.98270208735695,1116.36304224314,0.0840065024713619,0.252883744489755,2.67011083560477,107.935198766705,85.179195307376,178.149387065846,140.561745686538,106.313274460827,768.269233896452,571.28540088301
"HLA-DRA",9585.08731656038,63.4077638681272,37.9885946817882,54.4240500672212,32.6030412249836,4062.55042339229,6792.62307708953,92.9948617426981,49.1641654687121,34.6551972159346,34.173015555056,33.2479665917682,6.11480335193183,341.054887388673,43.4453826084238
"CD3E",0.141127685022749,628.788354796825,334.806936206618,640.815177390211,431.308316848824,0.78025013697431,0.515434707201937,214.343110500174,690.418765223164,656.717955583221,599.382988047769,564.012981129029,538.816500523115,705.907106007058,623.069712712269
"CST3",1.1936694816682,6.63658920418753,0.670369801767941,7.00071859491293,0.829758721394726,1631.90752565093,2328.72440127745,30.4769969284349,12.1465921291179,3.65867753624427,1.59325896450684,1.77622376058073,1.12784666412171,13.6591101857213,8.99066201470619
