"","Adipose","Adrenal Gland","Artery","Bladder","Brain","Breast","Cervix","Colon","EBV-transformed lymphocytes","Esophagus","Fallopian Tube","Heart","Kidney","Liver","Lung","Minor Salivary Gland","Muscle","Nerve","Ovary","Pancreas","Pituitary","Prostate","Skin","Small Intestine","Spleen","Stomach","Testis","Thyroid","Transformed fibroblasts","Uterus","Vagina","Whole Blood"
"DES",83.6793431127096,12.52,880.997666591078,6425,5.77251166161486,25.145,827.747850675946,5497.4844275491,6.9365,4691.17513787408,2564,6521.29990110851,8.957,6.223,253.1,32.37,11875,31.095,148.9,6.3845,7.585,3005,123.386896415981,229.6,30.055,289.9,32.58,82.325,6.976,3681,798,7.658
"HBB",316.391918611675,23.38,177.058859253884,39.97,203.170237868586,177.35,89.1007977212189,33.8905746584948,50.93,46.3296284698023,106.1,204.999441746817,474.8,309.3,999,29.96,71.16,101.6,61.72,10.86,433,99.77,24.5434688325607,9.306,2780.5,29.215,44.47,354.55,4.136,102.4,125.7,246600
"S100A9",282.531515003183,111.95,111.736733083688,144.8,19.1178442928872,175.5,119.377855106328,60.5336005772456,12.105,724.098154325177,221.9,75.4772319059732,74.9,91.88,1690,708.3,32.115,53.315,42.42,19,41.63,62.205,79.0737410141427,66.63,5788.5,55.81,16.42,95.655,8.339,64.43,16170,28220
"IGHA1",42.4454888337098,13.15,32.8902418986376,33.83,1.87953531670555,149.05,147.668490272821,244.336809305086,411.25,29.819403949538,416.7,5.55548121803426,34.98,120.6,1676,11560,3.669,20.315,21.14,24.385,21.62,80.03,18.6112212776257,4214,8096.49999999999,1976,5.096,40.58,3.069,25.37,96.59,278.8
"REG1A",2.13210919349885,6.3355,4.08822986947593,11.13,1.05600312629963,3.735,11.2485509347024,4.8112443589992,5.0265,4.19898940074683,13.45,1.11082211472213,15.32,4.98,2.683,3.32,1.0465,2.8815,8.425,57225,4.765,5.7695,1.9367839552817,2840,8.8365,316.65,5.253,2.911,4.826,7.101,6.306,1.633
"MYL9",1148.00957350233,1139.5,9971.35558446645,4812,30.6209825984073,1051.5,1815.23181339828,5123.72213880909,12.52,4256.9328743449,2926,1356.86707744168,287.2,45.07,1032,275.6,85.945,1517,1023,44.29,92.49,2150,319.584216704441,380.3,306.85,377.85,420,748.25,633.8,4056,1064,34.87
"MYH11",114.716578328259,14.075,3102.91628419055,5006,5.49152121012104,117.7,716.839205532827,3130.59703665718,2.9695,2696.22359636936,1325,33.253697610623,14.54,4.916,216.7,108.1,21.605,122.65,207.8,4.899,8.77,1325.5,79.8882970521694,153.9,75.165,180.3,146.9,65.39,2.398,2070,431.3,1.991
"HBA2",111.117090579447,7.3675,59.0375056261373,15.08,68.0332484936812,56.31,28.6858409010087,10.9533656348327,19.285,15.5557407940293,44.02,76.3403516930198,203.9,104,363.2,8.034,25.675,35.615,21.77,3.5155,169,36.965,30.493104007068,2.869,873.25,9.358,19.44,121.15,1.293,33.54,45.13,82889.9999999999
"PRSS1",4.21539797139202,11.14,8.09611607262022,18.15,1.33735162657524,7.3085,20.9309119737415,7.65292736592652,10.74,8.23739747553364,18.3,1.97048632381972,6.578,9.69,4.53,5.891,1.529,5.148,15.56,99094.9999999999,10.11,11.82,4.48050946536907,74.31,15.4,36.06,9.668,4.7165,9.025,14.45,12.39,2.076
"IGKJ4",45.7005888613837,8.338,31.4227420833235,13.63,1.14937007395082,99.015,173.723581694057,178.169333313489,558,20.8677517836983,866.4,4.04690122748603,46.8,80.11,959.1,4583,2.519,21.26,25.35,11.15,13.25,45.02,9.06058149412846,2447,8752.5,677.45,3.693,35.865,1.529,35.82,90.09,282.7
"ACTA2",428.583088587063,100.3,6063.32569390135,1529,10.6722691893946,600.55,1394.54290510898,1016.29341883254,17.93,1515.11021214643,3411,130.958493474274,101.5,26.14,486.7,199.5,40.875,453.35,337.7,17.65,20.45,1085,165.461527086591,243.3,222.95,250.3,239.4,197.05,56.21,4350,820.4,6.185
"TAGLN",627.571785876522,158.95,6362.81200162117,1466,24.0439691779941,680.45,1481.28843347036,2144.90819934125,10.145,1647.55683477351,2911,116.772386407001,160.4,37.25,517.3,169.2,44.845,1082,530.6,47.55,95.71,1360,174.372004607349,252,176.6,307.35,124.3,320.3,170.6,3712,817.9,19.79
"CKM",5.58050529974712,2.874,7.22902048822302,0.7396,2.91021153424688,4.7255,0.358757014701304,6.12468199290326,4.9905,4.84179934676483,0.4634,2829.01784446671,2.295,1.874,5.8,29.11,25260,8.2705,3.501,2.187,2.876,11.635,6.17185931261901,3.975,2.4145,20.5,23.04,4.871,4.163,2.99,4.251,4.964
"PRL",0.934380417601461,1.225,0.284741172225446,0.6102,0.541178506953007,0.7118,0.309815999673237,0.747617569721706,0.2655,0.568692410246226,1.012,0.0866384187023761,1.061,1.255,1.077,0.4906,0.15105,0.2528,2.087,0.82515,54500,1.086,0.237927946206887,0.5429,1.748,1.155,4.787,0.96855,2.411,4.011,0.9299,1.569
"CPA1",4.50265726717556,4.7105,4.81916559830887,9.878,0.777647830083145,5.1295,10.489761094122,3.11119362229511,4.27,3.55299037491911,10.31,0.985077126965096,3.091,4.099,2.478,3.327,1.2065,2.4795,7.157,54505,4.718,5.3715,1.94161622241923,4.162,9.859,5.1925,8.949,2.0495,4.012,6.639,5.016,0.9479
"CLPS",1.77832233551113,4.5735,3.4518184081264,7.816,0.71840463338347,3.1455,8.74802595400731,3.37267589697659,4.23,3.63019310203523,6.237,0.816408599407083,3.514,4.396,1.938,3.08,0.67285,2.049,6.783,51645,3.729,5.808,1.6067090363138,4.036,7.0915,7.008,4.346,1.9465,3.872,5.631,4.708,0.7618
"APOD",1597.08088030612,43.915,664.798413139071,410.4,251.496017624576,2338.5,871.700979717567,118.418541273958,2.642,384.482315635643,796.5,156.465561314212,28,2.277,170.5,1304,505.35,14165,136.8,87.4,175.1,439.9,902.447618846826,65.54,6.34,221.4,109.7,1155,354.9,590.4,730.4,2.501
"FN1",118.068862428428,34.185,2754.83886980206,504.7,17.9673648640999,91.08,152.085466325187,329.795314356174,3.892,329.397744279675,377.7,98.9456452277937,30.32,237.4,911.5,54.88,14.09,293.15,125.4,10.82,19.69,118.1,48.4731038039863,40.44,13.715,51.065,20.34,51.755,21070,172.3,101,2.039
"GH1",0.80030891654738,1.68,0.557001815850957,2.753,0.504500451507249,0.721,2.5075658226183,0.72396396134026,0.96755,0.815654661024022,3.335,0.215702315536168,1.641,1.404,0.7817,0.8723,0.2846,0.86505,2.166,0.9519,48790,1.707,0.585154771623263,1.227,3.0725,0.9031,2.161,1.2135,0.1517,3.531,1.744,0.4079
"ACTA1",9.23954979479078,3.69,24.4375193726572,1.172,6.09363683091475,9.6855,0.92771474679217,5.69939542048385,4.8795,6.1201479444145,1.184,1034.84197636512,3.308,2.674,8.945,44.99,34000,11.785,4.429,2.681,6.798,12.445,18.0527163417713,4.55,3.4785,3.986,4.08,7.9375,4.907,4.336,5.525,6.554
"GPX3",4323.95843910667,401.9,1700.30550975326,1820,47.8797033468533,2934.5,1473.6506365916,621.79614642353,4.3175,987.023690523279,1752,914.486974238301,4051,384.5,3211,534.8,410.8,4421,474.2,114.85,855.3,556.75,428.307069590054,579.6,602.45,337.15,104.4,5136.5,103.9,457.7,917.5,9.15
"IGHM",12.9969746731213,3.2835,6.57511224078226,10.5,0.64918520488335,23.195,24.8706184696076,30.3301771460041,4880,4.50182538419245,32.56,1.53109699537572,10.46,34.16,189.1,183.1,0.8516,4.474,5.133,3.663,5.455,10.045,1.09012305857813,1248,6250.5,118.55,2.671,7.9995,0.713,5.676,6.254,326.3
"MGP",733.635212197183,751.9,6114.06760154336,495.9,6.61274597853124,1934.5,1122.28524872358,671.687000023042,2.6315,349.893694017604,1974,374.042397603258,360,10.53,839.4,381.1,39.86,616.7,409.6,53.45,586,1073.5,206.873038174747,210.3,62.755,93.73,108.6,1194,30.19,1804,702.6,3.568
"PGC",1.06533459758946,2.085,1.58939598360918,6.446,0.597623236037067,1.6755,6.08841579621286,1.65867636240292,1.0635,2.19382019106895,4.407,0.603707704040858,0.9715,1.719,130.1,1.456,0.6276,1.29,3.55,11.56,2.735,19.985,1.10843728860974,1.996,2.8605,36720,3.416,1.317,1.117,4.02,2.294,1.119
"S100A8",55.5692761134522,21.39,20.3459832568362,36.5,6.56769781313576,29.855,30.7870870008562,10.5168780491937,2.0975,180.30855600639,45.8,20.4363592990974,19.89,25.82,506.6,35.89,8.0815,11.81,9.83,4.648,11.12,14.875,19.1569516544541,10.79,1649.5,13.345,14,23.155,1.882,16.77,8098,2622
"ACTG2",26.4456881859428,3.1665,565.76604664543,1341,1.13865115368092,74.225,310.528513943748,2770.90385836161,1.1935,1582.91364355929,719.4,3.72729944048396,1.43,1.769,84.54,37.48,2.6845,25.99,17.39,1.4295,1.899,1217.5,42.571178547292,107.1,7.6825,151.35,4.436,13.7,1.555,1109,283.7,0.9342
"SAA1",557.074546991708,26.405,48.5912307923201,8.815,0.646787434317676,995.8,18.1180647556179,5.09628321192511,1.1825,6.2455140323445,20.15,1.78216785978129,6.197,10490,48.28,1719,35.565,58.42,2.665,5.921,12.81,10.895,40.2042898252112,13.01,6.0385,10.075,1.739,5.572,105.4,2.184,7.346,1.656
"PNLIP",1.15214544118189,3.278,1.9081117104789,4.987,0.326496468811046,1.772,5.07865248225295,2.10318948825237,3.442,2.32327260077023,4.604,0.581648842189694,1.815,3.188,1.267,1.596,0.4021,1.248,4.651,33655,3.211,3.987,1.06197269623048,3.001,4.468,3.424,3.379,1.2225,2.473,4.703,3.387,0.436
"POMC",4.40681153731106,9.0675,2.39505698385256,2.786,3.67202818009802,3.9615,2.91333987790481,4.71639790427504,10.4,4.02068910841527,4.45,3.74282447493052,2.055,1.594,3.215,1.963,1.692,3.335,5.148,6.6835,32270,4.319,7.16364808158705,3.881,7.9615,2.9495,40.72,6.428,1.132,3.792,3.569,2.43
"FLNA",438.883859672073,128.4,3657.74013790517,2306,30.0171244427979,396.6,1248.47076796538,2004.91338297545,167.85,1698.02851257197,2213,112.204871803293,98.77,23.78,698.6,161.1,37.455,620.65,610.4,40.315,83.09,1028.5,226.182745823709,254.3,277.7,204.15,120.9,248.95,943.3,2766,708.9,194.6
"MUC7",0.0157558761828553,0.0318350000000001,0,0.0287200000000001,0.0263838356621175,0.14755,0,0.0802402547581718,0,0.0984053916680274,0,0.00954940443744512,0,0.1966,0,29230,0,0.023355,0.04619,0.0221849999999999,0.2318,0.0371349999999999,2.9359939024343,0.3376,0.091995,0.027895,0.3434,0.041275,0,0.0395399999999999,0.02746,0
"MB",2.88090131283958,2.4555,3.3175795114703,0.5323,1.90823975324256,5.9225,0.570743276286739,4.74653895836442,2.568,3.7103811648064,1.478,4350.34979058223,1.164,1.192,3.459,24.06,8132,3.9445,1.837,1.3125,7.35,9.472,5.7219773876442,5.474,1.3905,1.7415,3.946,3.3105,1.749,1.956,2.93,2.417
"ALB",1.2857969069889,2.216,1.69188095989108,1.689,1.51375583629628,2.1975,2.05531135892891,1.16764918748399,0.67055,1.47032863728664,5.015,0.878759271434209,27.05,25520,2.284,1.457,0.3778,3.369,2.825,352.1,2.926,3.0535,0.999375552516335,1.449,2.4425,5.71,4.9,3.2095,0.8149,2.177,1.766,3.166
"LIPF",0.727768416194717,1.735,1.13347934706222,5.418,0.299147291067209,1.335,4.60537492055616,1.32092416937736,0.80555,1.76213516092003,4.737,0.361885696378371,1.094,1.489,0.5839,1.179,0.5674,0.8435,2.24,1.763,4.781,2.2145,0.823649264524295,1.805,2.4445,29380,4.369,1.368,0.9453,2.573,2.111,0.6192
"TPM2",203.478739726163,162.55,3190.2759274853,886.4,28.2465626751094,229.05,730.094983569166,1312.97024319427,7.4495,1421.25981578236,1014,296.417366675182,63.42,12.16,242.6,111.5,4006,250.7,368.7,24.78,74.37,984.2,84.9926043331635,122.2,114.9,151.9,91.63,139.8,459.7,1398,386.1,6.231
"CELA3A",1.46478447333636,3.4275,2.6389068794243,6.23,0.483614755947811,2.258,7.07555347948362,2.42932442326473,3.0925,2.55589002093948,5.812,0.710705901082942,2.237,2.889,1.373,2.065,0.6897,1.8475,4.792,27130,3.001,3.5315,1.41782691688218,3.302,4.6505,14.365,3.566,1.5935,2.96,4.713,3.663,0.7341
"FABP4",6478.00108041355,9.471,106.161376887498,236.4,1.57341405832729,4585,30.3497408282748,55.7311422412769,0.83135,47.7775558489166,40.78,84.2149752097599,7.043,3.208,124.7,53.11,70.285,306.5,8.846,8.572,2.479,4.894,82.7256472056203,30.31,8.3075,33.66,4.47,272.9,1.736,20,30.45,2.078
"SLPI",63.5422342346467,5.036,53.1480630364309,253.5,1.69461978273201,99.71,24.2772506416343,28.0697764009289,0.9272,212.949657658049,299.6,4.5193369166957,86.39,119.2,996.5,12960,141.8,183.3,4.503,12.31,349.1,63.75,321.74757938674,14.72,19.055,74.585,50.1,36.035,2.718,7.771,744.2,114.3
"KRT5",5.52525256216187,1.811,2.79900808135934,7.369,1.76046543190955,257.75,4.71107170327952,2.09505411907449,1.88,43.6764406299996,3.626,1.4727286547456,1.049,1.719,4.085,391.6,1.7665,3.799,2.981,2.048,2.624,187.2,5345.56113777818,2.2,2.5635,2.416,3.238,2.7115,4.944,2.894,3252,1.813
"IGKJ5",19.7944944636796,5.1845,15.2651817020618,4.57,0.134456746205651,54.685,168.473906546111,92.42878571404,54.935,9.51097402013965,230.3,2.1473260078994,19.41,44.57,412.2,2279,1.3135,10.145,11.43,5.1385,7.089,22.655,3.96688453660844,1113,4627.5,323.95,1.405,15.875,0,16.02,38.07,150.3
"LYZ",47.4652174244581,12.645,29.6823847705461,22.29,1.99957994643038,20.69,21.0053169711322,21.1797655533146,3.651,10.4949060176523,23.35,5.22811769317183,4.469,6.441,321,9061.99999999999,2.316,27.045,5.223,14.73,4.549,10.425,7.69221306687773,315.1,210.7,201.35,2.954,13.415,0.3046,9.158,10.88,1665
"IGFBP5",595.007516731123,286.3,616.56536794772,515.4,25.7039102381201,537.95,2289.68133968913,302.918969463902,0.99905,314.697967056884,1995,105.977824804957,298.7,21.26,151.5,176.6,183.9,609.25,2782,18.955,562,481.5,200.141542203494,189.4,51.725,377.3,49.35,775.3,2.186,1727,721.8,0.9726
"PRM2",0.545214172857601,1.1795,0.726850712910226,3.536,0.230591329000998,0.81955,3.37033042229074,0.979664933770359,0.4125,0.935406795897187,2.713,0.238511925659176,0.9032,1.128,0.5563,1.261,0.17825,0.6089,1.232,0.74375,1.542,1.7025,0.413054478779923,0.8801,1.14,1.146,21190,0.84105,0.8823,1.488,0.9149,0.1482
"CTRB2",0.881628762535267,2.8065,1.78446590830186,4.394,0.467298056624452,1.3795,5.29219039762784,1.57753894247982,2.6635,1.73746462024707,5.183,0.514365395140816,1.615,2.04,1.061,1.423,0.4475,1.51,3.574,20760,2.76,2.5885,0.957315763999258,2.098,4.136,2.342,2.476,1.0915,1.877,3.019,2.531,0.5635
"PRM1",0.498874737928424,1.0185,0.675730488087996,4.162,0.19572453838398,0.7557,3.61296433977112,0.934208636626359,0.37885,0.816117281009191,2.254,0.179740200213589,0.7985,0.9421,0.5149,1.083,0.16925,0.5234,1.09,0.6962,1.186,1.5255,0.421411207216265,0.8632,1.061,0.88655,20530,0.79335,0.7862,1.185,0.9599,0.1684
"REG1B",0.533589685998181,1.9095,1.00445176364805,4.299,0.298612379749531,1.0415,3.79159138491587,1.37213988837084,1.3045,1.25172135936938,3.854,0.233296351247339,1.377,1.229,0.6413,0.9675,0.2356,0.75715,2.808,16800,1.264,1.75,0.505514679436903,388.3,2.6395,2.3565,1.876,0.86565,0.8738,2.45,1.661,0.5007
"KRT10",33.0840461213161,21.295,33.6092462797968,26.34,18.9651718443194,33.845,40.4842476127988,23.7594830317598,25.17,28.9607551207385,29.64,22.6986581898638,21.39,14.21,27.78,33.83,15.31,40.005,35.38,15.3,44.72,36.795,22080.7639920365,24.56,33.69,24.785,53.6,38.335,39.13,39.17,323.1,11.99
"CTRB1",0.901251429979738,2.246,1.59413885537083,3.647,0.37589817131379,1.434,3.78669740008704,1.44469752730271,1.9225,1.57880333724035,3.132,0.43098897619793,1.347,1.862,0.9327,1.284,0.3955,1.2065,3.245,19095,3.074,2.276,0.84994702626859,1.779,4.287,2.0705,2.32,0.95425,1.559,2.547,2.15,0.4689
"PLA2G1B",0.787148706739313,5.9365,1.22815518802527,3.534,0.409490791114327,1.295,3.34055526401865,1.3044604574607,1.7685,1.29195339351333,3.495,0.380219265189412,1.487,1.855,14.14,1.19,0.33605,0.9642,9.95,19075,4.089,2.1035,0.691561728108082,1.734,2.3795,5.2265,6.933,0.8069,1.353,2.305,1.871,0.4245
"PTGDS",87.2248491072668,126.75,90.8430959598505,48.33,814.593882129586,60.445,628.422235069591,35.8994207271605,1.2275,51.2590197549466,493.3,1188.94991491239,139.2,14.48,346.4,13.6,21.21,1927,20.59,17.835,46.79,382.4,71.727488613316,68.69,229.6,27.795,2884,31.965,22.81,156,719.8,14.71
"COL6A2",793.546115716388,97.52,1579.47982542698,866.7,7.60011627821472,594.1,954.100790492814,987.619795472456,2.1135,672.722188541096,1258,186.431854283097,53.59,42.23,541,166.9,57.995,459.5,1126,36.675,147.5,745.25,399.495180994728,274.3,210.1,175.9,118.9,304.3,2192,1675,864.1,7.561
"IGHA2",7.1775216294425,2.342,5.83296470640189,7.067,0.496621250913307,33.4,21.5948401189298,138.611792123731,12.695,8.97500359670978,60.7,1.20228131717998,5.893,14.97,153.4,4469,0.8744,3.0675,4.503,5.766,3.631,10.935,4.40854989807804,2081,775.5,319.1,1.642,6.3525,1.007,4.195,21.43,71.53
"APOE",331.337622005093,3650.5,77.4830824305929,69.04,906.608083221521,330.25,236.218728181398,84.4162747958491,2.7875,18.8275520725374,134,43.2443815642167,527.7,3259,276.8,61.93,8.6455,80.105,560.4,13.895,102.2,35.87,365.29796614232,154.7,776.8,36.25,196.6,194.8,50.67,51.32,159.9,3.058
"KRT14",3.53438612162661,1.3645,8.25320685638382,1.822,1.33249576870928,362.25,2.19478090015575,1.91108227296997,1.754,17.7367931129112,1.554,1.48419000883588,0.9542,1.274,2.138,566.9,1.9425,50.615,2.105,1.3225,2.059,41.13,7766.71008727797,3.435,1.6905,1.6905,1.548,2.5985,5.841,2.295,772.8,1.585
"KRT1",4.18249881813783,1.6905,4.28854811305332,1.775,1.77342802677275,3.4825,1.99100259110553,2.89773754888653,2.8205,5.4727328754192,1.422,2.23443024348957,1.174,1.672,4.038,3.878,3.031,5.0375,2.792,1.753,2.221,2.74,14394.6872361134,3.417,3.2135,2.4685,2.234,3.2575,2.617,3.479,435.6,16.72
"CPB1",4.02049798326819,72.615,1.37468159903708,3.247,0.439081315004253,3.097,3.03224329623102,1.20616499836254,1.2695,1.29494015796992,2.723,0.338096409082694,0.8515,1.264,0.9682,1.187,0.5636,1.177,2.245,17490,1.304,2.492,1.6919799404899,1.462,13.98,3.2725,2.759,0.90185,1.553,1.936,1.853,0.4314
"ZG16B",0.289285274871314,0.53395,0.115426227456531,4.484,0.108636270383839,9.1175,0.149670152695981,1.96466413780718,7.0405,0.431006527821861,0.6614,0.072385434813435,0.2766,0.3209,1.08,17540,0.046465,0.1575,0.1874,0.3277,1.105,59.07,19.5383348886905,4.862,1.832,5.4055,2.436,0.44075,0.4863,0.1762,8.789,0.5619
"IGKJ3",23.4143134247105,4.828,15.0181664565596,8.698,0,54.475,137.453557195184,83.3661395347684,69.45,11.1580219178057,313.2,2.12270924038726,24.45,43.21,418.1,2040,1.3745,11.33,17.63,5.188,8.164,31.035,4.51998858694472,983.3,3454,335.1,1.319,20.085,0,18.1,43.94,152.5
"MYL2",4.30096925099552,1.9655,6.56091016276735,0.2992,2.50455909552956,3.674,0.380783230633976,3.1100756684032,6.0175,3.15280672787069,1.123,842.721097282745,1.569,1.679,5.558,8.256,11550,6.3605,2.849,1.6735,2.153,4.034,4.64447056861846,2.564,2.514,2.399,2.403,4.47,2.321,2.855,3.872,4.473
"SPARCL1",1013.48509106837,78.87,2413.69539771521,767.3,570.637945115943,769.45,1025.47263967434,582.402022622479,1.7065,635.764383880977,1494,353.894477274584,50.2,7.231,836.7,275.6,154.1,650.9,408.4,51.835,263.2,536.5,148.875248123231,255.1,124.9,181.8,125.8,653.2,1.964,1973,670.1,1.807
"PRSS3P2",0.49728047472743,1.41,1.05866676810372,2.572,0.214580009296404,0.8872,2.96806470461357,0.947235540452156,1.3485,1.03393337946952,3.013,0.265502271827277,0.8092,1.137,0.6446,0.8424,0.2282,0.59185,2.173,16470,1.278,1.4355,0.522667823262841,38.49,2.2705,3.515,1.097,0.6534,0.9846,1.687,1.522,0.3533
"TNNC1",3.69397049415524,6.1355,8.89108357964522,8.449,2.03892949382015,4.268,3.32230447793767,2.5334594238508,4.3835,2.47565933414741,3.307,2487.75048970362,10.4,1.214,66.28,7.607,5608,200.15,2.082,1.5535,14.84,7.5495,10.4551089038909,2.536,2.913,3.3855,14.51,14.26,2.254,3.269,4.428,2.155
"HBD",2.26326523592551,0.0944099999999999,0.602861481119509,0.04409,1.56361262891563,0.76315,0.0871510787834413,0.118336322400377,1.0545,0.0955491925708971,0.482,1.53632904016809,13.62,3.545,23.06,0.1989,0.19825,0.2757,0.1847,0.02579,4.512,0.20905,0.0545839463978199,0.0860799999999999,90.025,0.10885,0.1373,3.4565,0,0.3592,0.3086,16110
"VIM",1437.85127792972,158.05,2593.93503578939,346.4,59.5613324843631,1132.5,1100.97039433916,297.328342602576,129.35,287.205910501532,657.4,169.611699481601,126.2,25.43,643.4,241,60.51,2855.5,2194,73.645,135.8,279.65,496.364795698288,236.6,424.9,118.4,153.6,882.5,2366,832.8,713.6,527.1
"COL6A1",672.240863287427,122.15,1013.08802382338,898,53.6570495535522,512.2,1281.70456458219,1098.19497815447,2.163,742.99933662792,1402,165.770321100608,105,59.32,414.4,171.9,56.02,411.85,1451,49.665,300.5,648.65,288.419073317568,245.9,199.9,172.2,108.7,288.4,2364,1796,846.1,1.84
"CNN1",39.6557265339091,6.494,1057.06190115035,850.2,1.97064229999258,62.935,356.449961533079,1038.08324979282,0.92135,676.388960528768,960.5,59.1858704348454,7.106,2.029,68.32,37.82,4.2395,46.71,39.57,1.9765,4.256,513.05,34.7148708523494,46.24,8.826,53.17,111.3,23.37,1.605,1335,202.8,0.7452
"S100A6",1526.35064736294,465.8,2534.71881833822,1700,173.135411955924,1365,1758.0120806862,1597.95653474383,47.875,1149.32807778798,988.5,299.930623233994,623,25.74,2146,951.1,158.7,2359,632.3,60.415,265.4,860.25,755.975996977447,833.5,498.2,538.75,116.2,1214.5,3608,1354,1526,1187
"IGHJ4",15.7626853457315,3.6415,11.5840305622856,12.99,0.495738757540745,27.955,34.9174365733414,57.4222727219679,1191.5,6.76666702825668,110.9,1.5103171114423,9.148,22.93,293.8,1119,0.994,5.905,7.56,4.215,3.729,14.1,2.44050577677178,700.9,3138,220.35,1.043,9.9485,0.7603,6.996,21.08,147.9
"CEL",1.85128672707604,2.676,2.62110272864548,4.894,2.0401513864169,2.114,4.77149893875066,2.59296145261816,2.4355,2.95032855663651,4.193,2.18282327501858,3.791,1.845,2.089,2.803,0.7826,2.6215,8.244,15020,173.8,4.8845,3.31407093126666,4.339,3.746,2.4435,3.469,3.0065,2.421,4.861,4.07,0.8407
"PRSS3P1",0.535326948893948,1.552,1.08441328680775,2.657,0.236644668918858,0.923,3.07569809971249,0.958891051079666,1.3655,1.12644322791514,3.238,0.279334158849829,0.7111,1.335,0.6974,1.097,0.2394,0.7039,2.432,15070,1.407,1.5565,0.5952811539036,46.3,2.4215,3.0795,1.246,0.70125,1.098,1.812,1.393,0.3952
"CD74",1087.54960842398,551.85,703.676560371499,433.2,104.755107290262,1018.5,658.075716439318,374.559948610072,4715.5,346.898940473012,749.7,172.208227287274,707.7,113.8,2405,526.7,98.75,1552.5,208.1,95.015,358.2,521.2,498.681818760699,1506,3808.5,326.45,97.96,836.55,2.467,647.5,472.3,932.5
"CFD",1691.33123235376,25.29,412.955438477391,1126,3.09352097563065,1297.5,701.789555983866,263.811140249046,2.4295,324.331184714611,337.4,289.612628768951,6.256,3.668,438.2,226.7,102.8,1076,60.7,18.675,10.06,252.1,562.843160816907,191.9,35.21,168.3,77.53,488.15,105.8,43.23,1114,85.97
"GP2",0.520828368028424,1.208,1.03432977943015,2.283,0.232645044819841,1.5685,2.07449085215748,1.29571044559195,1.2875,1.01666952433658,2.072,0.252609444320136,3.615,1.213,0.6462,1.264,0.2339,0.60965,1.78,14280,1.053,19.015,0.553606475269719,5.954,1.8975,6.2865,2.68,0.6922,1.097,1.658,1.323,0.3248
"HBA1",8.00599800133222,0.61595,4.2688410583269,0.7342,5.74403518100983,3.89,1.88724193652004,0.832257282698039,1.4295,1.24819174220826,2.185,6.29876784121813,17.18,8.376,29.6,0.7643,2.1355,2.256,1.499,0.2754,12.23,2.333,4.20100605652407,0.2721,86.965,0.7699,2.289,8.4095,0.1883,2.989,4.133,14160
"KRT13",2.43338171486947,4.3065,3.62200392303128,153.7,1.32362348719764,3.2295,17.3607516186021,3.45580475335264,3.454,114.458702532013,11.99,1.57168388415062,2.791,3.969,5.91,31.18,1.6395,3.6795,6.843,3.504,4.762,19.49,3.064581159234,3.828,5.2345,5.233,7.904,3.4345,3.291,8.988,13360,2.991
"HLA-DRA",597.308331882484,243.4,409.771156063747,197.6,49.6809406206473,554,336.066017272581,178.424496655278,4789,160.611290281499,351.2,69.2604867617639,276.4,45.28,1739,210.7,47.43,843.55,73.58,37.7,159,225,283.920831109275,965.3,1963,138.2,44.47,279.95,1.524,278.1,241.3,596
"IGFBP4",1154.49989182172,345.25,645.465129422329,493.2,17.6444967412274,1329.5,1273.32805823304,705.733188692876,24.805,524.809531967733,1381,242.499815195002,408.2,989.299999999999,685.6,366.7,61.955,1071.5,2464,101.65,342.5,709.55,341.409812943496,258.8,501.75,199.8,115.5,1043.5,1586,1598,1123,4.478
"HP",31.2399968982629,3.416,5.76686584620277,2.588,0.430509402098876,6.2665,6.25559273939766,0.886751451569602,0.25385,1.12447572407867,12,3.93584035398229,1.458,12710,20.91,2.624,0.6254,7.0105,2.68,0.9889,14.4,1.773,0.697339806874275,1.119,8.7385,1.2855,1.19,1.987,0.7948,1.896,1.048,54.9
"ALDOB",0.500292531475112,1.8195,0.563542264086924,0.3307,0.737526321455839,0.45685,0.459445494014765,1.4018970627402,0.2304,0.486358892482728,0.6527,0.59546736099489,1122,2500,0.6807,0.4726,0.31785,0.9427,0.8028,77.795,4.839,0.66465,0.341083084674473,1592,0.85445,5.8735,1.089,0.4898,0.358,0.8316,0.5144,0.5348
"SERPINA1",5.91812633593808,3.563,6.73868104307123,5.027,1.76487661577141,9.767,6.28895362860816,7.7214494208245,0.87995,2.07220852623162,11.77,1.74161521734907,77.21,6242,217.5,12.77,0.72365,5.9075,2.16,23.365,3.97,4.646,1.52469443695668,222.3,134.55,24.1,1.346,13.935,0.9621,3.732,3.229,887.5
"COL1A1",228.264694185564,65.085,409.750124598476,387.9,1.79580185219819,197.15,1080.4457915217,293.345545235528,3.2885,101.207201134738,469.4,44.8298352604502,34.81,14.63,169.1,62.26,7.5665,186.25,743.6,19.435,141.4,278.85,197.527781431214,99.88,84.355,98.545,50.74,94.23,3561,973.4,608.6,0.9243
"CPA2",1.27398120045,1.5415,0.909188852226166,1.751,0.906095899906545,1.463,2.02930355032308,1.00283570219826,1.162,0.814992756717622,2.08,0.234724098736232,0.6515,0.8925,0.6207,0.6378,0.17325,0.64685,1.536,11380,1.088,1.139,0.567424980660957,3.937,1.4015,109.25,5.998,0.5654,0.8425,1.516,1.13,0.3011
