"","Adipose","Adrenal Gland","Artery","Bladder","Brain","Breast","Cervix","Colon","EBV-transformed lymphocytes","Esophagus","Fallopian Tube","Heart","Kidney","Liver","Lung","Minor Salivary Gland","Muscle","Nerve","Ovary","Pancreas","Pituitary","Prostate","Skin","Small Intestine","Spleen","Stomach","Testis","Thyroid","Transformed fibroblasts","Uterus","Vagina","Whole Blood"
"MARCKSL1",67.8133308305883,69.24,24.5277027038805,62.32,269.091299294591,95.255,155.768730938284,46.5992331871008,416.65,18.6286484298334,165.4,23.7643291853424,30.47,22.73,69.29,98.24,5.899,172.5,720.1,14.11,33.93,119.8,39.772785041005,86.63,113.85,81.955,338.6,223.2,19.84,106.4,50.43,25.1
"HLA-DPA1",131.617306562907,66.635,99.0202035845435,59.1,17.3742867833959,129.4,89.0003749992187,48.1900843666688,873.2,41.0751029145816,73.12,21.9071167980608,58.51,13.42,365,49.87,11.22,192.7,20.8,9.7305,51.21,67.6,62.4445899978871,125.3,391.75,28.855,14.82,76.52,3.462,84.54,66.36,108.4
"PKM",187.751225161587,584.45,473.999030432,428,353.76734592061,228.9,336.467368792895,213.070257158719,1595.5,428.998086975444,275.9,348.876235260413,303.3,11.16,309.1,432.8,659,315.65,229.2,49.005,281.1,308.4,362.515199132031,225,297.15,180.4,340.9,254.9,938.4,242.6,437.6,352.7
"RPL23",491.52321772684,280.25,433.164575645208,433.8,108.584664487788,541.75,616.356145186877,341.025437650477,905.4,363.812183292985,489.4,137.759215910151,206.9,106.7,372.7,329,199.5,415.35,1194,212.5,254.1,397.9,516.695895289889,292.3,419.7,253.05,120.4,404.7,749,564.5,511.8,40.44
"EHD2",318.145014061006,97.935,310.71560517317,224.7,11.6137335172392,237.8,240.790880721337,146.598089418529,0.4439,188.383514376914,191.7,48.4387621204253,21.74,7.812,226.4,53,26.865,204.45,145.6,20.38,16.85,121.95,86.9263691960494,58.42,74.415,44.905,25.08,112.6,433.4,230.2,183.4,0.7435
"CTSD",625.988157782904,1798,910.663897660146,897.6,225.012061229984,548.7,772.582245142687,398.52709545161,80.505,348.101327948979,421.2,443.384338157861,1082,552.1,1364,704.3,456.9,833.05,314.3,243.45,382.9,432.4,721.60752833056,711.3,1254,466.1,317.3,537.8,452.4,407.5,684.4,948.9
"MYH6",0.566314789561792,0.37425,0.640137484410041,0.05063,0.34597876402541,0.4927,0.0864977524366997,0.435349042916043,0.8488,0.437595223721827,0.0893600000000001,1409.69015024562,0.2633,0.2071,0.6261,0.7924,49.69,0.72805,0.3132,0.2975,5.644,0.72595,0.687739197862039,0.2904,0.28735,0.2986,0.4965,0.58305,0.2116,0.45,0.4739,0.3358
"PKP1",10.122606708861,0.32935,0.737585643912848,7.662,0.414930635740678,18.905,0.490096741825845,0.45788647020267,0.25875,11.7783799647528,0.586,0.265763595621236,0.4605,0.2139,5.776,11.29,1.656,0.85815,0.3678,0.2471,0.385,39.83,1034.36703636923,0.9574,0.30025,0.3155,0.3628,0.86805,0.4472,0.4652,288,0.2326
"GPSM3",31.4302150779177,13.165,15.8493851971262,28.85,6.02758489909658,22.62,15.3011241943616,14.6009839433287,263.95,10.6918869637528,22.33,6.12373272940528,11.09,7.409,100.5,13.89,2.122,24.515,7.658,2.907,9.583,19.69,9.98399995447924,44.33,340.85,13.32,10.81,16.87,8.874,13.45,14.28,831.1
"TSC22D3",256.791834626312,121,456.178513749865,365.5,41.202249751718,272.95,364.586651835102,161.375875671234,42.795,196.469656325079,219,52.0460743128085,68,31.93,324.7,172.2,191.35,860.4,262.3,28.525,81.05,272.5,260.768179884416,214,286.45,174.9,31.86,231.8,103.2,253.5,251.9,352
"RPS25",1737.62733212152,988.15,1825.20857958051,1666,596.1911367112,1961,2138.63758613463,1336.89909933448,3397,1382.07670433069,1848,591.826492323007,763.8,456.6,1363,1297,1248.5,1695,4223,967.75,1520,1495.5,1822.82976179247,1180,1522.5,1069,657.8,1634,2125,2008,1945,418.5
"RPSA",696.61520195592,497.2,678.054151621039,801.1,345.099384901131,791.05,1008.60487320535,735.76182718705,2379,786.570558192951,943.2,232.170538447721,335.9,252.2,738.8,712.6,325.45,865.95,1885,769.65,614.8,919.9,994.454669987539,681.2,1108,672.15,366.1,784.85,2109,1115,968.7,382
"FGL1",0.0944355860442403,0.19375,0.141082636481853,0.2366,0.415504574809248,0.1695,0.395743527658287,0.12399831850408,0.0421100000000001,0.110489867492657,0.3896,0.0394216280220459,0.0955900000000001,1267,0.447,0.2047,0.024505,0.30785,0.2857,130,0.1623,0.35465,0.0397819559888506,0.1562,0.14505,0.2552,5.131,0.24675,0.07168,0.7079,0.1079,0.1182
"RPL12",639.227662632599,347.6,585.33100557084,739.3,143.083316440129,749.35,859.63681945406,493.999166665965,1362.5,500.799846597108,660.1,156.472759549073,251.4,142.1,526.9,499.8,299.05,617.25,1258,429.35,359.8,611.85,847.004203999013,383.5,520.45,359.6,168.9,549.65,1141,734.6,743.9,242.6
"KANK2",116.532378517581,43.61,290.331071572885,269.2,9.075013004425,91.22,330.840240175901,210.767643893018,9.938,173.166007738274,319.3,76.2284662543547,25.88,18.89,134.9,30.38,19.805,213.65,227.8,12.855,20.76,128.45,37.0820075626273,43.64,52.18,42.535,26.8,84.025,115.7,415,142.2,1.572
"CD9",84.3911529375263,139,249.987781953691,239.6,32.2822720167101,115.7,222.67295321518,228.06514357274,6.707,277.043843709529,129.9,45.0439420553888,88.31,13.93,196.1,306.3,18.09,341.2,32.9,21.835,57.89,178.1,235.233994166801,104.1,41.94,50.075,15.64,235.5,15.67,181.6,348.9,8.419
"MUC1",12.5325829020184,4.9845,24.3140986457202,58.88,1.97882984190863,68.295,53.7115929214275,57.5852455828257,2.4735,63.146919247054,106.3,2.06054112862415,214.4,1.158,355.2,139.6,0.8316,62.34,8.469,103.15,13.04,41.325,12.7986412374552,19.17,6.099,775.5,68.81,59.565,10.96,41.81,41.01,1.392
"IGFBP2",112.348162755291,40.24,633.838829040658,187.5,4.5673588335934,90.29,110.928798796378,37.1926039960619,5.228,140.566653427836,211.8,44.7214763541161,109.8,166.3,68.17,53.7,9.305,81.57,330.4,109.8,68.32,230.5,24.1895533902449,36.68,327.5,368.65,81.72,65.265,43.35,157.2,99.86,2.407
"CCL21",63.9494572725593,23.625,14.6781077703335,32.65,0.207081520651292,80.565,76.1799180486738,82.5345623080651,0.21515,110.603517575286,161.1,6.2651390902033,20.64,21.65,240.7,16.73,1.8215,7.7235,27.4,4.8255,2.533,28.765,48.7824386706798,214.9,149.45,30.04,6.065,804.25,0.2282,51.93,65.84,0.3006
"AHSG",0.0334120359275867,0.0555650000000001,0.0421529320321574,0.1351,0.106543987170477,0.0471299999999999,0.105431242095138,0.042901942849854,0.0504549999999999,0.0996010103290574,0.1493,0.0357655377545634,0.1048,1377,0.0630600000000001,0.0593900000000001,0,0,0.08287,0.26515,0.0855900000000001,0.07352,0.146872098361452,0.05088,0.1057,0.0644549999999999,3.207,0.051925,0.0539499999999999,0.0729599999999999,0.1209,0.1247
"RPL4",1015.271002243,510.75,1075.63787351018,1147,393.727843060354,1084.5,1407.08202886054,832.408723256483,2301.5,949.961113496434,991.3,323.474713960888,470.8,257.3,772,777.7,668.45,990.85,2145,601.75,838.5,935.6,1433.4929417742,606.1,720.8,604.8,335,890.1,1895,1382,1168,389.3
"TGFB1I1",80.1725076611533,20.245,326.894719458031,228,3.6987829786213,85.35,222.964528441448,218.093929628367,3.5225,160.943253582558,264.2,21.9606663666367,20.41,5.294,92.66,27.4,7.531,96.235,137.3,4.7305,11.61,118.85,34.3518174921743,40.1,48.185,34.58,18.9,51.275,99.21,484,111.6,1.576
"MIR202",0.221918164199223,286.5,0.141555368898443,0.5667,0.0105240096172212,0.27835,0.501128340615818,0.152317534362816,0.07592,0.244665522879094,0.5939,0.19581583030164,0.0973999999999999,0.0683400000000001,0.2503,0.1588,0,0.2634,169.8,0.0931599999999999,0.1226,0.43775,0.242416307040438,0.2278,0.09596,0.373,802.3,0.098095,0.0445,0.4962,0.4674,0.03277
"CA3",4.65403466561711,2.925,3.47255107386578,1.879,1.58238032518849,5.591,10.7491780563578,2.00273575260961,0.4693,1.67683378031329,8.626,2.88642251949013,1.723,1.437,29.29,9.309,1414,3.885,1.971,0.72935,5.708,4.4775,4.59683347974549,6.366,1.262,3.503,3.72,5.181,0.5712,8.058,6.331,0.8666
"PALLD",56.3214619492559,35.29,346.13204179595,513.2,10.6751101671553,59.92,227.723850964433,232.500524624678,0.46675,250.905685250868,166.9,93.0612566363006,21.85,5.227,103.9,43.9,55.92,69.36,83.73,4.9145,13.74,107.5,36.7068481843816,32.79,52.04,37.245,38.33,64.155,101.9,347.9,115.1,0.8403
"YBX1",611.871042716165,248.7,766.992233224949,691.1,120.411088738372,502.9,555.317894732858,611.549467390185,1268,590.16164233182,535.5,427.660238417328,247.5,130.6,574,317.3,819.2,625,452.3,129.45,159.3,408.45,346.54870162324,361,410.5,324.7,1305,451.65,1048,598.5,472.2,290.1
"CUZD1",1.17295881231099,0.48365,0.835217614276351,1.306,1.21037902869678,1.43,1.97086098631356,1.27007422786128,2.3955,1.10983460590478,1.578,0.374043376316774,0.9339,0.3052,1.518,0.9133,0.18515,2.205,1.777,1381,3.031,1.979,0.969708364200142,1.799,2.954,0.98615,3.458,1.4355,1.785,2.128,1.395,0.4305
"IGLV2-11",3.03973897671619,0.9196,3.07832341402547,1.501,0.018113302713985,8.8435,8.68857755297443,19.3509982556139,1.371,1.9807402666367,37.74,0.275624905683485,2.983,6.736,76.14,357.2,0.1635,0.92375,1.62,1.1285,0.9911,4.255,0.46832532839286,241.9,621.8,72.31,0.5438,2.7805,0.1199,2.405,5.647,30.9
"REEP6",8.74929023057576,157.4,2.77511381007988,28.47,20.5418660600458,28.155,10.9788876779107,4.3585990706527,1.0495,6.3249069356641,15.82,2.44794431509559,20.11,329.3,3.604,17.71,1.597,14.445,18.49,24.29,16.31,45.36,15.6122876209148,117,3.505,5.8385,863.3,15.735,6.526,8.688,15.8,1.449
"RPL8",1496.51110179524,989.25,1408.07142724113,1643,446.209073091464,1760,2382.88443511845,1430.53763485282,2857,1500.90166210202,1898,617.751096968725,792.9,413.8,1353,1444,832.65,1551,3853,1246.5,1267,1597.5,2422.77536087815,1158,1397,1145,636.8,1411.5,2327,2306,2015,705.9
"ZFP36L2",338.764580261098,117.75,312.566962906895,213.6,20.5213104814195,370.5,351.53657966231,191.19380843305,41.265,164.549848761558,318.7,55.6482471043898,73.8,46.6,296.2,169.6,42.88,289.55,409.7,59.185,60.92,254,375.649040885544,267.7,242.6,132.1,34.97,438.8,298.1,233.3,293,63.13
"RPL7A",1165.49732104279,1061,1148.42985171949,1300,346.114370370923,1290,1705.26302192833,990.036578537846,2698,1140.54846703003,1400,371.004946203676,587,358.6,998.2,1073,552.5,1153,3096,1034.5,995,1222.5,1686.30732233343,832.9,1099.5,877.55,651.9,1092.5,2145,1630,1539,521.1
"RPS3",373.408493493404,216.45,367.938368537648,426,101.806222323895,478.6,664.27433439146,359.54879004096,952.65,375.592528487719,502.9,115.631642361754,152.4,103,381.3,342.1,145.35,407.75,1317,260.45,310.1,415.95,601.208618337533,338.2,541.8,303.6,159.2,370.3,778.8,658,587.7,196.3
"FMOD",117.113864554505,19.46,626.075578930383,50.52,1.24181500482712,111.85,245.440621651545,46.8847105034582,0.3536,35.8563570744165,180,32.9856587401215,10.52,4.964,118.8,53.55,5.6455,195.55,272.7,9.551,37.6,92.925,40.7813307590843,26.53,26.47,100.95,7.373,142.55,95.64,187.7,129.1,0.3211
"XBP1",105.073040872787,95.695,118.766070493432,106.3,19.9069336005299,372.8,174.251134090482,98.2196250748813,265.25,69.0859867457785,236.4,46.7526627529816,66.26,308.4,234,687,41.115,72.25,125.8,691.05,161,322.95,105.19830507122,147.1,309.55,304.1,33.16,183,152.3,119.1,88.96,69.32
"ACPP",0.491263088794194,2.249,0.28024128544968,0.882,0.112356435871598,0.58705,0.502793977895839,0.721398414080831,0.42405,2.95405490640979,1.01,0.164911441269249,4.279,0.1068,2.759,6.094,0.043075,0.3676,1.047,0.80905,0.4825,1354.5,15.9845400290971,1.218,1.545,1.137,1.033,1.4905,0.4837,0.2932,9.651,5.508
"KLK1",0.655170867312496,2.043,0.244868253964468,0.3786,0.0697267042532888,0.47095,0.338672013601539,6.70380737038511,58.495,0.651649927985283,0.5433,0.194043642418484,12.68,0.1147,0.7678,8.482,0.086355,0.8611,0.3633,1316,0.2223,3.9625,38.233576181633,16.85,9.234,0.5062,1.612,2.5895,0.1509,0.3206,1.372,0.4386
"TFF1",0.0270150923915382,0.15355,0,1.002,0,0.5289,0.498304383294663,2.56848738963724,0.1059,0.222065621429746,0.7442,0,0.0914900000000001,0.1453,0.08728,7.706,0,0,0.2032,0.40325,0.1831,11.685,0,18.76,0.15315,1340.5,0.1717,13.275,0,0.1977,0.2709,0
"ATP2A1",1.14641865673964,0.8145,1.13818326065723,0.9914,0.82313471243794,1.1885,1.01443993581343,0.971729241047056,2.1305,0.898246877117361,1.373,0.421126377209289,0.9522,1.007,1.373,3.783,1349.5,1.8885,1.815,0.3751,3.029,2.909,1.60456176736126,1.536,1.436,0.78515,13.14,2.681,1.173,1.571,1.208,0.9948
"CIDEC",804.543294925853,1.163,4.06039152609994,11.57,0.262881892189909,373.9,1.84096990480364,5.71599940440736,0.4632,0.635491839909928,5.423,0.681260116698187,0.1973,1.158,0.294,7.929,1.9515,37.935,0.3331,0.72965,0.1986,1.3705,6.37801057196315,71.91,0.2168,2.557,1.844,1.09,2.283,1.957,1.742,0.2487
"SERPINA5",2.74075821191373,547.35,4.11688985128301,3.577,0.366628243498478,10.86,7.34605625430359,4.02958248764249,0.0930850000000001,2.90561819907647,4.709,3.7625456428259,58.14,98.62,0.9806,3.139,7.2915,22.96,35.85,57.455,3.129,5.1375,2.55904327031858,2.644,135.55,8.9455,518.1,4.912,2.669,1.893,2.441,0.0869599999999999
"ZFP36L1",272.647199876045,51.365,219.294602566032,366.1,28.0928706445966,279.35,510.939649763524,208.674032726993,143.05,186.443335884749,367.8,40.2141480562197,82.53,87.2,230.5,256.9,34.815,269.25,437,79.785,58.77,199.45,390.213241084706,107.8,135.55,74.915,48,195.2,163.1,450.1,449.9,121.4
"IGLV1-51",4.13990389015203,2.674,4.33026327977752,3.184,1.35229383283869,9.8125,9.23624770118426,24.7645337625194,2.489,4.00822304223489,45.37,0.772250298349531,3.555,7.077,79.1,347.5,0.82745,2.567,3.857,2.0035,5.306,7.6815,1.82916277368412,172.7,723.25,65.675,5.338,6.832,1.264,5.403,6.556,28.84
"RPS13",1289.03430186953,617,1252.8934305016,1270,376.129424799429,1434.5,1889.35975412089,1047.91944399939,2394.5,1088.29310385691,1407,458.614447118451,541.5,322.6,1009,944,858.2,1283,2676,760.3,722.5,1044.5,1569.98854228794,876.4,1208.5,883.45,462.5,976.25,1831,1608,1460,443.9
"TPT1",2512.82994651587,1399,2267.12899552164,2202,604.475917708659,2241,2893.69998445435,1671.72621788504,2626,1858.49965807383,2285,1010.43857945008,1332,943.9,2106,2135,4207.5,1703,4019,1441.5,1503,1912,1690.45351694925,1490,1699,1342,456.9,1962.5,2786,2706,2505,602.8
"PCK1",107.789705395318,0.57285,2.46301789639374,0.6664,0.743027030698002,42.75,0.339670308322163,13.0764723919027,0.1555,0.714040096415309,1.45,0.433734766266062,227.1,838.1,0.2907,1.964,0.36195,6.6135,3.449,0.34755,76.97,0.50555,1.10024498571,114.2,0.2377,0.5842,0.3277,2.1615,0.0909599999999999,0.5272,0.3236,0.1379
"RPS24",435.015940075589,302.8,401.56343556844,477.1,164.641796754868,520.1,733.449708965835,399.602396398224,895.15,426.157319260219,543,161.92157622611,204.8,115.5,377.7,385.5,299.75,388.95,1157,271.1,316.3,495.35,523.999142856443,296.5,343.55,277.2,185.1,417.05,725.1,667,635.4,21
"RGS5",157.143684666824,49.73,1117.87994744514,113.3,62.0341418994313,74.045,125.32703392386,83.4129492435847,1.096,86.550254864363,85.17,87.6455847744264,24.95,5.429,57.78,33.2,67.875,56.58,23.83,10.84,68.61,100.2,23.714811348663,51.67,13.445,72.33,32.2,280.45,1.727,108.4,61.56,0.5053
"RPL18",664.169482162253,476.3,684.189191054816,741.9,261.186315163665,837.4,1059.37163296648,627.218684058346,1384,700.862873837759,1011,194.547308853894,316.2,253.6,600.3,660.8,254.6,720.75,2213,607.6,691.6,931.8,1271.98075397863,556.6,796.25,599.6,296.9,770.7,904.8,1135,1033,378.2
"ATP4A",0.0614032659644494,9.449,0.0584778464701936,0.2793,0.674701575195325,0.11355,0.305988694438049,0.0837108796168837,0.811,0.103066023180877,0.1658,0.0215660244937672,0.0376099999999999,0.07294,0.0434300000000001,0.0905499999999999,0.0283599999999999,0.0657650000000001,0.1681,5.5905,0.3071,0.1055,0.0826671596109305,0.139,0.1132,1309.5,1.999,0.88225,0.07924,0.103,0.1033,0.0375399999999999
"MXRA8",167.785662898245,26.365,218.782378742138,140.3,12.8697913689814,179.8,270.88367917181,94.0071470995735,1.951,64.9349773484281,148.7,29.3695982851272,41.24,7.449,121.6,68.65,15.255,385.55,231.7,9.134,56.25,110.4,76.0294073714708,50.16,76.74,34.075,55.59,150.45,456.1,268.8,168.7,0.9907
"HBQ1",0.130202381876803,0.0831550000000001,0.132332210904146,0,3.40949015667049,0.1116,0.14922777768378,0.0814457735365191,0.3803,0.065152649113791,0.1194,0.0782623002312564,0.2009,0.1362,0.6044,0,0,0.15695,0.1922,0.0403150000000001,0.8858,0.1302,0.219795261509078,0.0812900000000001,2.133,0.0795250000000001,3.546,0.16945,0.07457,0.08908,0.1193,1305
"HOPX",4.28311470630726,10.485,2.56861818988963,15.51,42.1170434481761,4.8865,4.88756999958387,8.7195339394438,0.6958,15.1296551742247,6.919,7.89967302770164,6.189,0.5949,247.1,5.756,3.216,2.9885,5.446,1.0095,4.443,14.655,765.590601299024,4.195,7.3495,11.445,36.66,127.1,0.5049,9.704,215.8,8.371
"CD79A",0.898275217137916,0.33925,0.548621964596955,0.6163,0.181080692174136,1.221,0.70574348012824,3.50019216256373,755.3,0.787603745537386,1.696,0.166458794814459,0.5607,0.7577,5.922,12.94,0.1619,0.5078,0.8331,0.29495,0.3979,1.00985,0.450970833614515,63.52,381.2,3.7685,0.6537,0.6701,0.4887,0.54,0.8161,54.77
"BEX1",1.65067953551537,10.195,1.87185294839528,0.9078,346.504338698889,2.403,5.96340735559826,8.68179064016569,0.1831,2.90736851358132,13.82,5.03020397664955,6.989,1.166,4.049,1.375,0.32225,7.3805,34.2,33.965,682,7.6185,0.884284930683255,5.436,3.1035,7.6935,179.3,35.78,107.6,17.76,1.991,1.652
"YBX2",6.36727507291536,0.24295,0.509130545971283,1.52,0.957236529720827,8.9105,5.08212545086009,9.70613165433715,0.097785,5.8076908171875,5.749,1.14902954842413,2.991,1.873,0.4227,7.66,1.91,1.213,0.802,0.35935,5.027,2.709,4.93296957686452,15.42,0.3526,2.043,1328,7.657,0.1881,2.857,2.755,0.1069
"RPL21",881.450182729881,476.95,1021.39357367367,964.6,400.669193036291,1041.5,1254.15736065244,845.160741230648,1650.5,865.165652125239,1048,334.876018792649,430.8,245.5,836.8,714.5,488.4,962.3,2167,584.15,736.8,835.35,1100.41182125488,713.8,1076,616.65,269.1,826.9,1278,1277,1105,222.8
"KRT18",36.3198070734563,21.185,18.559382195976,142.9,1.85243091401667,90.565,21.5871157964004,36.9795240886454,0.55295,21.1710126897602,69.92,6.53520935342874,120.9,186.3,190.9,286.8,0.78685,4.011,13.27,233.65,209.1,203.5,32.7962394357716,211.2,27.365,188.85,9.759,239.6,5.18,15.88,66.97,1.257
"RPL6",680.372563286782,486.85,690.217517843126,769.5,263.639914249738,726.75,988.094409042938,602.512336245084,1435,687.676191049149,799.7,205.990651962836,343.5,215.4,550.5,554.5,344.7,568.6,1496,445.1,679.2,635.25,810.774771719348,483.9,620.5,510.5,176,662.65,1299,987.4,797.5,158.4
"TUBA1A",102.624972858863,74.74,174.422271198876,173.5,483.268154215862,104.45,153.282230020181,284.187832840043,35.77,216.234583961919,418.8,58.967551225642,34.42,5.319,142.4,73.46,8.603,463.15,177.1,16.205,180.9,99.71,94.3162100589401,64.73,86.335,41.145,97.66,47.39,225.4,369.3,115.8,124.5
"ATP4B",0.0534297037771434,0.082635,0.0658410713922701,0.2203,0.0985811794389544,0.067035,0.464043954258205,0.0883236379864218,0.36,0.0963085843739981,0.2756,0.0264799246940974,0.3081,0.06427,0.0960099999999999,0.0832900000000001,0.0167949999999999,0.0709200000000001,0.1356,0.0788,0.2784,0.13585,0.0528786275729982,0.1397,0.7887,1262.5,0.2865,0.7944,0.0592600000000001,0.1656,0.1101,0.02597
"CTRL",3.32412702172358,1.9705,2.0535128075724,2.725,3.67695085777973,3.388,4.21456647287193,2.92673070123226,5.8045,1.99390841283836,4.613,1.14447965716628,1.618,1.407,7.719,2.477,1.027,4.4005,7.167,1304.5,5.829,5.243,2.23157082546554,5.755,14.835,2.164,2.592,3.7045,1.122,4.221,3.244,10.05
"RPL27",851.316021203403,565.25,842.550659306869,762.2,274.318416258417,906.4,1057.51972112002,732.962832846459,1751,796.655898577,946.7,291.572298757077,341.1,236.2,715.8,633.1,515.4,822.5,1441,417.4,477.5,730.1,1184.98946032416,589.5,889.6,509.8,275.1,644.1,1450,1063,932,200
"TUBB",264.253689889509,153.3,301.953536057329,217.5,137.264013353162,221.15,369.740832658071,259.109861404753,1256.5,255.702490492679,308.8,102.171740316813,85.76,109.7,279.4,172.8,81.905,310.6,554.2,65.635,117.1,181.2,182.956516601071,169.6,257.4,138.2,129.1,209.85,774.9,401.6,292.5,83.97
"RPL14",983.95796357002,507.1,1017.35639760922,1084,330.225578293113,1128.5,1378.00326323037,876.540654328903,1866,942.480043053313,1004,329.779473365564,467.9,295.8,858.6,886.8,585.75,932.1,2186,754.6,701.8,955.85,1228.8975567095,680.6,766.75,772.9,258.1,900.9,1532,1356,1273,357.9
"CSTB",115.674933040478,108.15,99.4436723902752,228.9,53.6107056528327,100.7,113.093553717991,76.7424285702472,104.65,315.825630222607,76.1,39.0275380207177,72.38,55.6,164.3,167.3,28.515,105.1,89.11,20.82,142.2,93.735,144.45996012649,67.7,80.69,64.17,57.48,121.5,155.2,74.64,1606,73.86
"CHGA",0.13961939260439,7.4575,0.193119671820882,0.581,33.6202291879908,0.34025,0.896478644751899,15.3326403254342,0.1397,1.25503032605729,1.766,0.0884101249069673,0.4244,0.1356,0.2975,0.1969,0.0800000000000001,0.24865,0.2996,42.245,781.5,7.674,0.406149145716769,86.5,0.21575,226.5,158.6,0.3387,0.1629,0.3241,0.626,0.1622
"NDRG1",228.816938018067,84.585,194.962273107928,158.7,92.4348000597053,180.45,266.108348802504,139.391043161592,7.382,209.542798962398,203.2,49.2688123989418,177.3,29.28,207.5,144.1,19.69,822.3,232.5,30.055,138.2,277.05,398.585985740241,204.1,62.145,165.65,63.05,157.3,148,180.8,427.4,60.8
"PLIN4",770.449285436184,2.134,12.3347793419002,91.42,4.26009888378206,325.5,19.4443488524335,72.6072618700085,0.72605,42.3830707471638,45.82,70.0879356853186,5.937,61.19,6.995,18.07,183,33.435,35.36,12.565,7.104,30.155,11.3833723193644,5.556,7.837,18.37,6.263,6.6865,0.9738,59.7,11.51,19
"AGT",10.2746902396474,21.835,70.0142634702755,2.87,174.816344635519,4.976,17.3772859802529,5.88398394826717,0.1749,5.88522318970976,11.04,102.983868941293,28.15,1055,8.562,6.218,28.62,21.75,4.281,4.332,26.48,19.38,1.73704822756195,13.65,0.4242,4.617,10.24,25.29,1.69,4.558,5.837,0.2633
"UCHL1",40.9893182845352,32.82,73.6429009601907,45.97,530.336179490738,14.255,27.4975262084273,49.5850373134191,5.614,16.1291783387454,8.601,9.8531566836566,53.05,0.7509,12.91,5.41,15.16,91.41,85.1,7.3525,659.4,20.77,5.97683567242342,14.96,5.03,7.101,53.55,22.16,77.36,19.79,36.47,0.5353
"CITED2",132.457034284447,132.3,76.7578841784033,69.56,15.6334357497892,163.3,81.074327289354,93.4422098428452,15.49,117.036912741952,273,36.6511885602566,56.86,68.71,197.5,65.95,40.055,253.7,444.8,39.015,22.56,50.345,141.929003354812,64.48,138.1,47.82,39.33,249.65,736.8,188.7,89.28,32.74
"COX7A1",102.493282390694,56.395,166.193109945161,61.75,26.9981587455007,83.895,64.0814489697333,72.209760278258,0.48595,75.5382189480559,63.78,565.877711680394,29.29,3.201,61.72,34.96,700.85,61.56,48.48,8.5195,111.9,56.43,23.3206866679376,15.13,27.04,11.17,12.34,57.22,35.15,74.47,56.08,0.6009
"CLIC1",283.292226415004,129,333.763721483674,261.6,16.0901901556157,258.3,295.8728684134,214.959614280078,513.6,231.371160196409,238.7,65.2732547865276,190.5,36.87,385,236,18.025,253,175.1,58.77,119.9,253.75,316.598173798276,209.6,334,177.9,55.61,228.85,465.4,263.6,288.8,631.1
"SLC25A6",555.560616644764,541.65,450.889632483821,642.2,251.995110276775,554.9,559.441919381482,564.715697148312,1106.5,564.541821973014,537.2,142.380472868519,428.2,81.63,485.6,541.2,73.03,396.75,984.5,397.95,519.6,509.8,527.849468185419,451.1,485.95,549.1,139.2,700,959.1,636.2,479.4,255.6
"RPL35",1207.73632360412,703.3,1077.15619040199,1014,435.870360968843,1332,1518.90591814099,964.723148733631,2524,1113.77291853136,1325,369.109781010986,560.7,445.2,985.9,905.1,708.65,1256.5,2341,874.9,930.7,1169,1848.21442780441,802.9,1172,787.65,661.4,1126.5,1752,1509,1551,250
"RPL13",1173.4973392903,645.05,1069.15245738656,1285,356.85883950771,1330.5,1719.56734828951,994.735984084134,1777.5,1083.80547384365,1473,338.43445611782,544,390.3,901,1003,586.1,1170,3205,831.75,939.8,1486,1930.65266028859,845.9,1248.5,794.7,625.4,1004.5,1451,1613,1524,621.5
"PLIN1",786.1772354432,2.3655,6.45543085233644,5.493,2.51646250415531,353.8,2.28102544945936,3.39773293868557,0.68345,2.47293510811831,2.347,1.15886699451356,1.079,12.31,1.239,11.52,3.9035,44.7,3.452,1.9595,1.242,2.811,6.22417330910603,3.554,1.5965,2.0315,28.6,4.704,0.4849,1.919,2.315,0.3066
"ITM2C",43.6120499416918,29.165,69.4140114506867,168.1,462.96786839076,42.24,172.718623066152,416.03801984951,149.85,74.0402196367777,92.21,27.0925897702579,116.8,19.35,63.58,62.42,9.008,198.8,125.2,30.9,440.8,147.3,25.2334747984326,349.5,145,79.065,40.07,78.05,118,147,110.6,13.38
"RPL19",1785.77642697681,1116,1808.57089020734,1850,567.078372586717,1991.5,2443.26921594165,1466.61030249859,3622.5,1514.41185243222,1925,568.437266079417,856.4,502.9,1489,1444,1015,1754.5,3656,1029.5,1323,1602.5,2322,1252,1806,1194.5,729.1,1576,2433,2311,2104,892.6
"PPP1R14A",71.5189726899106,85.235,804.862469187769,179.3,37.7915146441078,69.295,174.016042121858,149.959183225135,0.4371,128.284989569522,99.21,16.6849399207348,20.91,3.893,122,9.685,7.1535,53.02,93.51,8.42,8.321,76.325,13.115629635266,21.1,66.885,20.405,79.94,16.325,2.138,150.2,63.54,1.349
"ADM",228.467481356291,12.225,53.5092261744207,75.6,5.68858249790752,154.1,82.4541011574626,32.1987469643057,14.41,41.2037679062673,46.94,25.4223059175387,40.29,14.17,112.6,34.01,20.895,83.52,23.05,5.0425,30.93,13.185,108.187499284488,34.39,29.645,23.84,4.777,35.82,986.3,25.79,133,110.7
