"","B_cells","B_cells","Plasma_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","NK_cells","NK_cells","Monocytes","Macrophages","Macrophages","Macrophages","Dendritic_cells","Dendritic_cells","Mast_cells","Mast_cells","Granulocytes","Granulocytes","Monocytes","Monocytes","T_cells","NK_cells","NK_cells","T_cells","T_cells","Granulocytes","Granulocytes","T_cells","other_cells","Macrophages","Macrophages","Macrophages","B_cells","Dendritic_cells","B_cells","Granulocytes","Plasma_cells","Dendritic_cells","B_cells","B_cells","B_cells","B_cells","B_cells","Granulocytes","Granulocytes","Dendritic_cells","Dendritic_cells","Monocytes","Monocytes","Monocytes","Monocytes","T_cells","T_cells","NK_cells","NK_cells","NK_cells","NK_cells","Granulocytes","T_cells","T_cells","Dendritic_cells","Dendritic_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","B_cells","T_cells","T_cells","T_cells","T_cells","Macrophages","Monocytes","NK_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells","T_cells"
"FCHO1",683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,683.236488255615,485.27673416663,951.522078671146,1396.53555968678,804.499069329405,422.125319890635,1173.89543554928,656.715976834464,711.879540942392,362.559952308121,711.879540942392,573.546248705946,500.566633011284,573.546248705946,951.522078671146,951.522078671146,373.281768746221,1562.51030678026,1063.44093376676,241.95314287318,705.563095687077,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617,683.236488255617
"FCMR",41130.741649673,28950.5726912071,1871.63093855618,17037.3322559077,34185.5501817881,22685.0899982582,5916.09183128424,25577.2617154348,16692.6225202073,6163.41935418822,10120.7723164861,2860.90441496687,833.191513903541,2400.40330232086,413.852921285963,990.925285699798,1216.8255532457,411.498320333125,429.213943819588,353.281233331561,2043.35248003041,2566.9013122243,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376558,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,3754.99701376557,9124.17291284214,9675.19555220077,2610.83888413117,7996.84793013299,2395.03466847698,229.916021874515,175.28839200142,3163.35822049442,9458.65284298471,6722.85055132736,4511.30707854912,4684.69471499593,3756.64611819905,11708.1361924067,12399.8131668137
"FCN1",440.727768719525,279.58138899955,358.762187449192,353.839224574938,533.450000137706,285.203914055211,208.252739232581,359.966511811368,302.962398798902,7019.39961982001,947.777905121161,335.053814098929,72767.2288644483,3313.49510614854,838.127246426216,1432.87293245242,444.048061078518,361.817352674841,1559.5709883801,1207.7871865373,325.486404776733,6802.15177420078,41866.9851567874,41866.9851567874,1491.97277505423,670.258808909283,910.755536062446,243.82667560607,107.974149963716,583.531302619389,166.929893473793,89.9140524722228,855.241429438528,2813.99887350967,3725.06094381763,3725.06094381763,98.5997810513779,3283.68161952216,121.616812154022,4775.60851603997,259.42275380966,52.7401649412161,648.288982465685,645.142798334505,499.186375434738,792.085920323366,917.957801655108,2377.92590861387,1224.02283599308,603.562124692707,1692.15634261839,1741.29963524276,23717.294228931,22895.9392649374,16561.9534475165,1393.1176932037,624.505549104442,544.854160527519,466.413202544353,528.163853216716,510.236684946534,4921.17495228213,485.606191106045,510.236684946534,667.802781972933,438.453363196019,409.14266610222,599.118974832671,502.362677679751,496.905941777037,507.30560395341,619.850167257621,582.732433135104,657.452285015248,419.052540561673,558.500038255933,553.467909165394,426.802246639609,533.34021877025,500.307872712439,645.142798334505,523.211921684422,473.843072808763,595.328664566047,424.310587461313,444.016141137635,802.937774737343,338.928712036,775.239009799051,326.010035696372,20309.5534649632,43562.8894632387,585.658459767413,847.03515787897,275.727239347902,292.844905590645,323.195861344871,279.79363157314,949.680416869925,831.033411370537
"FCRL1",238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496868,238.728910496867,238.728910496867,238.728910496867,238.728910496867,238.728910496867,238.728910496867,238.728910496867,238.728910496867,238.728910496867,238.728910496867,238.728910496867,238.728910496867,238.728910496867,238.728910496867,238.728910496867,238.728910496867,238.728910496867,238.728910496867,238.728910496867,238.728910496867,237.867989015798,237.867989015798,237.867989015798,237.867989015798,248.43057829132,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,266.024997987391,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,237.867989015798,16595.6225404605,260.23479229236,141.440602306914,227.574277347352,130.848563527678,210.673054690695,123.220635568257,145.360264549933,139.831591142189,114.431159104532,131.96674340564,146.960306338713,95.9337485636547,294.258875135164,756.089120510882
"FCRL2",5241.42268986608,5135.38475205586,2108.38256363664,213.010143141545,146.355171450419,181.234033702005,240.651072181,175.806671776187,106.005471968291,300.553806216398,160.67793609538,165.684629740596,169.660517790884,167.847902762933,138.851193332075,110.426489176425,211.063148029574,158.949387327304,148.423325477565,123.821648533404,174.803161528406,232.706078137516,259.585755612782,259.585755612782,259.585755612782,259.585755612782,259.585755612782,259.585755612782,259.585755612782,259.585755612782,259.585755612782,259.585755612782,259.585755612782,259.585755612782,259.585755612782,259.585755612782,259.585755612782,259.585755612782,259.585755612782,259.585755612782,259.585755612782,259.585755612782,258.819771298415,258.819771298415,258.819771298415,258.819771298415,266.748093499518,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,286.021724180885,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.424536415194,258.819771298415,258.424536415194,258.819771298415,258.819771298415,258.819771298415,258.819771298415,258.819771298415,7833.27197874805,263.139938396676,188.750346484179,241.029344729777,195.135984733282,227.577626947951,165.513236743796,175.988463361117,165.793852983858,157.746728882205,170.506371105071,191.378630264146,131.034429056748,250.408203905336,475.434818500987
"FCRL3",400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169396,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,400.082880169398,3704.34810132823,224.817250471082,231.992794376521,258.592170425748,268.556207024312,123.475650916548,102.872235154338,1519.37254392055,351.731940194289,328.349497302305,235.433259860607,326.345181980967,173.313654689184,1602.20026385251,1658.48345775725
"FCRL5",133.728510736651,133.728510736651,133.728510736651,133.728510736651,133.728510736651,133.728510736651,133.728510736651,133.728510736651,133.728510736651,133.728510736651,133.728510736651,133.728510736651,133.728510736651,133.728510736651,133.728510736651,133.912761863924,133.728510736651,133.728510736651,133.728510736651,133.728510736651,133.728510736651,133.728510736651,133.736880326314,133.736880326314,133.736880326314,133.736880326314,133.736880326314,133.736880326314,133.736880326314,133.736880326314,133.736880326314,133.736880326314,133.736880326314,133.736880326314,133.736880326314,133.736880326314,133.736880326314,133.736880326314,133.736880326314,133.736880326314,133.736880326314,133.736880326314,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,152.35344139941,132.416195408017,132.416195408017,152.35344139941,153.237450721926,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,132.416195408017,3239.24333680186,143.923078387472,127.227172393192,138.53781527877,118.554195897248,155.953248356959,109.299979459681,102.498041973793,99.5644946976331,78.6778869065858,78.6778869065858,83.1146046880223,80.2760058101843,101.989950435806,107.222747157762
"FCRL6",220.682562481028,220.682562481028,220.682562481028,220.682562481028,220.682562481028,220.682562481028,220.682562481028,220.682562481028,220.682562481028,220.682562481028,220.682562481028,220.682562481028,220.682562481028,220.682562481028,220.682562481028,220.763765975485,220.682562481028,220.682562481028,220.682562481028,220.682562481028,220.682562481028,220.682562481028,220.68625290381,220.68625290381,220.68625290381,220.68625290381,220.68625290381,220.68625290381,220.68625290381,220.68625290381,220.68625290381,220.68625290381,220.68625290381,220.68625290381,220.68625290381,220.68625290381,220.68625290381,220.68625290381,220.68625290381,220.68625290381,220.68625290381,220.68625290381,219.818347010073,219.818347010073,219.818347010073,221.322183954205,231.108708129742,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,246.154344176476,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.675076741422,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,219.818347010073,101.56578692683,144.032874582889,108.959187042465,309.841870311405,149.397983637187,163.750967195932,133.413763703338,6317.6378744513,214.170579111417,585.27854036154,149.397983637187,177.502980055731,207.648867324326,131.372077938001,152.361889764218
"FCRLA",133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876786,133.247589876787,133.247589876787,133.247589876787,133.247589876787,133.247589876787,133.247589876787,133.247589876787,133.247589876787,133.247589876787,133.247589876787,133.247589876787,133.247589876787,133.247589876787,133.247589876787,133.247589876787,133.247589876787,133.247589876787,133.247589876787,133.247589876787,133.247589876787,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,150.598123302308,132.008758960434,132.008758960434,150.598123302308,151.539422006806,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,132.008758960434,2144.48222519936,150.875494285331,118.600877990063,148.459572915699,125.635331385795,112.749637486842,119.303771003774,113.684249088239,111.549734073944,83.7325008854031,85.410128128263,83.7325008854031,86.4468983870275,110.880107691358,103.84128804149
"FES",125.493127452199,120.275708304254,132.790911213812,125.796484160117,117.178857143105,109.059463425076,127.793385907886,117.821218088911,109.059463425076,276.096006525608,650.353252859922,1041.58955804634,2373.49421329437,254.552041294549,161.586777373756,2798.64966068376,1723.15317577927,130.110866440141,481.975693575332,294.389668054158,944.259203343739,1230.61933795663,316.764517793202,316.764517793202,316.764517793202,316.764517793202,316.764517793202,316.764517793202,316.764517793202,316.764517793202,316.764517793202,316.764517793202,316.764517793202,316.764517793202,316.764517793202,316.764517793202,316.764517793202,316.764517793202,316.764517793202,316.764517793202,316.764517793202,316.764517793202,156.619145225202,179.077616319289,174.186048431032,185.018196050189,223.106223399455,1079.74349335059,1493.46031139582,592.510071023174,1210.17468710614,592.510071023174,700.027767804537,803.426562007169,592.510071023174,476.469530039955,226.978216142199,267.277007559586,1889.84019180344,223.106223399455,700.027767804537,864.181926547383,188.051709953977,189.824158480253,960.436427027477,1351.8085303987,186.533833141905,380.601470283153,152.39021026144,200.842965355284,146.718901499879,230.186877240109,151.279277579523,272.724938531635,167.424972364646,134.19600871722,149.340789974909,162.568814248121,322.833524440993,139.685696680277,164.928869561094,169.188998688646,168.192677558424,217.846230277097,274.00550646735,495.194273165985,189.974463193919,245.142431190533,210.56865925956,255.849641791401,531.066570932205,1130.26941012,1075.85965402882,231.399732609932,225.905620110415,270.250908141944,209.010907162048,274.70361849242,238.267406670403,207.894079344782
"FFAR2",105.813732182679,110.019421582198,130.908247341078,98.7161633649791,100.751300640565,116.901631252782,118.969023151825,109.68970760655,115.814240467842,110.019421582198,196.998689015938,99.7140631940815,310.192212715271,159.156439074779,1059.4610862486,230.769959456941,117.394226937125,108.7879675609,230.769959456941,226.177011029481,1868.33283731902,4595.03856074211,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,198.87398394059,204.114397106747,201.168185879419,207.195013877397,216.770188908659,198.297393607143,198.297393607143,198.759891841356,198.297393607143,201.917240370165,198.297393607143,198.297393607143,198.297393607143,173.440169715569,198.297393607143,200.410710800744,198.297393607143,200.966081758892,198.297393607143,204.114397106747,205.073454854439,200.054779876776,201.312223067412,198.297393607143,198.87398394059,204.709846490479,198.297393607143,202.151601378814,198.297393607143,201.168185879419,198.87398394059,205.275939083101,198.297393607143,198.297393607143,198.297393607143,198.297393607143,199.621385538555,198.297393607143,201.312223067412,198.297393607143,198.87398394059,204.709846490479,199.729169091927,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457,199.89769511457
"FGB",763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,197.399027625621,1063.75411564607,227.375783515007,1700.57961869935,5097.60460302724,1763.78778066957,783.511476424116,579.781821934994,1310.79726191458,446.957367066158,1363.43635115775,1599.31158629405,1831.73408446417,4453.22007127043,2152.20988818061,201.82051969245,185.43416675581,232.962455562502,293.344301750277,847.952579406246,436.714992568162,4940.01779118938,1351.47328254329,1547.42351773439,295.077538037654,489.750156839414,327.698330152436,676.300721661034,325.969697888006,4290.86236052654,332.967414055816,767.070638836839,345.168396845074,912.299590843351,217.482173090457,634.629826065569,375.001060733694,664.12272904724,321.807468696475,964.417743245732,1204.23865678417,1700.57961869935,1579.26312039751,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146,763.770721189146
"FGD2",336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,336.069091094153,1534.36197024736,4327.42105651506,1442.07996908392,3205.57613736791,525.834644629047,127.067364286281,118.430370094487,1694.91261238382,2862.56464113159,541.754790232496,414.521457365106,1119.90302639585,1466.85840906485,291.150311323331,211.348185088263,257.342052130451,178.429235598571,227.05376831126,188.407862613936,191.00475855751,88.0390849758519,205.160626087275,1932.95547969578,3380.7229809254,141.648872962203,225.523476738685,153.501879868644,186.116256532521,121.882539398464,372.339918219131,131.836253284673,336.687467011751,121.567260213835,141.153741806289,138.639917578517,141.153741806289,156.500963808846,272.881448586963,139.154894679362,208.536492005525,141.648872962203,163.532824294868,193.627708364241,1999.83102455933,226.5570359753,200.616692201496,236.209162723885,219.329013223418,1522.63755042168,791.090741318987,291.468882151302,229.660455200831,263.21413941973,241.985465527469,210.757216961937,286.644745446322,255.65813282408,209.115538768103
"FGD4",191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312555,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.700507312556,191.070056521269,194.526884350625,191.983016976583,197.833003324717,206.367467243231,191.070056521269,191.070056521269,191.070056521269,191.070056521269,192.663140007322,191.070056521269,191.070056521269,191.070056521269,166.570725158869,191.070056521269,191.479844571105,191.070056521269,191.813866812344,191.070056521269,194.526884350625,195.298069622509,191.258781251834,192.251744486258,191.070056521269,191.070056521269,194.876394724156,191.070056521269,192.887856104058,191.070056521269,191.983016976583,191.070056521269,195.543432675062,191.070056521269,191.070056521269,191.070056521269,191.070056521269,191.070056521269,191.070056521269,192.251744486258,191.070056521269,191.070056521269,194.876394724156,191.070056521269,344.444922698294,135.198963645041,134.464149311558,135.198963645041,130.643522812359,1024.10288967689,593.522778582674,141.665315371783,134.464149311558,165.488400890721,151.379332789018,154.438164179809,167.812405766162,130.362486037506,158.393432499716
"FGD6",207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,207.22421029984,206.389378511406,206.389378511406,206.389378511406,208.112294314093,217.302472175844,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,230.98268352002,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.622747431673,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,206.389378511406,226.236934655811,221.110847319876,237.165779060088,173.983451614142,227.464291797358,442.674147011218,426.68699194214,159.730734238936,149.741597837018,171.305011337004,177.915989230318,176.14358030284,179.199209514622,143.060850794795,190.483540668856
"FGFBP2",252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,252.340834552565,251.666905795194,251.666905795194,251.666905795194,251.666905795194,257.065696970147,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,276.402483803911,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,251.666905795194,109.274610860966,188.396273297733,148.843762391666,387.337078015281,197.461998576958,186.647636324284,130.30890126411,14752.2658048313,195.974708204271,970.138323531755,109.550380003624,137.679075655077,156.960137879441,150.344268838766,183.886179677454
"FGFR3",176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,176.649284744305,100.085277934342,100.085277934342,110.348970627339,119.729148081275,285.904282390024,138.607621713786,162.449835737593,190.534708632529,677.495910914437,128.369192357275,143.263997795677,125.687926346041,183.567280898981,193.792862336873,116.132361487397,192.039402938423,110.898300629926,115.026331494288,141.573710909434,2356.08668433413,176.820878010842,181.233244121623,179.118779219071,184.623411146486,193.391602111564,173.198209330258,175.206003411317,176.589789401212,173.198209330258,179.657282920076,173.198209330258,173.198209330258,173.198209330258,154.136050913848,175.476422582962,178.54181469041,173.198209330258,178.991541821278,173.198209330258,181.233244121623,182.35384117468,178.095027152764,179.303292890182,173.198209330258,176.820878010842,181.916905629043,173.884800258085,179.793490756809,173.198209330258,179.118779219071,176.820878010842,182.458447106498,173.59872360012,173.198209330258,173.198209330258,173.198209330258,177.563860756929,173.884800258085,179.303292890182,174.630397191782,176.820878010842,181.916905629043,177.826318444462,176.649284744304,176.649284744304,176.649284744304,176.649284744304,176.649284744304,176.649284744304,176.649284744304,176.649284744304,176.649284744304,176.649284744304,176.649284744304,176.649284744304,176.649284744304,176.649284744304,176.649284744304
"FGL2",601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,601.621655638529,262.272172830212,340.672008978045,654.865148067089,269.227885500396,348.838103585587,10850.9614332409,7827.76893573097,1140.73620716019,302.150327534219,299.782416194165,322.905243828404,393.855981302892,318.374102912098,520.597941504219,476.611292096098
