"","A-431","A549","AF22","AN3-CA","ASC diff","ASC TERT1","BEWO","BJ","BJ hTERT+","BJ hTERT+ SV40 Large T+","BJ hTERT+ SV40 Large T+ RasG12V","CACO-2","CAPAN-2","Daudi","EFO-21","fHDF/TERT166","HaCaT","HAP1","HBEC3-KT","HBF TERT88","HDLM-2","HEK 293","HEL","HeLa","Hep G2","HHSteC","HL-60","HMC-1","HSkMC","hTCEpi","hTEC/SVTERT24-B","hTERT-HME1","HUVEC TERT2","K-562","Karpas-707","LHCN-M2","MCF7","MOLT-4","NB-4","NTERA-2","PC-3","REH","RH-30","RPMI-8226","RPTEC TERT1","RT4","SCLC-21H","SH-SY5Y","SiHa","SK-BR-3","SK-MEL-30","T-47d","THP-1","TIME","U-138 MG","U-2 OS","U-2197","U-251 MG","U-266/70","U-266/84","U-698","U-87 MG","U-937","WM-115"
"PNP",72.3,98.7,22.5,47.9,17.4,14.3,67.3,69.8,31.4,61.8,63.2,52.6,64.8,156.7,88,34.4,77,125.1,111.5,84.3,66.4,97.8,164.8,62.2,72.1,19.8,405.2,80.7,10.1,40,200,67.4,238.5,82.2,95.4,70,58.7,121.2,189.4,65,167.2,114.9,33.2,59.4,177.9,61.6,116.4,23.3,168,148.9,10,69,60.2,188.3,44.3,62.6,94.9,117.6,46.2,75.8,169.8,37.6,447.6,4.5
"IGLL5",0.5,0,0,0,0,0,0.9,0,0,0,0,0,0,472.9,0.5,0,0.2,0,0,0,0.5,0,0.3,0,0,0,0.5,0.2,0,0,0,0,0,1.4,0,0,0,0.1,0.3,0.4,0,0.3,4.1,0.8,0,0,0.9,1.4,0.4,0,0.1,0,0.6,1.2,0,1.9,0.1,0.2,346.8,55.3,308.3,0,0.2,0
"HERPUD1",24.9,28.1,29.5,57.2,45.9,60.9,101.4,55.9,84.8,77.7,63.3,35.6,55.8,82.1,78.3,50,42.6,52.3,16.7,79.7,62.1,28.1,8.9,34.2,106.2,306.2,16.7,43.6,77,157.7,38,91.8,53.9,14.2,114.6,196.9,18.4,31.8,27,19.1,63.9,24.5,72.5,339.5,135.9,25.3,38.4,39.7,61.3,209.1,229.6,29.4,52.2,32.5,34.3,36.2,28.7,22.1,406.7,130.7,122.9,48.2,22.3,45.6
"C12orf57",77.1,231.6,288.2,267.6,135.3,164.4,93,96.3,227.5,90.2,149.3,84.4,129.4,19.4,83.4,138.4,74,115.7,101,22.4,146.9,214.1,211,140.2,98.7,313.8,77.1,194.7,205.8,119.3,74.8,78.4,137.9,73.4,166.1,75.4,203,163.7,79,522.4,85.7,204.8,251.9,279.2,98.1,175.1,152.4,401.9,194.5,138.3,179.3,44.1,339.8,142.3,190.7,191.6,72.6,141.6,129.9,103.3,99.6,194.9,1.9,130.6
"FUS",293.9,257.9,363.9,223.6,60.9,52.6,377.2,373.7,129.6,184.2,146.1,320.7,193.6,368.1,289.7,174.6,126.5,382.8,205.5,181.4,286.1,221,391.3,144.1,268.8,124.4,372.2,252.6,111.1,55.9,286.6,148.1,159.8,420.6,122.2,207.8,313.7,274.6,261,562.6,287.5,505.8,474.5,205.6,167.8,193.5,281.8,455.1,308,151.6,172,229.7,345.6,195.4,309.9,329.4,195.3,391.9,119.6,225.3,496.4,172.2,245.5,383.4
"SEPT2",204.9,187.4,545.6,337,344.7,380.9,275.3,428.6,403.2,296.7,392.4,97,218.4,67.9,111.3,453.3,180.1,375.9,246.5,503.5,224.1,237.6,342.6,138.3,295.8,257.8,291.7,196.8,354.5,159.3,267,196.2,470.4,309.8,96.9,396.4,128.9,175.7,141.5,403.1,139,194.7,671.8,139.8,359.1,281.5,464.4,281,373,179.5,262.8,135.2,220.3,438.5,382.6,172,352.4,251.6,201.3,172.3,229,326.8,173.3,541.3
"RAC1",448.8,206.2,228,234.1,183.9,237.8,132.8,238.9,280.4,343.3,363.5,186.6,414.9,103.1,168.4,308.2,315.6,256.5,246.1,453.3,62.9,189.2,130.1,123.3,112,270,105.1,100,165.7,217.3,266.5,227.5,275.5,235.3,79.5,336.1,285.5,58.6,195.3,414.6,250.9,116.6,227.4,147.3,359.9,255.1,205.3,311.4,212,539.7,178.3,382.4,263.4,284.7,237.5,377.8,277.3,273.5,63.6,68.6,92.8,217.3,194.3,459.9
"CD93",0.1,0,3.9,0,0,0,0.1,0,0,0,0,0,0,0.1,0.1,0,0,0,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0,286.2,0.7,0,0,0,0,8.2,0,0,0.8,0.2,19.2,0,0,0,0.1,0.2,0,0.3,0,70.5,357.8,0,0.1,0,0.4,0,0,0.2,0,464.4,0.1
"FKBP4",79.2,178.2,55.2,87.7,46.8,28,257.5,73.5,25.1,130.8,92.1,163.1,94.6,85.8,23,43.7,106.9,361.9,84.4,162.2,205.1,206,118.7,96.8,48.2,43.9,83,30.6,26.4,76.4,166.5,126.9,69.2,110.8,119.3,47.7,198,147.7,59.6,476.9,130.3,99.6,95,50.2,89.7,90.5,94.6,122.5,106.9,202.8,34.5,343.7,47.1,36.4,67.8,225.4,72.6,183.1,31.2,47.2,121.2,59.8,120.4,70.8
"KPNB1",290.7,502.5,341.3,292.9,112.5,197.7,334.2,327,279.6,461.6,376.8,806.8,169.1,304.4,242.9,281.9,202.8,650.2,255.9,723.2,244.6,352.9,422.8,298.5,209.8,141.1,428,261.9,167.4,111.4,571.3,426.1,276.8,485,203.1,324.3,275.9,403.4,101.8,329.7,321.8,280.6,590.9,172.8,154.6,372.9,356.1,297.7,280.7,105.2,175.7,285.7,138.1,227.6,530.4,348.5,263.2,393.2,261.7,297.7,418.5,224.7,201.2,398.6
"FLNC",0.1,0.8,4.2,0.1,23.5,28.8,3.9,331,59.9,101.5,50.8,101.6,0.9,0.1,60.8,139.4,0,24.5,0.6,62.4,0.2,12,0.1,13.4,0.1,36.2,0,0.2,56.6,0.1,190.2,0.1,57.6,43.6,0.1,62.9,0,0,0.9,64.3,20.9,0.1,123.2,0.7,0.1,0,2.5,7.4,0.8,0.1,0.2,0.4,1,117.3,37.5,169.5,9.3,0.2,0.1,0,0.2,126,0,5.3
"PLSCR1",89.9,36.8,25.3,10.8,25.6,43.8,37.7,26.9,69.9,292.9,404,26.9,73.6,5.8,69.4,15.6,73.5,21.4,21.5,51.2,29.4,18.7,59.5,8.8,16.9,237,30.4,29.3,72.6,36,34.9,135.4,39,38.7,71.2,54,30.7,23.7,9.4,24.6,33.3,24.3,27.1,1.9,67.4,22.3,18.7,0,43.1,14.7,418.1,18.9,30.9,23.1,24.9,22.9,52.9,44.3,57.5,10.6,0.3,25,21.6,22
"MYDGF",206.7,103.4,71.2,169.8,150.8,128.3,122,351.5,296,189,247.2,155,132.2,97.6,183.8,340,103.1,88.1,108.9,113.7,119.4,130.3,74.3,136.7,163,286.7,235.9,169.5,111.4,130,149.3,216.5,187.3,130.9,724.8,156.2,98.7,63.3,105,90.5,362,69.2,116.7,455.8,122.1,87.6,127.5,118.4,150.3,136.6,161.1,101,238,207.9,155,134.4,401.8,255.6,367.7,148.1,78.8,378.7,302.6,247.5
"TMSB15A",0,0,507.9,89.6,1.4,0.2,0.2,9.4,0.5,1.4,4.1,0,0.5,0,1.1,1.4,0,100.7,0.4,1,0,4.6,8.3,1.2,0.2,0.2,0.1,8,0.9,0,1,0,4.9,0.8,0,30.2,0.1,81.5,0.1,133.4,1.1,0.1,226.1,0,7.8,0.1,103.2,141.1,13.4,0.6,0.2,1.2,2,1.7,0.2,59.9,1.2,7.8,8.1,1.3,0,5.9,0,22.8
"SNRPD1",205.8,108.7,370.7,168.4,37.9,32.3,160.4,217.3,66.3,159.3,162.9,186.7,104,227.5,194.7,77.7,193.7,236.4,114.2,181.5,186.1,153.3,237.7,120.1,188.5,62.1,520.1,201.9,36.4,60,157.2,113.7,77,238.9,125.7,91.5,135.7,328.6,292,288.4,180.4,296.7,263,235.5,90.8,139.3,273.2,254.4,225.3,122.9,148.2,107.8,254.3,123.3,170.4,353.7,135.3,358.2,238.1,209.3,434.1,123.7,304.2,198.3
"SERPINB7",24.3,0.1,0,0.1,0,2.6,0,202.3,39.1,33.3,25.9,0,0.9,0,0.1,131.6,363.6,0.1,94.1,215.1,0,0,0,0.1,0,0.1,0,0.3,6.2,16.6,5.5,99.6,0,0,0.5,18,0,0,0,0.6,11,0,0.5,0,0.1,0.1,0,0,0.2,0,0.1,0.1,0.1,0,215.5,8.4,4.4,18.9,0,0,0,21.8,0,0.5
"RPS29",2693,1897.8,2002.9,1693.8,1554.4,2683.4,2597.4,1735.4,1408.1,1783.5,1467.6,1839.4,2401.2,2014.5,2156.2,1348.3,2316.8,2522.4,2138.4,1994.4,1680.5,4027.8,1995.4,1265,2539,2327.5,4494.5,1576.6,2922.1,3341.4,1236.6,2703.7,2218.9,2252.9,2505.4,1532.1,3305.1,3065.4,2189,2520.9,5279.4,2889.2,2450.2,2207.8,1696.3,2204.2,1822.6,1860.1,1564.1,1979.9,3684.8,3266.3,3240,2001.3,1379.1,3881.2,1202.2,1519.4,3049.4,3354.3,2574.2,952.4,1797.8,1351.5
"GADD45A",109.4,7.4,20.2,5.9,24.7,26,186.1,183.5,81.9,66.2,74.6,35.9,18.3,38.5,61.1,27.7,64.9,2.6,133.3,128.2,36.6,19.2,60.2,13,29.7,265,15.8,5.6,45.9,66.7,90.2,380.1,43,130.5,66.7,70.3,3.3,4.9,15.1,26.3,79.3,13.3,153.7,38.2,27.8,74.2,103.9,16.5,48.4,9.7,102.3,2.1,14.1,43.8,72.4,103.3,73.1,127.5,179.4,34.5,66.9,32,7.4,72.5
"COX8A",515.3,699.6,480.3,450.2,140.1,173.8,339.2,257.7,275.6,550.9,445.2,429.4,413.6,199.7,620.3,330.9,506.9,390.5,376.8,195.3,382.7,603.5,365.1,417,417.5,273.8,329.4,446.4,233.7,282,475.3,292.5,311.7,430.1,424.3,314.5,1172.9,472.9,886.5,443.7,1239.3,416,378.4,817,363.2,390.4,517.7,658.7,385.1,389.8,587.5,719.6,298.9,188.8,337.4,484.4,688.6,298.2,560.3,432.4,294.8,434.5,315.7,414.2
"LAMP2",67.7,67.8,53.8,65,477.1,165.1,144.4,110.9,184.3,116.1,225.4,51.8,118.7,39,106.4,177.9,112.6,82.2,71.1,195.3,57.7,51.7,38.9,56,58,194.1,151.8,101.2,186.9,141.1,167.2,84.1,144.1,45.3,136,170.5,109.3,43,61.7,42.3,61,37.3,89,68,138.7,45.3,21.7,30.4,149.2,105.7,219.8,79.1,141.7,147.1,175.6,90.1,215.8,296.7,72.1,67.7,24.6,166.1,177.9,429.9
"LPXN",1.4,1.9,1.9,3.6,5.1,6.5,1.3,42.6,162.6,11.5,21.4,0.4,4.5,107.1,1.9,47.8,1.7,1.8,98.2,49.5,60.9,0.8,6.1,0.8,0.6,10.7,32.6,289.6,5.2,2.3,170.7,16.9,67.3,1.7,204.9,84.3,0.8,115.6,32.5,1.6,42.3,1.9,2.4,89.8,6.2,56.6,1.2,1.7,2.3,2.4,15.6,2.5,7.9,64.7,30.4,9.6,185.7,37.8,14,13.2,100.8,70,28.5,70.4
"CST1",0,2,0,0,0,0,0.1,0,0.1,0,0,139.8,0.2,0.4,0,0,0,0,0,0,0,0.1,0,0.3,0.2,0,0.1,0,0.1,0,50.3,0,0.2,0,0,0,0,0,0,0.7,0.1,0,0,0,3.2,891.2,0.8,0,0.1,0,0.2,0,0,178.3,0,0.4,0,0,0,0,0,0,0,0.1
"TMBIM6",529.9,467.9,407.9,352.6,802.7,451.8,495,378.6,692.6,532,506.7,693.6,1496.5,271.8,702.7,683.8,573.8,374.2,471.9,599.2,510.6,357.5,542.7,264.4,280.7,594.6,555,844,477.7,1090.7,641.1,712.5,401.2,495.8,1095.9,551.5,451.1,288.5,266.8,430.1,363.9,275.3,399.5,447.7,658.1,725.2,375,221.6,638.3,588.2,396.5,928,492.9,371.5,515.6,415.9,330.2,326.6,497.7,495.1,223,714.4,253.7,256.8
"HNRNPDL",351.9,188.6,752.4,140.7,191.7,106.7,241.1,360.1,373.2,345.2,341.1,238.6,285.1,532.9,248.8,360.4,270.1,598.5,282,418.4,153.5,385.3,387.8,225.5,355.8,110.2,590.2,271.7,196.2,80.8,416.7,283.8,249.3,510.4,215.5,303.7,128.3,560,328.3,523.8,226.3,563.8,595.4,237.8,328,206.6,379.6,591.2,281.3,252.9,196.5,332.7,280.4,206,366.4,479.5,228.8,425.8,266.8,251.5,562.5,318.5,335.1,315.6
"SLC44A2",284.3,7.2,69,38.9,71.2,44.4,191.7,58.6,137.4,104.1,127.5,59.6,133.2,46.8,85.3,149.6,216.8,11.1,38,69.3,1.6,8.3,37.6,26.8,1.9,96.2,0.4,29.7,50.3,50.2,42.3,28.1,72.2,18,7.7,143.1,182.5,28.1,20.1,24.8,26.4,67.4,96.1,1.9,27.6,135.4,8.1,44.3,57.8,225.8,6.2,110.7,2.4,64.9,49.3,18.9,55.8,14.5,3,5.3,44.2,12.2,22.9,56.2
"RPL23",1661.6,1699.4,2390.6,1911.8,2900.6,3862.5,1634,1574.3,2273.4,2137.2,1670.2,2252,1452.1,3004.1,1704.8,1598.4,2895.7,2185.7,2590.6,2705.8,1358.3,2903.6,1388.1,1636.3,2658.8,2660.5,3420.8,1372.6,3787,3184.3,1999.1,3190.3,2060.9,2226.6,1485.7,2491.2,1302.7,3046.8,2901.2,1772.1,1045.9,2329.5,3432.3,2873.6,2433.3,1897.2,1932.1,2583.6,1060.8,1277.8,2947.1,2655,3594.1,1419.8,1037.6,1686.9,1545.5,2591.4,1012.5,1532.7,2256.6,1576.1,1994.2,1366
"LMO4",47.8,38.1,31.9,543,66.3,79.8,78.8,40.9,31.1,41.8,48.4,85.8,29.8,90.9,56.9,44.3,39.5,13.4,24.2,43,63.5,29.7,104.3,61.2,21.9,78,50.4,132.8,43.7,55.3,70,30.6,25.6,23.8,78.7,20.4,17,1.4,26,118,36.4,66.3,43.5,19.5,42,164.3,31.2,1.8,206.8,21.4,112.7,350.1,115.5,16.4,205.8,41.1,47,132.7,75.9,49.1,19.8,25.5,10.8,30.2
"CHRDL1",0,0.1,3.8,0,446.8,622.4,0.3,7.4,3.2,20.5,18.9,0,0,0,0,0.6,0,28.1,0,20.9,0,0.1,0,0.2,0,0,0,0,51.4,0.1,2,0,0,0,0,0.1,0,0.9,0.2,24.5,0,0,0,0.1,3,0,2.3,6.5,0,0,0.4,0,0,0,6.8,4.9,65.5,7.5,0.1,0,0,6.9,0,0.5
"RPL34",962.6,717.8,1384.2,1858.8,2040.3,3273.3,1328.9,1405,1699.2,1247.8,1085.4,1666,1677,2381.3,920.5,1262,677.5,1569.8,1859.4,1690,1145.4,2242.4,1250.4,1104.6,2115.2,2095,2803.4,1314.6,3043.6,2617,1098.5,1902.2,2045.2,2219.3,1332.3,1866.4,1637.7,1745.6,2710.7,1612.7,1463.3,1797.3,1455.4,1403.5,2123.6,1459.2,1764,2030.5,719.9,2929.1,1828.6,1223.2,2140.7,1488.3,900.1,1292.6,897.7,1232.1,1047.2,1343.7,1839.6,1215.9,1701.4,1127.9
"RPS19",3045.2,4450.4,3025,2400.9,2703.1,3632.5,3277.2,2218.4,2545.9,3100.2,2878.8,3158.2,1923.4,3588.3,2766.3,1854.5,1546.7,2774.9,3243.4,1490.2,1958.4,4577.6,2217.5,1013.4,2678.3,5672.4,3270.9,2140.1,5374,6519.7,2006.6,2979.3,2820.6,2509.7,2333.3,2292.4,3029.7,3027.7,1871.1,3468.8,1897.3,3816.5,2292.5,1649.1,2310.6,2914.8,2498.9,2847.3,1498.3,3475.7,2886.9,2463.3,4576.6,2084.1,1977.6,3483.4,1281.4,3488.5,2943,2995.4,3182.8,2130.5,2742.9,2311.3
"ATP5J2",1033.1,929.9,832.7,1269.3,445.6,457.8,513.6,646.9,479.8,747.4,841.7,904.2,931,786.6,741.1,370.3,626.5,970.5,628.3,824.9,739.6,1110.7,669.6,1085.5,964.6,409.8,1021.1,720.7,546,598,700,566.7,648.3,1375.3,844.9,711.4,2124.5,1551.9,1401.7,1201.8,1100.1,779.4,679,1309.1,1282.2,1031.5,948.6,940.9,1061,1830.9,568.5,579.7,1106.5,541.2,694,1171.7,1089.8,935.8,508.3,1146.3,1570.2,792.7,969.2,1088.9
"OAT",209,38.4,27,91,186.2,182,89.7,119.5,232.8,115.2,131.1,90.6,26.9,0.3,94.6,186.5,219.3,129.7,189.6,129.2,39.1,159.6,238.8,20,55.9,117.1,0.3,148.2,124.5,96.7,111.6,99.4,121.9,417.2,35.7,145.7,47.4,57.2,9.6,54.8,55.1,60.1,100.6,44.9,89.7,3.1,67.1,64.3,94.5,175.2,156.3,73.4,44.1,92.6,69.3,68.6,109.1,73.8,32.2,33,44.1,95,56.1,33.7
"JUNB",46.2,9.5,2.8,6,7.8,19.3,9.9,19.4,15.9,10.3,9.8,5.6,26.8,13.1,73.2,6.5,86.9,2.6,24.7,1.2,586.3,9.1,16.2,26.5,6.1,12.7,19.4,70.9,25.5,71,10.1,5.8,4.5,43.2,23.5,3,121.7,13.5,93.5,1.7,37.3,20.5,7.5,26.3,5.7,52.4,28,38.3,104.9,45.1,22.4,9.9,18.2,14.4,31.9,19.6,60.1,24,196.7,287.1,11.4,37.1,48.9,8.8
"PYCR1",93.8,102.4,62.5,217.1,25.2,48.8,115.8,149,70.1,51.8,72.4,107.5,103.7,117.1,36.3,147.1,40.8,154.4,48.1,31.9,39.5,17.1,86.8,38.8,240.4,182.3,51.5,63.2,43.4,95,68.5,137.6,79.9,282.7,106.3,29.6,290.8,55.3,32.6,52.9,160.2,0.8,102.7,143.8,38,30.9,283.2,179.6,39.2,153.8,176.5,198.8,79.7,57.7,53.1,215.4,85.2,54.9,141.2,96.3,104.3,56.3,0.6,178.2
"ATP2B1",20.8,106.4,44.9,20.4,44.3,71.3,20.2,60,187.6,62.7,103.6,39.3,18.9,33.4,4.6,76.8,18.5,41.5,14.1,180.7,15,42.9,14.9,27.6,28.6,176,55.8,23.4,61.7,26.6,210.3,241.9,14.5,24.8,11.9,416.1,28.7,17.6,19,35.5,51.5,28.3,141.4,13.6,48.7,86.3,50.3,24.9,87.4,17.3,15.3,31.9,5.4,10.1,179,31,62.7,64.9,9.6,14.5,34.2,80.8,15.4,40.5
"CPVL",1.3,0.2,20.1,0.1,0,0,183.9,0,0,1.8,0.4,49.5,0,0,85,0.6,2.8,53.3,3,0.6,0.4,43.9,59.9,0.8,98,0,0,0.3,0.2,4.2,0.7,1.3,0.5,40.6,0.1,1.4,0,50.6,0.2,31.6,14.8,0.3,0,0.4,604.1,18.1,14,10,56.8,94,77.3,14.2,33.5,0,0.3,0.8,0.4,9.9,13.4,144,0.6,0.2,19.5,20.5
"CBX3",349.4,157,358.6,335,87.8,161.6,275.3,259.7,188.8,213.1,225,170.7,288.9,431.8,227.3,158.2,275.6,316.3,183.9,359.6,155.8,209.5,309.8,152.5,157.9,118,437.9,282.9,123.9,159.3,181.5,198,261.8,503.4,208.5,327.3,174.4,428.8,418.6,463.4,230.1,315.1,326.4,347.6,253.2,176,520.2,520,269.9,399.8,221.2,427,332,191.9,203.7,391.9,227.1,341.5,325.5,461.4,703.8,176.6,366,941.4
"GRINA",70.4,139.6,76.6,122.6,276,141.2,110.2,94.9,214.8,174.6,167.9,78,57.7,41.1,113.8,197.9,62.6,143.5,119.3,73.9,76.4,87.8,53.8,60,77,357,10.1,81.2,190.1,325.4,136.2,151.4,77,50.7,56.5,136.1,370.4,27.3,20.5,54.4,214.1,41.6,37.9,77,72.8,178.7,61.9,90.4,173.8,136.2,171.6,329,53.2,76.1,116.3,135.3,148,68.6,96.3,54.5,29.5,146.2,61.8,67.8
"NAMPT",106.2,72,27.9,43.9,79.9,94.5,44.4,31.7,171.5,69.7,127.5,39.1,62.9,72.3,83.1,33.1,82.7,54.2,81.4,157.2,56.1,51.9,36.8,22.6,25.3,364.3,63.9,64.3,94.2,92,134.1,119.4,201.6,77.9,270.2,75.4,48.9,64.4,21.2,54.5,58.7,34.9,38.7,154.8,54,89.8,67.3,33.3,56.3,85.7,105.4,34.2,15.4,169,109,89.3,149.3,58.1,195.9,109.1,99.7,642.4,70,165.1
"LASP1",180.7,381.4,119.5,99.9,119.2,131.1,200.6,214.9,200.3,243.7,186,105,192.4,67.1,194.9,306.7,283.8,57.4,138.7,220.2,64.1,27.7,40.5,81.6,151.7,138.3,83.3,114.8,121.6,48,222.7,48.2,148.6,69.7,22,308,52.1,100.3,101.5,60.9,96.8,63.7,62.3,82.6,243.9,142.5,21.5,46.9,160.2,117.4,103.4,232.8,84.9,256.1,153.9,237.5,171.7,129.3,59.4,77,50,161.5,72.6,189.6
"CCR7",0.3,1.3,0,0,0,0.2,16.2,0.3,0.1,0,0,0.1,0,0.4,0.8,0,0.2,0,0,0,1284.5,0.1,0,0.1,0.3,0,3.1,0,0.4,0,0,0,0,0.7,0.2,0,0.3,1,1.9,0.1,0,4.1,0.9,0,0,0.4,0,0,0,0.4,0.1,0.5,1.1,0,0.4,0.2,1.5,0.5,5.7,0.6,6.1,1.9,0.1,0
"SPTSSB",0,1.8,0.1,0,0,0,0,0,0.1,0.1,0.1,2.4,0,0,0,0,4.8,0,0.3,0,0,0.1,0,1.3,0.1,0,0,0,0,1.2,0,0,0,0,0,0,892.8,0,0,4.3,12.4,0,0,0.3,0,244.7,2.3,12.7,0,30.4,0,60.7,0,0,0,0.2,0.3,0.1,0,0,0,0.1,0,0
"GREM1",0,2.5,0,0,4.6,6.2,0,150.1,219.5,61.3,161.4,0.2,0,0,0,426.8,0,0,0,62.2,0,0.1,0,0,0,1.5,0,0,1.5,0,168.1,0,0,0,0,78.7,0.1,0,0,0.6,0.6,0,11,0,0,0,0,0.1,0,0,0,0,0,29.8,0,0.1,0.7,0,0,0,0,2,0,0.3
"UBE2L6",40.5,20.9,75.4,22.7,108.2,136.8,8.1,22.6,127.7,213.7,288.6,7.1,103.8,106.1,86.1,63.1,32.1,34.4,62.7,47,126.5,1.2,131.3,0,22.7,244.8,27,40.9,152.7,14.5,108,22.5,61.4,6,71.7,34.8,45.3,184.2,51.5,20.1,26.7,182.5,45.2,70.8,46.8,40.8,2.2,42.1,56.5,3.4,91.3,54.3,11.4,22.2,46.8,17.6,33.9,6.9,103,102,1.9,130,66.2,10.5
"CFL1",1850.3,1523.4,1841.2,1354.7,771.1,806.8,951.8,1802.5,1578.7,2286.3,1422.8,798.6,1561.3,1112.7,1553.2,2210.8,1406.1,1407.1,1464.8,1767.6,1517.8,575.3,1811.3,864.3,743.8,1000.6,1401.7,2442.2,929,1018,2090.9,828.6,2217.9,812.9,1150.6,2188.5,1537.6,2136.2,1823.9,1999.3,1178.7,1780.4,834.8,1460.3,1390.3,1084.5,1038.3,2080.9,1207,1272.2,1263.7,1908.5,934.5,1756.3,1992.9,1614.4,2402.8,1700,873.9,1324.2,1445,2043.9,864,1909.8
"ACTR3",320,147.9,235.8,152.3,121.7,175.8,247.2,429.8,316.9,334.8,333.9,289.1,199.1,380,546.9,375.3,171.5,265.4,196.8,469.7,730.9,117,443.4,135.9,186,259.6,368.2,760.9,161.4,156.7,464.5,241.7,283.3,237.8,275.2,407.3,105.4,336.9,125.4,178.9,261.6,290.9,229.8,185.7,286.5,265.3,141.6,127.9,272.8,193.6,248.6,102.5,251.2,414.1,427.3,293,187.2,360.7,154.7,304.6,433.1,364.6,235,399.5
"PPT1",74.5,43.5,64.2,55.4,62.3,51.9,145,39.3,77.2,101.7,137,228,161.1,77.9,78.3,41.6,130,120,64.1,129.1,129.1,119,63.4,79.4,87.5,90.3,136.9,103.8,57.6,65.3,82.3,74.7,128.1,113.6,138.1,57.9,106.5,63.8,43.9,177.5,77.2,73.8,182.3,118.2,51.3,102.2,98.7,73.1,184.3,591.3,168.2,129.3,797.1,52.2,72.8,110,47.5,110.7,88.3,209.6,69.5,72.5,263.6,107.9
"CTHRC1",10.3,0.8,3.3,0.7,60.5,202.9,0.2,28.9,7.4,3.4,4.8,0.9,7.2,1,33.7,104.7,0.4,0.1,0.1,16.8,0.4,0,0.5,0.4,12.9,162.6,0.7,0.6,291,0.4,30.4,0.3,49.7,0.4,65.5,15.5,1.3,13.8,25.6,10.8,53,32.7,29.7,0.7,2.1,0.2,6.7,4.5,0.1,0.2,80.7,0.1,0.1,39.6,4.5,1.9,4.4,0.3,2.2,0.5,0.4,2.2,0.1,375.8
"PA2G4",370.8,334,245.3,255,77.2,118.8,479.5,371.1,169.6,491.7,284.6,376.2,270.2,603,271.2,162,301.3,589.7,351.3,494.9,223.9,449.3,583,168.1,266.6,183.9,707.6,202.8,124.9,177.5,458.9,315.6,271.8,717.6,273.3,244.4,287.2,558.7,292.8,408.3,415.8,516.3,434.2,398.9,202.7,249.5,436.4,238.1,306.5,337.7,210.7,457.8,229.6,214.5,252.3,377.3,277.1,406.5,176.9,238.7,566.2,226.8,413.2,335.3
"BCAT1",26.1,10.8,105.3,0.2,20.7,40.9,53,50.8,32.5,31,54,55.2,72.4,79.2,0.3,78,10.6,79.3,0.4,85.4,238.6,13.9,80.9,1.4,24.6,91.4,81.9,27.8,55.3,1.4,84.6,13.5,94.8,78.9,0.8,23.8,0.5,52.4,18.2,283.1,7.5,0.1,298.1,1,0.1,8.3,0.1,61.6,0.2,0.1,0.4,0.2,29.5,122.7,19.5,77,73.9,47.2,9.9,9.6,105.7,67.9,48,0.3
"SLC9A3R2",28.2,170.8,4.9,35.7,4.2,5.9,5.5,115.9,67.1,63.1,21.8,21,36.7,0.1,59.7,45.9,27.1,15.4,9.7,6.9,0.3,41.1,2.7,54.2,41.5,37.1,0.4,12.2,6.7,9.9,20.2,4.5,57.2,21.3,2,4,234.6,0.4,22.5,7.5,259.8,25,7.7,35,11.4,2.3,41.4,35.1,10.1,140.5,9.8,143,11.3,143.3,21.1,32.3,1.8,158.9,3.9,3.2,0.4,2.4,2.8,199
"AP1M2",125.4,65,0.4,9.7,0,0,62.7,0.2,0,2.2,1.6,143.5,72.4,0.3,61.4,0.9,86.2,0.2,78.4,3.1,0.6,0.9,6.1,33.4,212.3,1.1,0.2,0.7,0.2,58.7,3.9,0.1,0,0.2,0.4,1,206.6,0.5,1.1,31.3,0,2.3,9,0.5,2,132.2,79.7,0.2,0,89.7,0.5,115.7,0.2,0,0.4,174.7,0.9,1.8,0.3,0.6,0.9,0.2,0.3,0.2
"CTD-2116N17.1",24.6,106.8,83,0,7,23.8,32.9,26.6,78.5,183.5,265.3,99.5,12.6,95.3,17.4,37.6,16.4,299.5,51.4,174.3,108.9,76.5,88.1,39.4,38.8,1.3,4.3,0.6,7.3,5.4,146.7,21.5,103.7,84.1,42.7,149.3,82.9,84.3,34.1,8.5,44.9,43,66.8,37.1,37.8,31.8,4.3,34,29.7,3.6,11.6,0,29.5,0,4,42.5,28.3,95.3,16.9,83.1,42.4,0,111.1,4.3
"PPIF",190.1,82.1,61.7,114.6,39.1,51.7,76.9,104.7,131.1,247.8,243.6,176.6,90.4,160.5,63.4,67.8,112.2,201.6,82.8,398.7,66.5,168.7,316,59.6,258.2,81.1,194.8,70.6,126.1,58.8,265.1,202.1,39.6,311.9,193.1,76.4,85.4,51.2,129.1,52.8,461.8,99.1,93.3,80.2,78.5,159.3,146.2,97.5,67.4,190.2,74.9,104.7,125.8,35.4,114.6,110.1,128.3,199.8,94.4,94.6,124.5,112.4,246.1,31.6
